PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY,AREA_TYPE,NAICS,NAICS_TITLE,OWN_CODE,PCT_TOTAL,I_GROUP
CA,41860,"San Francisco-Oakland-Hayward, CA",17-2112,Industrial Engineers,detailed,2800,4,1.251,0.6,55.16,114740,1.5,37.11,45.3,55.46,62.06,76.33,77180,94230,115360,129090,158770,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",17-2121,Marine Engineers and Naval Architects,detailed,30,10.9,0.014,0.26,73.86,153630,3.2,45.44,53.01,66.64,77.55,#,94520,110260,138610,161290,#,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",17-2131,Materials Engineers,detailed,340,11.5,0.152,1,53.25,110750,4.1,35.84,37.92,46.1,61.81,78.33,74540,78860,95880,128560,162930,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",17-2141,Mechanical Engineers,detailed,3780,6,1.687,0.85,61.07,127030,1.4,37.39,46.68,59.09,74.75,91.96,77770,97090,122910,155480,191270,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",17-2171,Petroleum Engineers,detailed,370,2.3,0.163,1.04,80.87,168210,0.4,48.95,62.15,78.75,96.17,#,101810,129260,163800,200040,#,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",17-2199,"Engineers, All Other",detailed,4290,6.9,1.911,1.77,59.67,124120,1.9,37.11,46.79,59.09,73.3,80.78,77180,97330,122900,152460,168020,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",17-3011,Architectural and Civil Drafters,detailed,2460,10.2,1.097,1.53,36.4,75700,3,27.38,29.36,36.54,38.27,47.81,56940,61060,76000,79600,99450,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",17-3012,Electrical and Electronics Drafters,detailed,310,21.5,0.138,0.93,38.2,79460,1.8,26.17,32.54,36.02,43.81,55.69,54440,67690,74920,91120,115840,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",17-3013,Mechanical Drafters,detailed,450,16.4,0.201,0.59,37.54,78080,2.4,21.36,27.77,36.7,45.09,58.01,44440,57760,76330,93800,120660,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",17-3019,"Drafters, All Other",detailed,300,12.1,0.136,1.25,36.97,76910,5.2,21.34,26.45,32.55,46.77,58.7,44390,55010,67700,97290,122090,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",17-3022,Civil Engineering Technologists and Technicians,detailed,590,18.8,0.263,0.58,44.32,92190,5.4,28.39,35.84,46.54,47.76,60.42,59050,74540,96800,99340,125680,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",17-3023,Electrical and Electronic Engineering Technologists and Technicians,detailed,2920,6,1.302,1.81,35.48,73800,1.7,22.79,28.59,35.68,43.08,47.35,47410,59460,74220,89610,98490,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,detailed,280,36.3,0.123,1.49,28.13,58510,10.2,18.02,18.02,28.72,33.79,42.89,37480,37480,59750,70290,89200,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",17-3025,Environmental Engineering Technologists and Technicians,detailed,360,33.6,0.159,1.5,39.54,82240,10,22.79,28.99,37.98,47.84,58.97,47410,60290,79000,99500,122660,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",17-3026,Industrial Engineering Technologists and Technicians,detailed,400,6.1,0.178,0.4,33.81,70320,2,22.66,28.59,33.88,37.13,47.11,47130,59460,70470,77240,97980,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",17-3027,Mechanical Engineering Technologists and Technicians,detailed,720,7.5,0.323,1.13,38.34,79750,1.6,22.66,28.94,37.13,47.35,47.84,47130,60200,77240,98490,99510,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",17-3028,Calibration Technologists and Technicians,detailed,80,24.4,0.035,0.58,36.05,74990,3.1,26.42,29.41,34.78,37.13,55.42,54950,61170,72330,77240,115270,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",detailed,1930,12.3,0.862,1.65,29.86,62110,5.5,23.03,23.47,23.47,34.63,47.81,47900,48810,48820,72030,99450,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",17-3031,Surveying and Mapping Technicians,detailed,480,15.4,0.214,0.54,37,76960,6.1,21.12,26.58,36.65,47.72,53.22,43930,55290,76240,99250,110700,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",19-0000,"Life, Physical, and Social Science Occupations",major,40340,2.8,17.993,1.99,53.24,110750,1.3,24.23,34.52,48.71,63.73,80.66,50400,71790,101320,132560,167760,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",19-1012,Food Scientists and Technologists,detailed,240,13.4,0.106,1.1,49.98,103970,4.1,32.49,38.29,48.88,60.67,69.76,67570,79640,101660,126190,145090,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",19-1013,Soil and Plant Scientists,detailed,**,**,**,**,47.12,98010,10.4,28.48,34.65,40.09,59.07,63.04,59240,72060,83400,122870,131120,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",19-1021,Biochemists and Biophysicists,detailed,3210,10.2,1.433,5.76,62.26,129490,1.6,44.13,48.45,61.68,75.76,79.72,91790,100770,128280,157590,165820,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",19-1022,Microbiologists,detailed,860,9.8,0.384,2.78,55.45,115340,1.8,34.61,43.24,50.73,70.58,81.82,71990,89940,105530,146810,170180,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",19-1023,Zoologists and Wildlife Biologists,detailed,140,36.4,0.064,0.56,43.9,91320,4.8,23.71,29.93,40,59.07,64.42,49310,62250,83210,122870,134000,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",19-1029,"Biological Scientists, All Other",detailed,4550,10.8,2.027,6.07,51.73,107600,5.1,30.19,37.28,48.62,61.8,79.59,62800,77530,101130,128550,165540,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",19-1031,Conservation Scientists,detailed,180,18.6,0.08,0.5,41.02,85320,5.4,23.79,27.43,39.49,49.29,59.07,49480,57050,82140,102520,122870,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",19-1041,Epidemiologists,detailed,160,2.7,0.072,1.25,52.42,109030,1.1,38.33,44.37,50.73,58.54,64.42,79730,92290,105530,121760,134000,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",19-1042,"Medical Scientists, Except Epidemiologists",detailed,4880,6.7,2.177,2.83,65.83,136920,2.3,36.54,48.95,62.97,76.94,96.65,76000,101810,130980,160040,201040,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",19-1099,"Life Scientists, All Other",detailed,**,**,**,**,63.77,132630,19.7,34.75,44.55,56.04,88.12,#,72280,92660,116570,183290,#,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",19-2021,Atmospheric and Space Scientists,detailed,**,**,**,**,57.15,118860,4.1,40.34,44.35,58.66,70.25,73.41,83900,92250,122010,146120,152680,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",19-2031,Chemists,detailed,2320,12.2,1.036,1.81,47.43,98660,3.2,27.02,36.65,46.61,59.34,71.84,56200,76230,96950,123430,149440,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",19-2032,Materials Scientists,detailed,140,23.8,0.06,1.27,56.2,116900,4.9,38.65,44.6,58.99,62.99,74.82,80380,92770,122690,131020,155630,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",19-2041,"Environmental Scientists and Specialists, Including Health",detailed,1890,7.5,0.842,1.54,51.78,107710,2.7,28.66,37.67,48.09,63.73,76.86,59610,78350,100020,132560,159860,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",19-2042,"Geoscientists, Except Hydrologists and Geographers",detailed,450,14.4,0.199,1.19,56.71,117950,6.2,30.12,36.08,49.54,73.34,96.42,62650,75040,103030,152550,200550,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",19-2043,Hydrologists,detailed,80,26.2,0.038,0.83,60.32,125470,15.2,26.58,36.6,62.66,73.16,#,55280,76120,130330,152170,#,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",19-2099,"Physical Scientists, All Other",detailed,600,4.6,0.27,1.93,53.46,111200,1.3,37.91,48.24,48.24,61.24,70.25,78850,100340,100340,127380,146120,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",19-3011,Economists,detailed,420,39.3,0.188,1.69,77.56,161320,4.8,44.19,50,73.25,#,#,91910,103990,152360,#,#,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",19-3022,Survey Researchers,detailed,190,27.4,0.086,1.37,38.47,80010,7.7,23.36,30.23,34.19,48.58,56.42,48600,62880,71120,101050,117360,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",19-3033,Clinical and Counseling Psychologists,detailed,1660,17.8,0.74,1.79,62.44,129880,9.2,31.19,36.72,62.49,79.19,#,64880,76380,129980,164710,#,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",19-3034,School Psychologists,detailed,960,20.6,0.428,1.06,43.58,90640,9.6,23.87,29.75,48.18,56.26,64.42,49650,61880,100200,117030,134000,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",19-3039,"Psychologists, All Other",detailed,250,8,0.114,1.16,60.83,126520,3.2,26.96,49.98,65.38,75.29,82.53,56080,103960,135990,156600,171670,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",19-3041,Sociologists,detailed,240,9,0.107,5.69,52.77,109760,1.9,35.7,45.49,54.95,60.29,65.76,74250,94610,114300,125390,136780,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",19-3051,Urban and Regional Planners,detailed,1330,6.3,0.593,2.14,54.2,112740,1,35.9,43.35,50.73,64.42,76.35,74660,90160,105530,134000,158800,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",19-3091,Anthropologists and Archeologists,detailed,160,37.9,0.073,1.55,36.42,75760,7.3,23.67,26.18,33.48,42.45,57.87,49230,54460,69640,88300,120380,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",19-3093,Historians,detailed,50,26.3,0.023,1.1,40.7,84650,16.6,24.83,24.83,42.91,56.21,56.21,51640,51640,89250,116910,116910,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",19-3099,"Social Scientists and Related Workers, All Other",detailed,560,11.1,0.248,1.02,40.32,83860,5.6,21.24,26.75,38.85,48.88,59.77,44180,55640,80800,101660,124320,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",19-4012,Agricultural Technicians,detailed,110,48.3,0.048,0.5,27.03,56230,5,17.48,19.24,24.81,31.46,36.39,36360,40010,51590,65430,75680,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",19-4013,Food Science Technicians,detailed,170,6.8,0.077,0.94,28.09,58420,2.5,20.33,22.41,27.68,33.1,37.76,42290,46600,57570,68850,78550,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",19-4021,Biological Technicians,detailed,2480,12.7,1.104,2.04,30.63,63720,2.2,21.49,23.25,29.58,37.09,43.62,44710,48370,61530,77150,90730,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",19-4031,Chemical Technicians,detailed,1180,10.1,0.526,1.28,29.86,62100,3.1,18.37,21.58,28.01,35.46,46.57,38210,44890,58260,73770,96870,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",19-4042,"Environmental Science and Protection Technicians, Including Health",detailed,790,14.2,0.351,1.45,29.6,61570,3.2,17.04,21.83,27.7,37.38,45.45,35450,45400,57620,77750,94540,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",19-4061,Social Science Research Assistants,detailed,870,5.7,0.386,1.9,32.12,66800,1.7,26.34,26.74,30.5,35.76,43.18,54790,55610,63440,74370,89800,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",19-4071,Forest and Conservation Technicians,detailed,**,**,**,**,23.82,49540,4.3,15.12,19.04,22.04,27.03,32.74,31440,39600,45840,56220,68090,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",19-4092,Forensic Science Technicians,detailed,340,0.9,0.154,1.27,46.35,96410,0.5,30.73,31.46,46.72,60.24,63.73,63910,65430,97180,125310,132560,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",19-4099,"Life, Physical, and Social Science Technicians, All Other",detailed,2510,8.4,1.121,2.54,33.57,69830,3,18.95,23.27,29.03,39.12,57,39410,48410,60380,81360,118560,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",19-5011,Occupational Health and Safety Specialists,detailed,1460,6.9,0.652,0.86,51.93,108020,1.9,29.82,39.73,50.73,62.49,72.25,62030,82630,105530,129980,150280,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",19-5012,Occupational Health and Safety Technicians,detailed,630,25.7,0.279,1.81,32,66570,4.9,20.68,23.25,29.83,38.09,47.35,43000,48350,62050,79220,98490,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",21-0000,Community and Social Service Occupations,major,37600,1.7,16.767,1.05,33.84,70390,0.7,18.61,22.4,29.16,44.77,57.67,38710,46590,60650,93110,119950,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",21-1012,"Educational, Guidance, and Career Counselors and Advisors",detailed,4040,4.4,1.802,0.86,40.92,85120,1.9,23.55,29.83,37.33,48.06,60.31,48980,62040,77640,99970,125450,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",21-1013,Marriage and Family Therapists,detailed,2400,13.6,1.071,2.75,34.88,72550,3.1,21.09,23.1,29.2,45.01,59.34,43870,48050,60740,93620,123430,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",21-1015,Rehabilitation Counselors,detailed,1320,8.2,0.589,0.92,24.65,51260,3.2,16.66,17,20.78,27.96,37.43,34650,35370,43230,58150,77860,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",detailed,4620,6.1,2.059,0.93,31.43,65370,1.8,18.11,22.34,27.63,36.59,47.66,37660,46460,57460,76120,99130,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",21-1019,"Counselors, All Other",detailed,860,14.4,0.383,1.83,28.79,59880,4.5,17.39,21.22,23.36,30.55,47.65,36170,44130,48580,63550,99110,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",21-1021,"Child, Family, and School Social Workers",detailed,5270,4,2.351,0.97,34.98,72750,1.6,21.61,26.21,33.41,47.38,47.7,44940,54530,69480,98560,99220,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",21-1022,Healthcare Social Workers,detailed,1920,4.6,0.854,0.69,47.28,98340,2.1,26.86,35.51,46.48,60.29,64.07,55880,73860,96670,125410,133270,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",21-1023,Mental Health and Substance Abuse Social Workers,detailed,1900,8.5,0.849,1.05,41.46,86240,3.9,20.68,27.71,43.29,55.93,63.02,43020,57650,90040,116330,131080,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",21-1029,"Social Workers, All Other",detailed,710,18.6,0.319,0.9,38.19,79440,3.6,22.59,29.37,32.82,51.5,57.26,46990,61080,68270,107120,119100,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",21-1091,Health Education Specialists,detailed,1350,9,0.604,1.52,38.13,79300,2.4,18.48,26.91,35.88,47.75,60.43,38440,55960,74640,99330,125700,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",21-1092,Probation Officers and Correctional Treatment Specialists,detailed,980,0.7,0.438,0.67,52.73,109680,0.5,37.65,47.05,56.93,60.43,60.43,78300,97860,118410,125700,125700,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",21-1093,Social and Human Service Assistants,detailed,7340,5.5,3.274,1.16,25.24,52500,1.1,17.68,21.14,22.64,28.42,35.74,36780,43960,47090,59110,74340,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",21-1094,Community Health Workers,detailed,1020,7.9,0.453,1.05,31.51,65530,2.2,20.66,22.95,29.33,37.38,46.75,42970,47740,61000,77750,97240,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",21-1099,"Community and Social Service Specialists, All Other",detailed,2240,7.6,0.998,1.55,31.38,65280,2.8,17.98,21.61,27.72,37.38,47.66,37400,44940,57660,77750,99130,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",21-2011,Clergy,detailed,780,11.5,0.347,0.96,34.68,72120,4.8,17.97,22.66,35.82,39,49.98,37370,47130,74510,81110,103960,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",21-2021,"Directors, Religious Activities and Education",detailed,580,24.9,0.259,1.74,27.65,57520,14.5,14.19,14.2,22.66,34.02,47.55,29520,29530,47130,70770,98910,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",21-2099,"Religious Workers, All Other",detailed,260,24.7,0.118,1.59,21.33,44370,11.1,14.19,17.68,18.54,22.74,28.24,29520,36780,38570,47300,58740,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",23-0000,Legal Occupations,major,27500,2.7,12.264,1.47,71.1,147890,3,28,37.34,61.38,98.45,#,58240,77670,127660,204780,#,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",23-1011,Lawyers,detailed,16570,4.7,7.391,1.53,92.05,191460,2.6,47.85,61.43,81.74,#,#,99530,127780,170020,#,#,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",23-1012,Judicial Law Clerks,detailed,180,17.4,0.078,0.74,40.31,83840,1.7,35.73,35.73,38.65,38.7,49.08,74330,74330,80400,80500,102080,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",detailed,350,0.5,0.154,1.57,65.27,135760,0.5,38.27,50.38,66.64,80.37,84.25,79600,104790,138610,167170,175240,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",23-1022,"Arbitrators, Mediators, and Conciliators",detailed,**,**,**,**,47.91,99650,19.9,17.98,28.96,45.89,57.38,76.7,37400,60230,95450,119350,159530,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",23-1023,"Judges, Magistrate Judges, and Magistrates",detailed,420,1.2,0.188,0.95,96.27,200230,0.5,63.96,98.6,98.6,99.7,#,133030,205090,205090,207370,#,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",23-2011,Paralegals and Legal Assistants,detailed,7660,10.2,3.416,1.43,36.37,75640,4,22.34,28.41,35.44,44.52,57.27,46470,59090,73710,92600,119120,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",23-2093,"Title Examiners, Abstractors, and Searchers",detailed,470,16.9,0.211,0.58,39.13,81390,4.1,23.65,30.45,38.15,45.48,54.93,49190,63340,79350,94600,114250,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",23-2099,"Legal Support Workers, All Other",detailed,1690,21.7,0.754,2.31,32.4,67380,7.1,20.62,22.66,28.5,36.66,46.32,42890,47130,59270,76250,96350,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",25-0000,Educational Instruction and Library Occupations,major,121870,0.9,54.355,0.93,38.62,80320,1.4,17.35,22.14,34.05,48.19,70.62,36090,46040,70830,100240,146880,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",25-1011,"Business Teachers, Postsecondary",detailed,630,4.7,0.28,0.5,*,127070,1.5,*,*,*,*,*,60790,98380,123510,155530,205350,TRUE,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",25-1021,"Computer Science Teachers, Postsecondary",detailed,230,10.3,0.102,0.38,*,142330,1.2,*,*,*,*,*,78780,100240,150350,166820,#,TRUE,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",25-1022,"Mathematical Science Teachers, Postsecondary",detailed,540,2.3,0.24,0.77,*,130320,0.9,*,*,*,*,*,61960,98530,125180,164530,#,TRUE,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",25-1031,"Architecture Teachers, Postsecondary",detailed,30,6.7,0.014,0.34,*,144550,1.2,*,*,*,*,*,99090,129430,150000,164530,168150,TRUE,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",25-1032,"Engineering Teachers, Postsecondary",detailed,220,7.2,0.097,0.39,*,153050,1.7,*,*,*,*,*,72120,100240,152650,200160,#,TRUE,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",25-1042,"Biological Science Teachers, Postsecondary",detailed,440,2.1,0.195,0.58,*,145170,0.5,*,*,*,*,*,77740,100240,129430,164530,#,TRUE,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",detailed,90,2.6,0.039,0.54,*,139870,0.6,*,*,*,*,*,79270,100240,125090,166820,#,TRUE,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",25-1052,"Chemistry Teachers, Postsecondary",detailed,270,1.8,0.119,0.83,*,136870,0.5,*,*,*,*,*,78780,100240,126310,166820,#,TRUE,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",25-1054,"Physics Teachers, Postsecondary",detailed,120,2,0.056,0.63,*,140840,0.9,*,*,*,*,*,77020,100240,127670,166820,#,TRUE,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",25-1061,"Anthropology and Archeology Teachers, Postsecondary",detailed,110,12.1,0.049,1.37,*,130530,0.8,*,*,*,*,*,74460,94700,129350,163070,195690,TRUE,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",detailed,60,2.7,0.029,0.45,*,137790,0.6,*,*,*,*,*,79270,101180,131030,163350,#,TRUE,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",25-1063,"Economics Teachers, Postsecondary",detailed,90,2.8,0.042,0.5,*,161620,0.7,*,*,*,*,*,80100,100240,130800,200160,#,TRUE,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",25-1064,"Geography Teachers, Postsecondary",detailed,40,4.9,0.019,0.77,*,122200,0.5,*,*,*,*,*,61960,100240,102990,131040,173180,TRUE,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",25-1065,"Political Science Teachers, Postsecondary",detailed,100,3.9,0.045,0.45,*,135100,0.9,*,*,*,*,*,72860,100240,121270,162700,#,TRUE,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",25-1066,"Psychology Teachers, Postsecondary",detailed,450,3.5,0.2,0.78,*,115150,1.5,*,*,*,*,*,48610,74460,102990,153580,189610,TRUE,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",25-1067,"Sociology Teachers, Postsecondary",detailed,100,3.4,0.044,0.5,*,117200,0.5,*,*,*,*,*,74120,79260,100630,151190,173050,TRUE,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",25-1069,"Social Sciences Teachers, Postsecondary, All Other",detailed,210,3.9,0.095,0.83,*,139770,1.4,*,*,*,*,*,79550,93620,115920,160650,#,TRUE,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",25-1071,"Health Specialties Teachers, Postsecondary",detailed,1100,3.6,0.493,0.36,*,136070,1,*,*,*,*,*,74750,97410,99650,154890,#,TRUE,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",25-1072,"Nursing Instructors and Teachers, Postsecondary",detailed,440,8.8,0.194,0.4,*,108630,0.8,*,*,*,*,*,70800,94190,99000,122600,153260,TRUE,,4,0,Cross-industry,1235,,cross-industry
