AREA,AREA_NAME,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY,AREA_TYPE,NAICS,NAICS_TITLE,OWN_CODE,PCT_TOTAL,I_GROUP
41860,"San Francisco-Oakland-Hayward, CA",17-3023,Electrical and Electronic Engineering Technologists and Technicians,detailed,3780,12,1.53,1.83,32.31,67200,1.9,20,24.47,31.13,38.17,48.34,41600,50890,64760,79400,100540,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,detailed,240,23.4,0.097,0.99,29.42,61190,7.8,16.47,20.12,27.7,38.35,46.52,34250,41850,57630,79760,96760,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",17-3025,Environmental Engineering Technologists and Technicians,detailed,540,26.2,0.216,1.77,29.15,60630,4.4,20.04,23.74,27.32,30.78,43.55,41690,49370,56830,64020,90580,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",17-3026,Industrial Engineering Technologists and Technicians,detailed,**,**,**,**,29.35,61050,2.9,17.56,23.46,29.33,35.6,40.68,36530,48800,61000,74050,84620,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",17-3027,Mechanical Engineering Technologists and Technicians,detailed,310,19.7,0.127,0.44,29.37,61100,4.4,17.2,21.11,28.06,36.5,44.5,35770,43910,58360,75910,92560,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",17-3031,Surveying and Mapping Technicians,detailed,680,14.3,0.274,0.76,36.72,76380,4,21.35,26.7,36.3,46.33,55.32,44410,55530,75510,96370,115060,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",17-3098,"Calibration Technologists and Technicians and Engineering Technologists and Technicians, Except Drafters, All Other",detailed,1500,16.9,0.608,1.01,36.09,75070,2.4,23.24,27.49,34.53,44.48,52.14,48330,57180,71810,92510,108440,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",19-0000,"Life, Physical, and Social Science Occupations",major,35660,6.9,14.424,1.64,48.35,100560,1.9,22.61,31.75,46.15,61.07,75.81,47020,66030,95990,127030,157680,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",19-1012,Food Scientists and Technologists,detailed,200,14,0.08,0.87,43.68,90860,3.7,27.45,32.07,43.83,52.28,61.63,57100,66710,91160,108750,128190,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",19-1013,Soil and Plant Scientists,detailed,270,44.3,0.109,1.13,37.05,77070,8.1,24.08,27.5,33.79,44.42,57.71,50090,57210,70280,92390,120040,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",19-1021,Biochemists and Biophysicists,detailed,1950,22.4,0.79,3.7,59.81,124400,6.1,32.41,41.92,54.39,66.93,96.15,67410,87200,113130,139210,199980,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",19-1022,Microbiologists,detailed,610,16,0.246,1.98,50.28,104580,2.2,34.81,41.79,48.84,59.34,71.37,72400,86920,101590,123440,148460,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",19-1023,Zoologists and Wildlife Biologists,detailed,390,22.1,0.157,1.2,36.21,75320,4.2,21.46,26.08,32.96,44.93,58.2,44640,54250,68550,93460,121060,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",19-1029,"Biological Scientists, All Other",detailed,2770,11.1,1.119,4.1,52.02,108200,4.4,28.25,37.3,49.39,61.86,80.71,58760,77590,102740,128680,167870,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",19-1031,Conservation Scientists,detailed,340,24.5,0.136,0.9,40.24,83700,2.9,20.08,33.77,41.2,47.37,53.92,41780,70240,85690,98530,112150,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",19-1032,Foresters,detailed,**,**,**,**,45.08,93760,2.8,32.39,35.07,48.54,56.02,60.07,67370,72950,100970,116520,124950,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",19-1041,Epidemiologists,detailed,160,13.4,0.066,1.31,51.81,107760,2.3,36.15,41.78,50.46,59.22,72,75180,86890,104960,123170,149770,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",19-1042,"Medical Scientists, Except Epidemiologists",detailed,6190,22.7,2.502,2.89,57.92,120470,2.4,30.69,44.95,57.5,69.48,80.33,63840,93500,119600,144510,167090,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",19-1099,"Life Scientists, All Other",detailed,190,46.4,0.077,1.76,*,*,*,*,*,*,*,*,*,*,*,*,*,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",19-2012,Physicists,detailed,**,**,**,**,64.66,134500,6,40.86,47.13,58.21,74.48,98.9,85000,98020,121090,154920,205710,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",19-2021,Atmospheric and Space Scientists,detailed,**,**,**,**,54.99,114370,2.1,42.58,47.23,54.61,62.5,72.16,88570,98240,113590,130000,150090,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",19-2032,Materials Scientists,detailed,60,37.1,0.023,0.5,57.44,119470,4.3,31.89,44.67,63.74,72.13,77.43,66330,92910,132580,150040,161060,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",19-2041,"Environmental Scientists and Specialists, Including Health",detailed,3210,23.6,1.298,2.26,52.49,109180,4,30.71,36.51,51.91,67.68,76.53,63870,75930,107970,140780,159170,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",19-2042,"Geoscientists, Except Hydrologists and Geographers",detailed,750,28.2,0.304,1.53,*,*,*,*,*,*,*,*,*,*,*,*,*,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",19-2043,Hydrologists,detailed,**,**,**,**,52.33,108850,1.9,33.65,38.25,53.74,63.48,73.72,70000,79560,111780,132040,153350,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",19-2099,"Physical Scientists, All Other",detailed,490,21.6,0.197,1.65,61.37,127650,3,36.35,49.1,61.76,72.49,88.95,75600,102130,128460,150780,185020,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",19-3011,Economists,detailed,550,21.1,0.224,1.73,64.03,133180,7.6,39.07,43.91,54.6,77.79,#,81260,91330,113570,161810,#,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",19-3022,Survey Researchers,detailed,200,31.1,0.081,1.19,42.8,89020,7.9,21.06,31.41,36.59,54.97,67.92,43810,65330,76100,114330,141260,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",19-3031,"Clinical, Counseling, and School Psychologists",detailed,2930,17,1.184,1.53,52.92,110070,9.7,23.33,35.91,47.84,64.2,81.44,48530,74690,99500,133540,169390,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",19-3039,"Psychologists, All Other",detailed,230,6.7,0.091,0.94,51.38,106870,3.3,26.75,42.59,55.71,62.46,65.84,55650,88580,115870,129910,136940,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",19-3041,Sociologists,detailed,300,12.8,0.123,6.87,48.76,101420,4,33.55,41.06,49.27,57.54,64.74,69790,85400,102490,119680,134660,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",19-3051,Urban and Regional Planners,detailed,1430,21.2,0.58,2.21,50.66,105370,2.4,33.08,38.52,51.18,61.13,72.53,68800,80120,106460,127150,150870,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",19-3091,Anthropologists and Archeologists,detailed,150,27.9,0.06,1.32,33.4,69480,6.8,20.23,24.97,29.51,42.82,51.11,42080,51940,61380,89060,106300,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",19-3099,"Social Scientists and Related Workers, All Other",detailed,710,16.9,0.285,1.24,43.33,90120,1.7,31.78,35.85,42.59,49.69,58.94,66110,74560,88580,103350,122590,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",19-4010,Agricultural and Food Science Technicians,detailed,220,33.1,0.09,0.6,22.14,46060,3.2,15.84,17.89,21.55,25.01,29.37,32950,37220,44830,52030,61080,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",19-4021,Biological Technicians,detailed,1550,12.3,0.626,1.16,28.87,60040,3.2,16.96,22.38,28.09,34.57,42.01,35270,46560,58420,71910,87380,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",19-4031,Chemical Technicians,detailed,1010,14.4,0.408,0.91,26.91,55980,2.8,15.93,20.27,25.97,32.17,41.63,33120,42160,54010,66910,86590,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",19-4042,"Environmental Science and Protection Technicians, Including Health",detailed,1060,15.3,0.43,1.94,27.89,58010,5.1,13.66,17.22,24.34,38.58,46.83,28410,35820,50620,80250,97400,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",19-4061,Social Science Research Assistants,detailed,450,36.4,0.183,0.76,26.06,54210,4.6,17.78,20.64,23.68,28.83,40.86,36980,42920,49250,59960,85000,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",19-4071,Forest and Conservation Technicians,detailed,**,**,**,**,22.8,47410,12.2,13.24,14.07,19.21,30.86,36.3,27540,29270,39950,64190,75500,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",19-4092,Forensic Science Technicians,detailed,230,7.1,0.093,0.83,49.97,103940,1.8,33.81,39.05,48.89,59.92,70.91,70330,81230,101690,124630,147500,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",19-4099,"Life, Physical, and Social Science Technicians, All Other",detailed,1760,22.4,0.711,1.63,29.51,61390,4.3,18.96,21.82,27.18,35.4,46.04,39450,45380,56530,73640,95760,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",19-5011,Occupational Health and Safety Specialists,detailed,1430,8.8,0.577,0.91,52.04,108230,3.3,33.79,41.28,49.84,60.35,72.22,70270,85860,103670,125520,150220,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",19-5012,Occupational Health and Safety Technicians,detailed,220,12.5,0.087,0.62,30.2,62820,2.9,19.45,23.29,29.6,35.53,39.82,40460,48440,61560,73910,82820,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",21-0000,Community and Social Service Occupations,major,36320,5.7,14.694,0.96,31.25,65000,2.5,16.88,21.1,27.63,40.02,51.62,35120,43880,57480,83240,107360,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",21-1012,"Educational, Guidance, and Career Counselors and Advisors",detailed,3710,7.9,1.5,0.74,37.61,78220,2.6,20.96,26.4,35.29,47.02,59.72,43600,54920,73410,97810,124220,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",21-1013,Marriage and Family Therapists,detailed,2570,22.1,1.04,2.59,30.52,63470,4.9,12.49,18.67,28.83,40.29,52.82,25980,38840,59960,83810,109870,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",21-1015,Rehabilitation Counselors,detailed,1170,31.2,0.472,0.64,24.19,50320,6.9,13.7,16.92,25.12,29.4,35.4,28500,35190,52240,61150,73620,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",detailed,4490,11.8,1.816,0.94,28.99,60290,4.1,16.83,20.65,26.12,36.79,47.03,35010,42960,54320,76530,97820,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",21-1019,"Counselors, All Other",detailed,550,14.9,0.224,1.29,31.8,66150,8,17.23,21.21,32.77,39.84,48.12,35840,44110,68170,82870,100090,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",21-1021,"Child, Family, and School Social Workers",detailed,3750,12.2,1.519,0.68,29.76,61900,8.7,19.55,21.49,24.9,36.23,48.51,40670,44690,51790,75350,100890,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",21-1022,Healthcare Social Workers,detailed,2520,12.3,1.019,0.86,41.62,86560,3.2,22.2,29.96,42.71,51.95,60.65,46180,62310,88830,108060,126160,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",21-1023,Mental Health and Substance Abuse Social Workers,detailed,1520,15.4,0.614,0.77,37.32,77630,4.5,20.62,25.05,35.97,50.12,58.5,42880,52100,74810,104250,121690,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",21-1029,"Social Workers, All Other",detailed,1380,14.4,0.559,1.41,38.93,80980,3.9,22.59,29.46,40.95,47.74,53.89,46990,61280,85190,99290,112080,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",21-1091,Health Education Specialists,detailed,1380,13.1,0.557,1.4,34.88,72560,8,15.36,19.96,29.52,46.23,59.11,31940,41520,61400,96150,122960,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",21-1092,Probation Officers and Correctional Treatment Specialists,detailed,770,13.8,0.313,0.52,49.34,102630,2.3,37.41,42.56,49.08,56.26,62.4,77820,88520,102080,117030,129790,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",21-1093,Social and Human Service Assistants,detailed,6770,9,2.74,0.99,23.46,48800,2.4,15.31,18.08,22.1,27.12,32.78,31850,37610,45960,56410,68190,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",21-1094,Community Health Workers,detailed,1020,14.5,0.414,1.03,26.61,55350,8.8,15.91,18.85,25.87,33.97,38.8,33080,39210,53800,70650,80710,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",21-1099,"Community and Social Service Specialists, All Other",detailed,3070,17.5,1.243,1.87,28.61,59510,3.3,19.52,21.91,25.92,31.11,44.72,40600,45570,53920,64700,93010,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",21-2011,Clergy,detailed,870,9.7,0.35,0.97,34.97,72730,4.7,17.03,23.54,31.48,40.4,51.47,35410,48960,65490,84030,107060,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",21-2021,"Directors, Religious Activities and Education",detailed,620,15.9,0.251,1.69,32.3,67180,7.6,13.89,17.64,27.43,45.01,56.07,28880,36690,57060,93620,116620,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",21-2099,"Religious Workers, All Other",detailed,160,24.4,0.065,1.01,23.4,48670,10,11.88,13.39,17.73,32.59,41.27,24710,27860,36870,67790,85830,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",23-0000,Legal Occupations,major,25540,3.6,10.329,1.32,72.09,149940,3.9,25.49,36.05,61.54,96.97,#,53010,74990,128000,201710,#,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",23-1011,Lawyers,detailed,16750,3.8,6.777,1.51,90.82,188910,3.8,41.42,58.02,81.25,#,#,86150,120670,168990,#,#,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",23-1012,Judicial Law Clerks,detailed,280,0,0.112,0.99,33.59,69870,2,18.48,30.67,35.18,38.44,41.32,38440,63780,73160,79960,85950,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",detailed,340,0,0.138,1.41,60.73,126310,1.4,35.6,50.65,64.14,72.62,79.86,74060,105340,133410,151040,166110,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",23-1022,"Arbitrators, Mediators, and Conciliators",detailed,100,8.5,0.039,0.93,55.19,114800,5.6,26.37,42.44,55.45,70.82,85.19,54840,88260,115340,147300,177200,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",23-1023,"Judges, Magistrate Judges, and Magistrates",detailed,280,0,0.113,0.58,94.48,196520,3,74.22,96.22,96.23,96.23,#,154380,200140,200150,200160,#,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",23-2011,Paralegals and Legal Assistants,detailed,5810,8,2.35,1.05,34.31,71360,3.1,20.41,25.36,32.79,41.3,49.74,42450,52740,68210,85910,103470,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",23-2093,"Title Examiners, Abstractors, and Searchers",detailed,290,40,0.117,0.32,28.79,59890,5.4,17.95,21.73,28.09,33.8,41.1,37340,45200,58420,70300,85500,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",23-2099,"Legal Support Workers, All Other",detailed,**,**,**,**,29.57,61510,6.2,15.54,20.18,26.57,35.74,48.58,32310,41980,55270,74340,101040,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",25-0000,Educational Instruction and Library Occupations,major,134130,3.8,54.258,0.9,33.73,70160,3.3,15.86,19.66,28.42,44.18,60.4,33000,40890,59120,91890,125640,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",25-1011,"Business Teachers, Postsecondary",detailed,670,15.3,0.27,0.47,*,97280,6.7,*,*,*,*,*,44950,57950,79980,128820,179630,TRUE,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",25-1021,"Computer Science Teachers, Postsecondary",detailed,220,31,0.09,0.42,*,131680,9.7,*,*,*,*,*,45880,86570,129500,178740,206080,TRUE,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",25-1022,"Mathematical Science Teachers, Postsecondary",detailed,750,9.7,0.303,0.87,*,107320,7.5,*,*,*,*,*,48440,64610,96250,144360,188960,TRUE,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",25-1032,"Engineering Teachers, Postsecondary",detailed,180,27.3,0.072,0.29,*,107370,10.4,*,*,*,*,*,39500,58510,110350,152620,181830,TRUE,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",25-1042,"Biological Science Teachers, Postsecondary",detailed,390,25.7,0.158,0.44,*,120140,6,*,*,*,*,*,44430,82940,122600,162720,194840,TRUE,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",detailed,**,**,**,**,*,104210,8.9,*,*,*,*,*,40610,66130,89140,140030,190810,TRUE,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",25-1052,"Chemistry Teachers, Postsecondary",detailed,160,12,0.066,0.45,*,107880,10.9,*,*,*,*,*,38880,65500,111960,150500,180100,TRUE,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",25-1054,"Physics Teachers, Postsecondary",detailed,**,**,**,**,*,109630,7.2,*,*,*,*,*,39770,61010,106860,154090,191690,TRUE,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",25-1061,"Anthropology and Archeology Teachers, Postsecondary",detailed,50,23.1,0.021,0.53,*,116740,12,*,*,*,*,*,38110,74580,132110,156800,171150,TRUE,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",detailed,110,37.2,0.046,0.63,*,142330,4.9,*,*,*,*,*,86860,107120,138400,190340,205690,TRUE,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",25-1063,"Economics Teachers, Postsecondary",detailed,40,19.4,0.015,0.17,*,130110,6.8,*,*,*,*,*,50840,107030,131850,170880,197740,TRUE,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",25-1065,"Political Science Teachers, Postsecondary",detailed,50,15.8,0.02,0.19,*,97120,17,*,*,*,*,*,35840,45540,93500,128500,177050,TRUE,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",25-1066,"Psychology Teachers, Postsecondary",detailed,960,21.9,0.389,1.53,*,105150,6.8,*,*,*,*,*,41390,60820,95010,142300,185540,TRUE,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",25-1067,"Sociology Teachers, Postsecondary",detailed,80,14.8,0.032,0.34,*,93050,7.9,*,*,*,*,*,40160,51810,86480,124350,158550,TRUE,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",25-1069,"Social Sciences Teachers, Postsecondary, All Other",detailed,360,30.9,0.147,1.28,*,121490,8.8,*,*,*,*,*,47930,71220,118910,179580,201660,TRUE,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",25-1071,"Health Specialties Teachers, Postsecondary",detailed,1020,28,0.413,0.3,*,115900,7,*,*,*,*,*,48270,72780,103160,148610,197520,TRUE,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",25-1072,"Nursing Instructors and Teachers, Postsecondary",detailed,490,29.7,0.199,0.49,*,*,*,*,*,*,*,*,*,*,*,*,*,TRUE,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",25-1081,"Education Teachers, Postsecondary",detailed,320,45.6,0.131,0.31,*,79900,12,*,*,*,*,*,39790,46730,62020,103060,160230,TRUE,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",25-1082,"Library Science Teachers, Postsecondary",detailed,30,33,0.012,0.41,*,104380,7.3,*,*,*,*,*,47760,63040,111390,146950,162660,TRUE,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",detailed,170,9.8,0.068,0.71,*,102150,14.7,*,*,*,*,*,34830,42580,110160,151030,184310,TRUE,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",25-1121,"Art, Drama, and Music Teachers, Postsecondary",detailed,1800,28,0.729,1.14,*,110280,12,*,*,*,*,*,35410,48500,81880,164870,#,TRUE,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",25-1122,"Communications Teachers, Postsecondary",detailed,210,18.1,0.084,0.42,*,128640,5.5,*,*,*,*,*,72320,92680,122330,171150,199500,TRUE,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",25-1123,"English Language and Literature Teachers, Postsecondary",detailed,910,12.9,0.367,0.79,*,105870,6.9,*,*,*,*,*,44660,67040,98450,147110,186720,TRUE,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",25-1124,"Foreign Language and Literature Teachers, Postsecondary",detailed,170,23.5,0.069,0.41,*,110010,11.4,*,*,*,*,*,41180,51190,105850,163940,195840,TRUE,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",25-1125,"History Teachers, Postsecondary",detailed,130,13.1,0.051,0.36,*,107320,9.8,*,*,*,*,*,37680,62080,105230,147160,184170,TRUE,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",25-1126,"Philosophy and Religion Teachers, Postsecondary",detailed,310,21.9,0.127,0.79,*,99790,8.9,*,*,*,*,*,43030,63930,79900,118870,176980,TRUE,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",detailed,290,13.3,0.118,1.09,*,101230,7.7,*,*,*,*,*,44150,56050,97070,141000,184940,TRUE,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",25-1194,"Career/Technical Education Teachers, Postsecondary",detailed,1580,17.7,0.64,0.84,42.3,87990,4.6,21.27,27.71,41.41,53.89,63.87,44250,57640,86140,112100,132850,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",25-2011,"Preschool Teachers, Except Special Education",detailed,10080,10.4,4.077,1.39,21.66,45050,2.5,16.1,18.11,21.27,24.17,28.64,33480,37680,44250,50270,59570,,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",25-2012,"Kindergarten Teachers, Except Special Education",detailed,1990,36.6,0.807,0.95,*,52070,6.8,*,*,*,*,*,31660,38020,47460,59510,82200,TRUE,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",25-2021,"Elementary School Teachers, Except Special Education",detailed,19010,10,7.69,0.79,*,84040,2.3,*,*,*,*,*,53090,64090,81020,99020,121500,TRUE,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",25-2022,"Middle School Teachers, Except Special and Career/Technical Education",detailed,3760,18.9,1.521,0.36,*,79270,6.7,*,*,*,*,*,47310,58520,76550,97150,120800,TRUE,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",detailed,10180,15.8,4.119,0.58,*,93350,3.9,*,*,*,*,*,61650,76490,92790,108580,128190,TRUE,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",25-2032,"Career/Technical Education Teachers, Secondary School",detailed,330,27.8,0.133,0.26,*,87500,10.4,*,*,*,*,*,63120,70330,80050,97280,115250,TRUE,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",25-2051,"Special Education Teachers, Preschool",detailed,50,49.7,0.019,0.13,*,62550,16.5,*,*,*,*,*,36990,43710,55910,86240,96480,TRUE,,4,0,Cross-industry,1235,,cross-industry
41860,"San Francisco-Oakland-Hayward, CA",25-2052,"Special Education Teachers, Kindergarten and Elementary School",detailed,1780,14.3,0.722,0.55,*,73540,6.3,*,*,*,*,*,39440,52730,72790,90580,108480,TRUE,,4,0,Cross-industry,1235,,cross-industry
