PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC.QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY,YEAR,OCC_GROUP,...28,...29,O_GROUP,LOC_QUOTIENT,AREA_TYPE,NAICS,NAICS_TITLE,OWN_CODE,PCT_TOTAL,I_GROUP
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",23-2099,"Legal Support Workers, All Other",NA,800,17.5,0.74,2.22,29.47,61290,3.8,17.15,22.75,28.17,35.26,44.33,35670,47320,58590,73340,92210,NA,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",25-0000,"Education, Training, and Library Occupations",NA,53190,5.5,48.946,0.78,29.38,61110,2.7,13.21,17.98,26.53,36.9,47.61,27470,37400,55180,76750,99030,NA,NA,2014,major,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",25-1011,"Business Teachers, Postsecondary",NA,630,13.4,0.583,0.93,*,93940,10.2,*,*,*,*,*,32390,52210,83310,126900,165150,TRUE,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",25-1021,"Computer Science Teachers, Postsecondary",NA,90,16.8,0.087,0.33,*,93540,5.8,*,*,*,*,*,42890,61800,88620,121040,156120,TRUE,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",25-1022,"Mathematical Science Teachers, Postsecondary",NA,290,21.5,0.271,0.68,*,80510,2.9,*,*,*,*,*,33220,48050,72890,102850,146530,TRUE,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",25-1042,"Biological Science Teachers, Postsecondary",NA,210,30.6,0.196,0.5,*,98490,13.2,*,*,*,*,*,40860,59210,89190,121630,161410,TRUE,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",25-1052,"Chemistry Teachers, Postsecondary",NA,100,21.9,0.089,0.56,*,*,*,*,*,*,*,*,*,*,*,*,*,TRUE,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",25-1054,"Physics Teachers, Postsecondary",NA,120,18.2,0.111,1.06,*,145300,20.3,*,*,*,*,*,54480,80750,124110,#,#,TRUE,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",25-1063,"Economics Teachers, Postsecondary",NA,**,**,**,**,*,104770,4.8,*,*,*,*,*,46860,76200,99700,128140,156370,TRUE,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",25-1065,"Political Science Teachers, Postsecondary",NA,**,**,**,**,*,86480,5.4,*,*,*,*,*,42470,57750,80930,106190,140570,TRUE,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",25-1066,"Psychology Teachers, Postsecondary",NA,420,20.5,0.389,1.39,*,74410,4,*,*,*,*,*,40660,53060,65250,89680,118680,TRUE,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",25-1067,"Sociology Teachers, Postsecondary",NA,60,38.6,0.052,0.42,*,87680,8.2,*,*,*,*,*,48860,64290,79900,111270,144440,TRUE,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",25-1069,"Social Sciences Teachers, Postsecondary, All Other",NA,150,2.1,0.143,1.75,*,*,*,*,*,*,*,*,*,*,*,*,*,TRUE,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",25-1071,"Health Specialties Teachers, Postsecondary",NA,450,21.1,0.414,0.33,*,97910,5.4,*,*,*,*,*,50590,67680,87320,116870,158680,TRUE,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",25-1072,"Nursing Instructors and Teachers, Postsecondary",NA,240,19.3,0.224,0.53,*,83650,6.4,*,*,*,*,*,44140,59740,85900,100190,121250,TRUE,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",25-1081,"Education Teachers, Postsecondary",NA,270,34.6,0.246,0.55,*,68660,7.5,*,*,*,*,*,32360,46630,63340,86380,116710,TRUE,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",25-1121,"Art, Drama, and Music Teachers, Postsecondary",NA,2630,15.8,2.421,3.36,*,91940,11.9,*,*,*,*,*,47020,59070,77950,108860,148280,TRUE,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",25-1122,"Communications Teachers, Postsecondary",NA,150,22.1,0.135,0.62,*,93020,11.5,*,*,*,*,*,45170,61130,86300,127770,155580,TRUE,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",25-1123,"English Language and Literature Teachers, Postsecondary",NA,760,22,0.696,1.23,*,78860,11.1,*,*,*,*,*,29440,43340,62210,103130,158810,TRUE,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",25-1124,"Foreign Language and Literature Teachers, Postsecondary",NA,220,40.9,0.198,0.87,*,101160,13.7,*,*,*,*,*,49480,56670,85680,146740,185060,TRUE,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",25-1125,"History Teachers, Postsecondary",NA,180,33.1,0.162,0.93,*,83130,5.5,*,*,*,*,*,43070,51530,77180,106480,124200,TRUE,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",25-1126,"Philosophy and Religion Teachers, Postsecondary",NA,140,23.9,0.131,0.76,*,95450,11.6,*,*,*,*,*,41040,56670,84620,136630,165870,TRUE,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",25-1191,Graduate Teaching Assistants,NA,750,1.8,0.693,0.74,*,28780,2.7,*,*,*,*,*,20930,23190,27610,33180,37950,TRUE,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",NA,140,32.4,0.133,0.96,*,*,*,*,*,*,*,*,*,*,*,*,*,TRUE,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",25-1194,"Vocational Education Teachers, Postsecondary",NA,690,33.9,0.639,0.71,29.41,61170,4.3,16.05,19.91,26.25,36.94,46.4,33390,41410,54590,76840,96500,NA,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",25-1199,"Postsecondary Teachers, All Other",NA,**,**,**,**,*,70500,3,*,*,*,*,*,40260,47540,63150,88950,111410,TRUE,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",25-2011,"Preschool Teachers, Except Special Education",NA,4930,14.6,4.539,1.74,17.21,35790,2.8,11.24,13.42,16.81,20.41,23.16,23370,27920,34970,42450,48160,NA,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",25-2012,"Kindergarten Teachers, Except Special Education",NA,900,15.9,0.828,0.71,*,62780,4.4,*,*,*,*,*,42860,48730,60220,74210,90800,TRUE,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",25-2021,"Elementary School Teachers, Except Special Education",NA,7560,8.5,6.954,0.69,*,68920,3.2,*,*,*,*,*,49340,57540,68600,78820,93350,TRUE,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",25-2022,"Middle School Teachers, Except Special and Career/Technical Education",NA,2340,20.6,2.153,0.46,*,72560,4.2,*,*,*,*,*,50320,58730,71420,86620,98700,TRUE,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",NA,4040,20.5,3.721,0.52,*,72850,2.9,*,*,*,*,*,49910,57160,71160,88080,101260,TRUE,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",25-2032,"Career/Technical Education Teachers, Secondary School",NA,**,**,**,**,*,70090,7.2,*,*,*,*,*,44190,54800,70150,83060,98660,TRUE,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",25-2052,"Special Education Teachers, Kindergarten and Elementary School",NA,750,17.7,0.686,0.46,*,63320,5.6,*,*,*,*,*,43100,50980,65190,74870,84880,TRUE,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",25-2053,"Special Education Teachers, Middle School",NA,260,28.5,0.24,0.34,*,70970,4.4,*,*,*,*,*,52170,57670,68460,84430,95870,TRUE,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",25-2054,"Special Education Teachers, Secondary School",NA,270,23.5,0.253,0.25,*,72540,6.5,*,*,*,*,*,45900,55990,71870,90120,100810,TRUE,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",25-2059,"Special Education Teachers, All Other",NA,680,19.3,0.622,2.12,*,37970,10.8,*,*,*,*,*,21600,24860,29380,38420,75620,TRUE,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,NA,940,32.7,0.863,1.77,30.58,63600,4.1,19.47,21.42,26.85,38.83,49.99,40490,44560,55850,80760,103990,NA,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",25-3021,Self-Enrichment Education Teachers,NA,2090,10.9,1.92,1.28,24.05,50010,6.9,12.25,14.41,18.5,33.7,43.52,25470,29960,38480,70090,90520,NA,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",25-3097,"Teachers and Instructors, All Other, Except Substitute Teachers",NA,2240,18.8,2.065,1.03,*,66260,11.2,*,*,*,*,*,29160,39290,55560,90160,127060,TRUE,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",25-3098,Substitute Teachers,NA,2050,20.7,1.888,0.41,16.17,33630,5.5,10.75,12.62,15.81,19.03,22.29,22350,26250,32880,39580,46350,NA,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",25-4011,Archivists,NA,30,16.1,0.03,0.75,34.59,71950,4.4,23.73,26.99,34.74,42.5,47.46,49360,56130,72260,88400,98720,NA,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",25-4012,Curators,NA,180,23,0.163,1.96,*,*,*,*,*,*,*,*,*,*,*,*,*,NA,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",25-4013,Museum Technicians and Conservators,NA,260,15.6,0.24,3.26,24.51,50980,8,15.49,16.52,18.67,30.83,42.9,32220,34350,38820,64140,89240,NA,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",25-4021,Librarians,NA,1160,7.2,1.068,1.08,37,76950,2.9,24.5,31.15,38.48,43.84,47.35,50960,64790,80050,91190,98480,NA,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",25-4031,Library Technicians,NA,1030,10.7,0.951,1.36,24.95,51890,2.4,18.61,20.81,24.34,29.04,33.9,38710,43280,50630,60410,70510,NA,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",25-9011,Audio-Visual and Multimedia Collections Specialists,NA,30,35.4,0.032,0.48,30.77,64000,7,19.3,25.29,32.55,36.53,40.07,40140,52610,67710,75970,83340,NA,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",25-9031,Instructional Coordinators,NA,1350,9.9,1.244,1.26,33.27,69210,3.8,19.29,24.06,32.05,38.15,51.58,40130,50040,66670,79360,107280,NA,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",25-9041,Teacher Assistants,NA,7690,18.3,7.081,0.8,*,36450,3,*,*,*,*,*,23260,28010,34960,43830,53670,TRUE,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",25-9099,"Education, Training, and Library Workers, All Other",NA,700,17.6,0.64,0.79,19.35,40250,5.2,11.06,13.28,16.69,22.75,31.64,23010,27620,34720,47310,65810,NA,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",NA,26100,4,24.016,1.81,35.1,73020,1.8,14.66,21.39,30.63,44.12,59.73,30500,44500,63720,91780,124240,NA,NA,2014,major,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-1011,Art Directors,NA,980,7.7,0.906,3.7,64.6,134370,2.6,33.41,44.74,63.69,78.87,#,69490,93060,132470,164050,#,NA,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-1014,Multimedia Artists and Animators,NA,1310,18,1.201,5.6,42.16,87690,2,27.19,33.36,41.51,51.54,59.14,56550,69380,86330,107200,123010,NA,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-1019,"Artists and Related Workers, All Other",NA,60,46.8,0.058,1.01,35.83,74540,4.1,17.64,27.81,38.64,43.96,48.29,36680,57830,80370,91440,100440,NA,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-1021,Commercial and Industrial Designers,NA,370,34.7,0.341,1.56,38.53,80130,5.6,23.29,30.97,38,47.11,55.12,48440,64420,79040,97990,114640,NA,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-1022,Fashion Designers,NA,160,27.7,0.144,1.09,39.93,83060,6.4,17.98,27.7,36.17,52.11,66.16,37400,57620,75230,108390,137610,NA,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-1023,Floral Designers,NA,250,16.1,0.228,0.68,19.25,40050,11.2,12.3,14.67,17.79,22.71,27.88,25580,30510,37010,47230,58000,NA,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-1024,Graphic Designers,NA,3030,8.2,2.789,1.91,37.47,77940,2,22.04,27.57,36.02,45.04,57.01,45840,57350,74930,93680,118570,NA,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-1025,Interior Designers,NA,980,13.4,0.902,2.71,35.26,73340,6.6,19.93,25.37,31.98,43.02,54.3,41450,52760,66530,89490,112940,NA,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-1026,Merchandise Displayers and Window Trimmers,NA,350,11.4,0.32,0.47,18.46,38400,5.1,10.73,12.98,17.06,22.6,28.89,22330,27010,35480,47010,60090,NA,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-1027,Set and Exhibit Designers,NA,110,31.6,0.106,1.36,27.35,56890,5.2,16.07,19.95,27.6,34.21,39.19,33430,41500,57410,71160,81510,NA,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-1029,"Designers, All Other",NA,**,**,**,**,36.06,75000,8.8,14.93,20.9,35.4,51.16,58.07,31050,43460,73620,106410,120790,NA,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-2011,Actors,NA,**,**,**,**,23.2,*,15.2,11.1,13.14,16.7,23.43,29.85,*,*,*,*,*,NA,TRUE,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-2012,Producers and Directors,NA,1320,8.7,1.212,1.68,51.93,108020,4.1,27.85,32.96,43.29,65.79,#,57930,68560,90040,136840,#,NA,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-2022,Coaches and Scouts,NA,1590,19.9,1.463,0.93,*,42090,3.4,*,*,*,*,*,24840,30140,39890,50650,60230,TRUE,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-2031,Dancers,NA,470,37.1,0.432,5.19,17.11,*,9.5,9.16,10.87,14.49,21.14,27.81,*,*,*,*,*,NA,TRUE,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-2032,Choreographers,NA,140,27.4,0.13,2.93,38.28,79610,8.3,16.26,30.94,38.81,50.68,56.17,33820,64350,80730,105420,116820,NA,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-2041,Music Directors and Composers,NA,270,18.9,0.247,1.52,32.32,67230,10.7,10.77,21.68,29.34,40.86,56.4,22400,45090,61020,84980,117320,NA,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-2042,Musicians and Singers,NA,680,25.9,0.623,2.17,34.41,*,15.1,12.98,15.93,27.3,43.36,66.13,*,*,*,*,*,NA,TRUE,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-2099,"Entertainers and Performers, Sports and Related Workers, All Other",NA,90,40.4,0.086,0.73,14.09,*,14.8,8.8,9.53,11,16.89,22.13,*,*,*,*,*,NA,TRUE,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-3011,Radio and Television Announcers,NA,300,33.7,0.277,1.24,43.18,89820,18.2,10.96,15.02,23.66,52.02,#,22800,31240,49200,108210,#,NA,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-3012,Public Address System and Other Announcers,NA,**,**,**,**,16.39,34090,9,9.75,12.01,16.26,18.78,23.34,20280,24990,33810,39060,48540,NA,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-3021,Broadcast News Analysts,NA,**,**,**,**,33.95,70630,24.2,11.1,13.5,24.95,43.89,72.12,23090,28070,51900,91290,150000,NA,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-3022,Reporters and Correspondents,NA,970,22.9,0.895,2.86,27.04,56230,7.5,12.74,16.82,22.77,35.93,46.03,26490,34990,47370,74740,95740,NA,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-3031,Public Relations Specialists,NA,3490,7.4,3.211,2.09,40.16,83530,4.6,20.31,24.45,33.93,48.51,71.19,42240,50850,70570,100900,148080,NA,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-3041,Editors,NA,1920,13.2,1.768,2.45,33.39,69440,2.2,17.62,22.93,31.05,41.67,53.66,36660,47690,64580,86680,111610,NA,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-3042,Technical Writers,NA,960,10.1,0.885,2.48,39.86,82910,2.6,22.78,27.75,38.24,51.42,61.06,47380,57710,79540,106960,127000,NA,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-3043,Writers and Authors,NA,860,13.2,0.793,2.46,35.35,73520,4,18.23,25.26,30.7,42.17,55.27,37920,52540,63850,87720,114950,NA,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-3091,Interpreters and Translators,NA,860,27.8,0.794,2.17,21.86,45470,11.1,11.39,13.07,17.26,30.88,36.84,23690,27180,35890,64230,76620,NA,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-3099,"Media and Communication Workers, All Other",NA,690,44.3,0.633,3.35,28.62,59520,4.3,15.51,19.87,27.31,35.47,45.55,32260,41330,56800,73770,94750,NA,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-4011,Audio and Video Equipment Technicians,NA,920,14.8,0.848,1.9,28.69,59680,5.3,16.57,20.8,26.92,33.62,48.57,34460,43260,55980,69930,101020,NA,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-4012,Broadcast Technicians,NA,400,22.9,0.364,1.85,22.2,46180,6.5,9.83,12.92,23.14,28.51,36.14,20450,26870,48120,59300,75180,NA,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-4014,Sound Engineering Technicians,NA,190,24.9,0.179,1.76,36.43,75780,4.5,17.5,26.62,38.12,45.2,53.22,36400,55370,79300,94020,110690,NA,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-4021,Photographers,NA,330,19.2,0.3,0.78,*,*,*,*,*,*,*,*,*,*,*,*,*,NA,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-4031,"Camera Operators, Television, Video, and Motion Picture",NA,240,28.9,0.217,1.6,34.96,72710,13,14.26,23.52,28.82,40.46,61.52,29660,48910,59950,84150,127960,NA,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-4032,Film and Video Editors,NA,350,20.4,0.319,1.76,32.6,67800,4.4,20.09,23.53,28.92,40.26,52.79,41790,48940,60140,83750,109800,NA,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-4099,"Media and Communication Equipment Workers, All Other",NA,160,36.6,0.143,1.09,41.65,86630,5,21.59,30.98,42.04,51.06,61.56,44910,64430,87450,106210,128040,NA,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",29-0000,Healthcare Practitioners and Technical Occupations,NA,40340,7.7,37.124,0.64,52.8,109820,2.4,22.11,31.11,52.34,68.64,84.49,45990,64700,108860,142770,175730,NA,NA,2014,major,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",29-1011,Chiropractors,NA,210,22.3,0.196,0.89,27.64,57490,14.4,16.67,18.92,22.74,34.97,38.71,34680,39360,47300,72740,80520,NA,NA,2014,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
