AREA,ST,STATE,OCC_CODE,OCC_TITLE,GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_Q,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
11,DC,District of Columbia,21-1019,"Counselors, All Other",,60.0,7.6,0.087,0.41,18.32,38110.0,8.9,12.21,13.11,14.61,20.89,26.02,25400.0,27280.0,30390.0,43450.0,54130.0,,
11,DC,District of Columbia,21-1021,"Child, Family, and School Social Workers",,1650.0,6.6,2.552,1.18,25.53,53100.0,7.4,13.89,18.22,24.68,33.34,38.92,28900.0,37900.0,51340.0,69350.0,80960.0,,
11,DC,District of Columbia,21-1022,Healthcare Social Workers,,320.0,5.4,0.503,0.48,34.2,71130.0,3.1,22.27,26.39,33.07,41.28,47.39,46320.0,54900.0,68780.0,85860.0,98570.0,,
11,DC,District of Columbia,21-1023,Mental Health and Substance Abuse Social Workers,,380.0,8.3,0.589,0.65,27.79,57810.0,6.5,15.77,18.6,28.27,34.86,41.02,32810.0,38680.0,58810.0,72500.0,85320.0,,
11,DC,District of Columbia,21-1029,"Social Workers, All Other",,490.0,14.1,0.758,1.54,32.37,67320.0,4.7,19.52,25.59,32.82,39.05,44.4,40590.0,53220.0,68260.0,81220.0,92340.0,,
11,DC,District of Columbia,21-1091,Health Educators,,670.0,26.1,1.043,2.36,36.8,76550.0,9.1,14.66,23.85,35.99,48.31,62.57,30490.0,49600.0,74860.0,100470.0,130150.0,,
11,DC,District of Columbia,21-1092,Probation Officers and Correctional Treatment Specialists,,120.0,10.6,0.183,0.26,25.1,52200.0,13.9,14.05,17.14,24.13,31.74,35.37,29230.0,35640.0,50190.0,66020.0,73580.0,,
11,DC,District of Columbia,21-1093,Social and Human Service Assistants,,1450.0,12.1,2.243,0.8,21.95,45650.0,4.7,13.48,16.51,19.89,25.4,33.48,28040.0,34340.0,41370.0,52830.0,69630.0,,
11,DC,District of Columbia,21-1798,"Community and Social Service Specialists, All Other*",,1720.0,13.2,2.665,2.81,20.74,43130.0,7.7,10.17,13.24,17.73,26.51,36.9,21150.0,27530.0,36890.0,55150.0,76750.0,,
11,DC,District of Columbia,21-2011,Clergy,,310.0,13.6,0.479,1.44,29.54,61440.0,5.4,11.25,18.56,30.66,37.0,50.03,23390.0,38600.0,63770.0,76960.0,104070.0,,
11,DC,District of Columbia,21-2021,"Directors, Religious Activities and Education",,170.0,28.4,0.257,1.87,26.12,54340.0,9.2,12.58,15.8,24.9,34.57,42.5,26160.0,32860.0,51790.0,71900.0,88390.0,,
11,DC,District of Columbia,23-0000,Legal Occupations,major,38730.0,1.2,60.064,7.69,66.43,138160.0,3.5,27.17,40.81,65.23,79.47,#,56520.0,84880.0,135680.0,165300.0,#,,
11,DC,District of Columbia,23-1011,Lawyers,,29010.0,1.7,44.995,10.11,77.43,161050.0,5.4,42.98,59.02,73.38,88.59,#,89390.0,122760.0,152640.0,184260.0,#,,
11,DC,District of Columbia,23-1012,Judicial Law Clerks,,250.0,17.6,0.387,2.72,33.52,69710.0,10.0,14.76,20.81,28.72,46.69,56.86,30690.0,43290.0,59740.0,97120.0,118260.0,,
11,DC,District of Columbia,23-1022,"Arbitrators, Mediators, and Conciliators",,100.0,46.3,0.156,2.9,45.88,95420.0,7.1,21.7,27.86,38.9,65.24,74.76,45130.0,57950.0,80900.0,135690.0,155490.0,,
11,DC,District of Columbia,23-2011,Paralegals and Legal Assistants*,,6950.0,4.7,10.776,5.48,32.75,68120.0,2.6,20.29,24.56,31.03,39.19,46.59,42210.0,51090.0,64550.0,81520.0,96910.0,,
11,DC,District of Columbia,23-2091,Court Reporters,,260.0,47.3,0.407,2.83,22.76,47340.0,7.1,9.47,16.29,21.17,29.95,36.89,19690.0,33880.0,44040.0,62290.0,76720.0,,
11,DC,District of Columbia,23-2099,"Legal Support Workers, All Other",,1740.0,7.1,2.705,7.76,32.12,66810.0,4.6,19.64,23.0,28.13,35.24,57.0,40840.0,47830.0,58510.0,73300.0,118560.0,,
11,DC,District of Columbia,25-0000,"Education, Training, and Library Occupations",major,33540.0,3.8,52.015,0.79,30.73,63920.0,4.7,10.8,15.52,26.56,37.88,54.26,22460.0,32270.0,55240.0,78780.0,112860.0,,
11,DC,District of Columbia,25-1011,"Business Teachers, Postsecondary",,660.0,10.2,1.029,1.61,*,111310.0,4.6,*,*,*,*,*,47000.0,63910.0,101870.0,145000.0,185970.0,True,
11,DC,District of Columbia,25-1021,"Computer Science Teachers, Postsecondary",,180.0,8.5,0.285,1.09,*,97750.0,3.4,*,*,*,*,*,48110.0,61580.0,96680.0,122420.0,153770.0,True,
11,DC,District of Columbia,25-1022,"Mathematical Science Teachers, Postsecondary",,310.0,3.2,0.481,1.15,*,91210.0,5.7,*,*,*,*,*,44590.0,61420.0,81980.0,112660.0,151720.0,True,
11,DC,District of Columbia,25-1031,"Architecture Teachers, Postsecondary",,110.0,0.0,0.178,3.23,*,*,*,*,*,*,*,*,*,*,*,*,*,True,
11,DC,District of Columbia,25-1032,"Engineering Teachers, Postsecondary",,190.0,0.0,0.295,1.12,*,104520.0,10.3,*,*,*,*,*,37760.0,73620.0,99490.0,131140.0,173300.0,True,
11,DC,District of Columbia,25-1042,"Biological Science Teachers, Postsecondary",,590.0,0.2,0.922,2.36,*,101480.0,7.6,*,*,*,*,*,48130.0,63130.0,87550.0,123960.0,175350.0,True,
11,DC,District of Columbia,25-1052,"Chemistry Teachers, Postsecondary",,170.0,0.0,0.27,1.66,*,95790.0,4.0,*,*,*,*,*,44710.0,61610.0,83330.0,120060.0,166030.0,True,
11,DC,District of Columbia,25-1054,"Physics Teachers, Postsecondary",,110.0,0.0,0.164,1.55,*,85320.0,4.3,*,*,*,*,*,41070.0,60060.0,81760.0,106570.0,140540.0,True,
11,DC,District of Columbia,25-1061,"Anthropology and Archeology Teachers, Postsecondary",,60.0,8.0,0.091,2.01,*,81730.0,3.7,*,*,*,*,*,50000.0,59900.0,82140.0,101150.0,122550.0,True,
11,DC,District of Columbia,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",,**,**,**,**,*,49340.0,10.1,*,*,*,*,*,18150.0,24670.0,42770.0,57270.0,92830.0,True,
11,DC,District of Columbia,25-1063,"Economics Teachers, Postsecondary",,190.0,1.5,0.293,2.83,*,95130.0,8.6,*,*,*,*,*,34060.0,55130.0,89330.0,118920.0,165050.0,True,
11,DC,District of Columbia,25-1065,"Political Science Teachers, Postsecondary",,1090.0,0.0,1.691,12.57,*,76480.0,3.3,*,*,*,*,*,36970.0,50700.0,59660.0,93090.0,134070.0,True,
11,DC,District of Columbia,25-1066,"Psychology Teachers, Postsecondary",,190.0,2.2,0.294,1.0,*,78110.0,3.4,*,*,*,*,*,32510.0,51440.0,75440.0,100590.0,120610.0,True,
11,DC,District of Columbia,25-1067,"Sociology Teachers, Postsecondary",,120.0,1.2,0.179,1.33,*,82110.0,4.2,*,*,*,*,*,42270.0,56630.0,72110.0,92030.0,139300.0,True,
11,DC,District of Columbia,25-1069,"Social Sciences Teachers, Postsecondary, All Other",,60.0,25.1,0.098,1.36,*,83820.0,8.5,*,*,*,*,*,41790.0,51760.0,70390.0,98280.0,123630.0,True,
11,DC,District of Columbia,25-1071,"Health Specialties Teachers, Postsecondary",,2070.0,49.5,3.203,2.68,*,115300.0,22.4,*,*,*,*,*,30360.0,60300.0,88680.0,166110.0,#,True,
11,DC,District of Columbia,25-1072,"Nursing Instructors and Teachers, Postsecondary",,270.0,2.5,0.424,0.97,*,65710.0,9.3,*,*,*,*,*,18780.0,29730.0,59320.0,89340.0,118500.0,True,
11,DC,District of Columbia,25-1081,"Education Teachers, Postsecondary",,350.0,3.9,0.541,1.1,*,67960.0,5.7,*,*,*,*,*,34060.0,45280.0,60540.0,81000.0,115660.0,True,
11,DC,District of Columbia,25-1082,"Library Science Teachers, Postsecondary",,**,**,**,**,*,46550.0,21.2,*,*,*,*,*,17890.0,18520.0,19570.0,65140.0,85820.0,True,
11,DC,District of Columbia,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",,70.0,9.7,0.113,0.99,*,76290.0,3.4,*,*,*,*,*,34670.0,45340.0,64530.0,94600.0,144670.0,True,
11,DC,District of Columbia,25-1112,"Law Teachers, Postsecondary",,1070.0,0.0,1.661,14.23,*,97580.0,12.7,*,*,*,*,*,17990.0,19230.0,68730.0,151900.0,#,True,
11,DC,District of Columbia,25-1121,"Art, Drama, and Music Teachers, Postsecondary",,590.0,13.7,0.911,1.3,*,65680.0,7.5,*,*,*,*,*,19380.0,39740.0,62360.0,84640.0,124100.0,True,
11,DC,District of Columbia,25-1122,"Communications Teachers, Postsecondary",,330.0,2.6,0.514,2.23,*,76900.0,5.5,*,*,*,*,*,44780.0,56100.0,70800.0,91100.0,118380.0,True,
11,DC,District of Columbia,25-1123,"English Language and Literature Teachers, Postsecondary",,550.0,7.1,0.848,1.5,*,65810.0,2.5,*,*,*,*,*,34840.0,44550.0,59760.0,82420.0,107840.0,True,
11,DC,District of Columbia,25-1124,"Foreign Language and Literature Teachers, Postsecondary",,450.0,6.8,0.705,3.12,*,59350.0,4.0,*,*,*,*,*,35860.0,42840.0,53040.0,72000.0,94640.0,True,
11,DC,District of Columbia,25-1125,"History Teachers, Postsecondary",,240.0,4.0,0.372,2.04,*,84210.0,2.1,*,*,*,*,*,48750.0,62380.0,76450.0,95350.0,132330.0,True,
11,DC,District of Columbia,25-1126,"Philosophy and Religion Teachers, Postsecondary",,310.0,0.5,0.474,2.77,*,68480.0,8.1,*,*,*,*,*,19120.0,47540.0,67560.0,87620.0,114470.0,True,
11,DC,District of Columbia,25-1191,Graduate Teaching Assistants,,**,**,**,**,*,46540.0,2.4,*,*,*,*,*,30410.0,39240.0,45250.0,54890.0,65700.0,True,
11,DC,District of Columbia,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",,60.0,0.0,0.088,0.61,*,52400.0,1.6,*,*,*,*,*,25480.0,29440.0,44050.0,64780.0,100930.0,True,
11,DC,District of Columbia,25-1194,"Vocational Education Teachers, Postsecondary",,190.0,32.7,0.293,0.3,28.93,60180.0,3.6,18.08,23.72,27.98,33.98,40.86,37610.0,49340.0,58200.0,70680.0,84990.0,,
11,DC,District of Columbia,25-1199,"Postsecondary Teachers, All Other",,1000.0,4.0,1.554,1.09,*,56370.0,21.7,*,*,*,*,*,17710.0,18530.0,33340.0,72070.0,129480.0,True,
11,DC,District of Columbia,25-2011,"Preschool Teachers, Except Special Education",,1090.0,21.5,1.685,0.62,15.06,31330.0,6.2,9.07,10.28,13.26,19.57,22.89,18870.0,21380.0,27580.0,40700.0,47610.0,,
11,DC,District of Columbia,25-2012,"Kindergarten Teachers, Except Special Education",,230.0,16.9,0.355,0.28,*,42310.0,4.3,*,*,*,*,*,27270.0,32070.0,41400.0,49900.0,58510.0,True,
11,DC,District of Columbia,25-2021,"Elementary School Teachers, Except Special Education",,2420.0,6.4,3.756,0.34,*,62090.0,9.7,*,*,*,*,*,36490.0,45790.0,62960.0,79690.0,90590.0,True,
11,DC,District of Columbia,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",,710.0,27.5,1.107,0.22,*,55370.0,10.5,*,*,*,*,*,33360.0,42290.0,51990.0,68310.0,86790.0,True,
11,DC,District of Columbia,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",,1320.0,15.3,2.045,0.26,*,60060.0,6.1,*,*,*,*,*,41540.0,49290.0,56990.0,71800.0,87170.0,True,
11,DC,District of Columbia,25-2041,"Special Education Teachers, Preschool, Kindergarten, and Elementary School*",,**,**,**,**,*,50570.0,1.9,*,*,*,*,*,36320.0,42490.0,49870.0,58310.0,68030.0,True,
11,DC,District of Columbia,25-2053,"Special Education Teachers, Middle School",,110.0,26.0,0.178,0.23,*,44770.0,4.9,*,*,*,*,*,27550.0,35700.0,44040.0,53820.0,63660.0,True,
11,DC,District of Columbia,25-2054,"Special Education Teachers, Secondary School",,220.0,32.1,0.341,0.33,*,49640.0,1.7,*,*,*,*,*,32650.0,39790.0,48680.0,57570.0,69320.0,True,
11,DC,District of Columbia,25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,,90.0,25.6,0.143,0.27,20.95,43570.0,4.3,15.19,17.33,20.41,23.3,28.85,31600.0,36040.0,42460.0,48470.0,60010.0,,
11,DC,District of Columbia,25-3021,Self-Enrichment Education Teachers,,590.0,12.9,0.911,0.69,26.0,54080.0,5.2,11.7,18.46,26.65,33.25,37.25,24330.0,38400.0,55430.0,69160.0,77490.0,,
11,DC,District of Columbia,25-3999,"Teachers and Instructors, All Other*",,4440.0,5.2,6.882,1.07,*,58030.0,8.4,*,*,*,*,*,22000.0,33330.0,62460.0,73550.0,85830.0,True,
11,DC,District of Columbia,25-4011,Archivists,,120.0,4.1,0.184,4.33,37.91,78860.0,4.3,24.83,30.09,38.39,45.66,52.79,51640.0,62590.0,79850.0,94970.0,109810.0,,
11,DC,District of Columbia,25-4012,Curators,,250.0,23.5,0.393,4.88,31.33,65170.0,11.6,12.89,17.51,30.14,39.6,46.8,26810.0,36420.0,62680.0,82370.0,97340.0,,
11,DC,District of Columbia,25-4013,Museum Technicians and Conservators,,670.0,15.4,1.032,12.64,27.23,56630.0,8.1,13.33,16.39,26.39,37.03,42.0,27720.0,34090.0,54890.0,77030.0,87350.0,,
11,DC,District of Columbia,25-4021,Librarians,,1070.0,4.4,1.655,1.46,34.44,71630.0,3.3,21.62,27.04,34.03,40.8,46.92,44960.0,56230.0,70790.0,84860.0,97590.0,,
11,DC,District of Columbia,25-4031,Library Technicians,,590.0,3.9,0.919,1.11,20.14,41890.0,5.8,12.12,15.37,19.48,24.36,28.84,25220.0,31960.0,40510.0,50670.0,59990.0,,
11,DC,District of Columbia,25-9031,Instructional Coordinators,,1620.0,6.6,2.512,2.47,39.01,81140.0,7.9,19.52,25.94,37.56,49.94,62.39,40610.0,53960.0,78130.0,103870.0,129760.0,,
11,DC,District of Columbia,25-9041,Teacher Assistants,,4240.0,9.8,6.576,0.69,*,27190.0,2.9,*,*,*,*,*,18590.0,23000.0,28170.0,30690.0,33150.0,True,
11,DC,District of Columbia,25-9099,"Education, Training, and Library Workers, All Other",,**,**,**,**,24.53,51020.0,3.9,13.25,17.33,21.76,30.35,39.81,27560.0,36050.0,45270.0,63120.0,82800.0,,
11,DC,District of Columbia,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,25640.0,3.0,39.761,2.96,36.43,75760.0,3.0,15.38,22.83,33.65,45.6,57.08,31980.0,47500.0,69980.0,94840.0,118720.0,,
11,DC,District of Columbia,27-1011,Art Directors,,250.0,22.3,0.383,1.6,43.56,90590.0,2.5,29.11,33.89,41.62,52.81,63.86,60550.0,70490.0,86560.0,109840.0,132840.0,,
11,DC,District of Columbia,27-1014,Multimedia Artists and Animators,,110.0,22.6,0.176,0.8,31.11,64710.0,7.4,19.63,22.42,28.49,40.2,45.23,40830.0,46640.0,59260.0,83610.0,94070.0,,
11,DC,District of Columbia,27-1019,"Artists and Related Workers, All Other",,1290.0,1.1,2.006,35.51,40.27,83760.0,2.7,25.65,35.04,40.8,46.8,52.79,53350.0,72880.0,84860.0,97340.0,109810.0,,
11,DC,District of Columbia,27-1023,Floral Designers,,100.0,33.1,0.157,0.43,12.1,25180.0,4.0,8.68,9.17,10.97,15.17,17.26,18060.0,19070.0,22810.0,31550.0,35910.0,,
11,DC,District of Columbia,27-1024,Graphic Designers,,1510.0,7.4,2.335,1.56,31.74,66030.0,4.9,18.57,22.33,31.09,40.02,46.8,38620.0,46440.0,64670.0,83230.0,97340.0,,
11,DC,District of Columbia,27-1025,Interior Designers,,560.0,22.0,0.861,2.7,36.55,76020.0,4.5,20.6,24.33,30.28,45.45,62.61,42840.0,50610.0,62980.0,94540.0,130220.0,,
11,DC,District of Columbia,27-1026,Merchandise Displayers and Window Trimmers,,180.0,38.2,0.278,0.53,14.84,30870.0,5.6,9.37,10.33,11.82,18.16,23.05,19490.0,21500.0,24580.0,37770.0,47940.0,,
11,DC,District of Columbia,27-1027,Set and Exhibit Designers,,130.0,20.1,0.208,3.14,30.59,63630.0,10.0,15.5,22.32,33.04,38.39,41.31,32240.0,46430.0,68720.0,79850.0,85920.0,,
11,DC,District of Columbia,27-2011,Actors,,310.0,35.9,0.476,1.0,24.61,*,11.2,9.03,11.63,18.9,26.29,47.45,*,*,*,*,*,,True
11,DC,District of Columbia,27-2012,Producers and Directors,,1450.0,7.7,2.256,3.49,43.74,90990.0,2.2,24.68,35.11,43.19,52.74,63.38,51340.0,73020.0,89840.0,109710.0,131820.0,,
11,DC,District of Columbia,27-2022,Coaches and Scouts,,510.0,11.3,0.791,0.52,*,47850.0,6.7,*,*,*,*,*,19310.0,28070.0,37490.0,56090.0,78910.0,True,
11,DC,District of Columbia,27-2031,Dancers,,110.0,24.3,0.166,1.9,25.1,*,23.2,8.8,9.64,24.3,36.47,50.24,*,*,*,*,*,,True
11,DC,District of Columbia,27-2041,Music Directors and Composers,,120.0,32.2,0.183,0.93,31.44,65390.0,6.2,15.61,22.14,28.08,37.3,54.24,32460.0,46060.0,58410.0,77580.0,112830.0,,
11,DC,District of Columbia,27-2042,Musicians and Singers,,400.0,19.5,0.618,1.86,25.86,*,8.8,8.86,23.09,25.5,27.9,38.35,*,*,*,*,*,,True
11,DC,District of Columbia,27-2099,"Entertainers and Performers, Sports and Related Workers, All Other",,40.0,49.7,0.067,0.48,*,*,*,*,*,*,*,*,*,*,*,*,*,,True
11,DC,District of Columbia,27-3011,Radio and Television Announcers,,160.0,34.2,0.244,0.99,40.48,84200.0,19.5,11.13,17.84,26.72,51.01,#,23150.0,37100.0,55580.0,106090.0,#,,
11,DC,District of Columbia,27-3021,Broadcast News Analysts,,230.0,47.4,0.364,8.98,34.49,71730.0,4.1,17.9,25.72,32.82,39.49,44.87,37230.0,53500.0,68260.0,82130.0,93320.0,,
11,DC,District of Columbia,27-3022,Reporters and Correspondents,,2190.0,16.4,3.399,9.63,34.35,71450.0,7.6,13.44,18.99,29.58,46.36,56.43,27950.0,39500.0,61530.0,96430.0,117370.0,,
11,DC,District of Columbia,27-3031,Public Relations Specialists,,7940.0,4.6,12.308,7.43,39.93,83050.0,4.8,15.22,23.34,35.03,48.92,66.2,31670.0,48550.0,72860.0,101750.0,137690.0,,
11,DC,District of Columbia,27-3041,Editors,,2820.0,8.8,4.372,5.66,37.94,78910.0,3.0,22.79,26.39,33.12,44.85,61.02,47400.0,54890.0,68890.0,93280.0,126920.0,,
11,DC,District of Columbia,27-3042,Technical Writers,,890.0,23.0,1.379,3.92,30.89,64260.0,8.7,15.35,19.63,31.83,40.68,46.8,31930.0,40820.0,66200.0,84610.0,97340.0,,
11,DC,District of Columbia,27-3043,Writers and Authors,,1350.0,14.8,2.092,6.56,41.49,86310.0,3.1,24.36,31.59,41.89,51.37,57.33,50670.0,65700.0,87130.0,106840.0,119250.0,,
11,DC,District of Columbia,27-3091,Interpreters and Translators,,330.0,27.4,0.504,1.35,26.1,54290.0,2.9,12.23,13.53,20.14,40.64,49.7,25440.0,28130.0,41900.0,84540.0,103370.0,,
11,DC,District of Columbia,27-3099,"Media and Communication Workers, All Other",,190.0,17.0,0.295,1.61,31.48,65470.0,8.3,13.61,17.34,30.33,41.19,51.91,28320.0,36060.0,63090.0,85680.0,107970.0,,
11,DC,District of Columbia,27-4011,Audio and Video Equipment Technicians,,380.0,6.7,0.594,1.55,24.38,50710.0,2.6,15.07,18.39,22.25,28.72,37.17,31340.0,38240.0,46270.0,59740.0,77300.0,,
11,DC,District of Columbia,27-4012,Broadcast Technicians,,590.0,18.3,0.919,3.88,29.27,60880.0,6.4,9.49,16.72,31.15,42.42,44.76,19730.0,34770.0,64790.0,88240.0,93110.0,,
11,DC,District of Columbia,27-4013,Radio Operators,,160.0,14.1,0.242,25.57,24.78,51540.0,3.3,20.43,22.06,24.44,26.48,32.17,42490.0,45890.0,50830.0,55070.0,66920.0,,
11,DC,District of Columbia,27-4014,Sound Engineering Technicians,,90.0,25.8,0.135,1.16,30.06,62530.0,5.9,14.73,19.25,26.8,41.98,52.17,30640.0,40050.0,55740.0,87320.0,108510.0,,
11,DC,District of Columbia,27-4021,Photographers,,310.0,33.1,0.481,1.13,30.94,64350.0,7.5,13.33,17.77,31.41,42.48,50.75,27720.0,36970.0,65330.0,88370.0,105570.0,,
11,DC,District of Columbia,27-4031,"Camera Operators, Television, Video, and Motion Picture",,190.0,20.8,0.291,2.3,33.2,69060.0,7.6,13.98,20.47,34.63,43.2,51.37,29070.0,42580.0,72030.0,89860.0,106840.0,,
11,DC,District of Columbia,27-4032,Film and Video Editors,,150.0,24.8,0.226,1.4,39.16,81440.0,5.2,20.62,29.95,39.73,48.85,58.9,42890.0,62290.0,82630.0,101600.0,122520.0,,
11,DC,District of Columbia,27-4099,"Media and Communication Equipment Workers, All Other",,450.0,3.9,0.7,6.11,45.01,93630.0,3.2,33.95,39.04,45.0,51.37,55.65,70620.0,81210.0,93600.0,106850.0,115750.0,,
11,DC,District of Columbia,29-0000,Healthcare Practitioners and Technical Occupations,major,29200.0,5.7,45.293,0.77,38.06,79160.0,3.9,17.14,24.25,32.57,43.38,63.46,35650.0,50450.0,67750.0,90240.0,132000.0,,
11,DC,District of Columbia,29-1021,"Dentists, General",,320.0,28.9,0.495,0.7,59.4,123560.0,25.1,24.2,27.34,59.25,69.95,#,50330.0,56870.0,123250.0,145490.0,#,,
11,DC,District of Columbia,29-1031,Dietitians and Nutritionists,,270.0,17.6,0.421,0.96,28.11,58470.0,3.3,13.57,20.08,26.98,36.0,43.35,28230.0,41760.0,56110.0,74880.0,90180.0,,
11,DC,District of Columbia,29-1041,Optometrists,,50.0,24.6,0.084,0.38,56.3,117090.0,15.5,18.74,40.95,48.01,58.15,#,38990.0,85170.0,99860.0,120960.0,#,,
11,DC,District of Columbia,29-1051,Pharmacists,,760.0,6.6,1.173,0.55,54.08,112480.0,2.5,41.61,48.7,54.72,63.13,69.14,86540.0,101300.0,113820.0,131310.0,143800.0,,
11,DC,District of Columbia,29-1061,Anesthesiologists,,70.0,13.3,0.113,0.43,#,#,*,#,#,#,#,#,#,#,#,#,#,,
11,DC,District of Columbia,29-1062,Family and General Practitioners,,580.0,21.4,0.892,1.12,59.39,123540.0,9.3,15.77,17.68,57.7,82.01,#,32800.0,36770.0,120010.0,170580.0,#,,
11,DC,District of Columbia,29-1063,"Internists, General",,160.0,31.4,0.255,0.7,110.11,229020.0,14.9,40.36,#,#,#,#,83950.0,#,#,#,#,,
11,DC,District of Columbia,29-1064,Obstetricians and Gynecologists,,70.0,32.8,0.108,0.68,72.19,150160.0,26.6,15.67,17.43,78.44,#,#,32600.0,36260.0,163150.0,#,#,,
11,DC,District of Columbia,29-1066,Psychiatrists,,310.0,8.5,0.482,2.67,57.59,119790.0,6.9,20.76,25.91,62.11,82.7,#,43190.0,53890.0,129200.0,172010.0,#,,
11,DC,District of Columbia,29-1067,Surgeons,,290.0,22.7,0.457,1.39,116.24,241770.0,9.7,70.56,#,#,#,#,146770.0,#,#,#,#,,
11,DC,District of Columbia,29-1069,"Physicians and Surgeons, All Other",,2570.0,3.9,3.98,1.67,60.51,125860.0,10.1,23.1,25.67,39.68,#,#,48050.0,53390.0,82540.0,#,#,,
11,DC,District of Columbia,29-1071,Physician Assistants,,480.0,37.4,0.74,1.14,44.89,93380.0,3.6,31.25,38.12,46.8,53.29,57.38,65000.0,79290.0,97340.0,110830.0,119340.0,,
11,DC,District of Columbia,29-1081,Podiatrists,,40.0,46.9,0.055,0.76,51.48,107090.0,8.1,16.13,37.13,48.95,73.39,84.87,33540.0,77230.0,101820.0,152640.0,176520.0,,
11,DC,District of Columbia,29-1111,Registered Nurses*,,10680.0,6.1,16.569,0.78,36.13,75160.0,2.5,25.3,30.69,35.25,42.02,47.33,52630.0,63830.0,73330.0,87400.0,98450.0,,
11,DC,District of Columbia,29-1122,Occupational Therapists,,**,**,**,**,40.93,85120.0,2.5,30.58,35.87,40.2,46.17,53.89,63600.0,74620.0,83610.0,96040.0,112090.0,,
11,DC,District of Columbia,29-1123,Physical Therapists,,400.0,14.1,0.616,0.43,42.94,89300.0,6.9,29.61,33.98,39.47,48.45,62.09,61580.0,70680.0,82090.0,100780.0,129150.0,,
11,DC,District of Columbia,29-1124,Radiation Therapists,,**,**,**,**,35.26,73350.0,5.6,21.5,29.24,34.55,42.44,50.65,44720.0,60820.0,71860.0,88280.0,105340.0,,
11,DC,District of Columbia,29-1125,Recreational Therapists,,90.0,19.3,0.14,0.91,28.25,58770.0,3.0,18.12,24.52,30.04,32.66,35.78,37680.0,51010.0,62480.0,67930.0,74410.0,,
11,DC,District of Columbia,29-1126,Respiratory Therapists,,350.0,11.1,0.546,0.61,27.81,57840.0,3.2,22.47,22.48,27.73,32.17,35.04,46740.0,46760.0,57680.0,66910.0,72890.0,,
11,DC,District of Columbia,29-1127,Speech-Language Pathologists,,310.0,40.9,0.476,0.52,39.19,81520.0,3.2,27.08,32.58,38.74,44.39,52.26,56330.0,67770.0,80590.0,92330.0,108710.0,,
11,DC,District of Columbia,29-1128,"Therapists, All Other*",,60.0,28.2,0.09,0.74,23.24,48330.0,10.0,12.87,14.4,22.02,30.38,38.01,26770.0,29960.0,45810.0,63190.0,79060.0,,
11,DC,District of Columbia,29-1131,Veterinarians,,100.0,11.4,0.149,0.35,53.27,110800.0,13.1,26.2,38.4,50.17,61.98,71.9,54500.0,79870.0,104350.0,128920.0,149550.0,,
11,DC,District of Columbia,29-1181,Audiologists,,60.0,24.2,0.097,1.0,34.84,72470.0,2.5,29.42,31.18,34.05,37.85,43.53,61190.0,64860.0,70830.0,78720.0,90550.0,,
11,DC,District of Columbia,29-1199,"Health Diagnosing and Treating Practitioners, All Other",,580.0,3.7,0.902,3.58,49.13,102190.0,3.6,32.03,39.05,49.91,57.33,68.4,66630.0,81220.0,103820.0,119250.0,142260.0,,
11,DC,District of Columbia,29-2011,Medical and Clinical Laboratory Technologists,,890.0,5.3,1.377,1.07,31.86,66270.0,3.7,23.58,25.89,30.26,36.04,43.92,49050.0,53850.0,62950.0,74960.0,91360.0,,
11,DC,District of Columbia,29-2012,Medical and Clinical Laboratory Technicians,,960.0,26.5,1.491,1.22,22.57,46950.0,16.2,11.78,15.1,19.49,24.33,28.82,24500.0,31400.0,40550.0,50600.0,59950.0,,
11,DC,District of Columbia,29-2021,Dental Hygienists,,430.0,35.4,0.664,0.46,43.51,90500.0,5.1,33.52,38.16,43.23,50.57,55.65,69730.0,79380.0,89930.0,105190.0,115750.0,,
11,DC,District of Columbia,29-2031,Cardiovascular Technologists and Technicians,,180.0,12.0,0.277,0.71,30.55,63540.0,4.8,16.88,22.1,30.86,38.42,43.82,35120.0,45970.0,64190.0,79920.0,91150.0,,
11,DC,District of Columbia,29-2032,Diagnostic Medical Sonographers,,120.0,20.1,0.188,0.44,32.02,66600.0,1.8,20.07,24.88,31.25,37.48,44.07,41740.0,51760.0,65000.0,77960.0,91660.0,,
11,DC,District of Columbia,29-2033,Nuclear Medicine Technologists,,60.0,33.2,0.097,0.59,38.31,79680.0,4.1,30.04,36.13,39.45,42.7,44.93,62490.0,75160.0,82060.0,88810.0,93460.0,,
11,DC,District of Columbia,29-2037,Radiologic Technologists and Technicians*,,700.0,10.1,1.079,0.63,30.87,64200.0,3.8,20.01,24.98,30.88,35.97,43.29,41610.0,51960.0,64220.0,74830.0,90040.0,,
