AREA,AREA_NAME,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,19-3022,Survey Researchers,detailed,400,22.5,0.582,7.82,NA,43.04,89510,6,21,27.29,39.8,55.84,68.47,43690,56760,82780,116150,142420,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,19-3031,"Clinical, Counseling, and School Psychologists",detailed,660,17.8,0.956,1.2,NA,51.41,106920,10,21.69,33.1,43.82,57.04,95.28,45100,68840,91140,118630,198180,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,19-3039,"Psychologists, All Other",detailed,230,0,0.341,3.17,NA,46.5,96730,2,22.48,37.23,49.36,56.68,64.17,46750,77430,102660,117900,133470,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,19-3051,Urban and Regional Planners,detailed,200,26.6,0.288,1.05,NA,54.65,113680,2.4,34.4,42.89,55.94,64.17,73.88,71560,89210,116350,133470,153660,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,19-3094,Political Scientists,detailed,3330,4.4,4.847,112.17,NA,60.83,126530,3.5,32.86,50.08,62.22,75.82,82.11,68350,104170,129410,157710,170800,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,19-3099,"Social Scientists and Related Workers, All Other",detailed,2590,3.2,3.773,15.18,NA,52.55,109300,2.8,33.99,42.9,51.19,62.21,72.77,70710,89220,106480,129400,151350,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,19-4021,Biological Technicians,detailed,370,5.2,0.536,0.92,NA,24.62,51210,3.2,16.21,18.6,23.27,29.74,35.04,33710,38680,48400,61860,72880,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,19-4031,Chemical Technicians,detailed,40,5.2,0.058,0.13,NA,36.45,75810,4.5,21.93,26.1,31.66,51.86,58.6,45620,54300,65860,107860,121880,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,19-4061,Social Science Research Assistants,detailed,3760,9.2,5.477,21.56,NA,33.22,69100,4.7,16.27,22.33,28.04,37.6,62.28,33830,46440,58310,78220,129530,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,19-4099,"Life, Physical, and Social Science Technicians, All Other",detailed,**,**,**,**,NA,33.09,68830,2.3,21.82,26.26,30.41,37.2,48.8,45380,54630,63260,77380,101510,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,19-5011,Occupational Health and Safety Specialists,detailed,360,18.1,0.518,0.75,NA,45.87,95410,3.1,24.74,36.87,46.15,56.46,63.65,51460,76700,96000,117440,132380,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,19-5012,Occupational Health and Safety Technicians,detailed,50,37.7,0.075,0.5,NA,24.03,49980,4.4,16.62,18.16,21.47,29.25,37.21,34560,37770,44650,60850,77400,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,21-0000,Community and Social Service Occupations,major,10870,6.8,15.816,0.99,NA,31.58,65680,3.4,16.79,22.01,29.56,39.59,49.28,34910,45770,61480,82350,102500,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,21-1012,"Educational, Guidance, and Career Counselors and Advisors",detailed,1350,7.3,1.963,0.93,NA,33.52,69720,4.6,19.27,25.74,32.5,39.99,50.44,40090,53550,67600,83180,104910,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,21-1015,Rehabilitation Counselors,detailed,760,9.7,1.106,1.53,NA,25.1,52210,5.5,14.9,16.77,21.36,32.33,39.87,30990,34870,44430,67240,82930,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",detailed,**,**,**,**,NA,27.02,56200,8,14.41,14.88,25.64,35.62,42.1,29970,30950,53330,74080,87580,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,21-1019,"Counselors, All Other",detailed,210,10.1,0.313,1.59,NA,23.58,49040,4.6,16.15,17.9,21.13,25.13,36.45,33590,37240,43950,52260,75820,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,21-1021,"Child, Family, and School Social Workers",detailed,2120,8.9,3.085,1.31,NA,34.54,71840,4.6,22.34,26.54,33.51,41,49.46,46470,55190,69700,85280,102870,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,21-1022,Healthcare Social Workers,detailed,400,4.8,0.585,0.46,NA,36.59,76100,2.1,23.63,29.08,36.02,43.35,50.68,49150,60490,74920,90170,105420,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,21-1023,Mental Health and Substance Abuse Social Workers,detailed,640,15.7,0.934,1.11,NA,35.33,73490,4.8,21.12,25.61,34.98,44.96,50.31,43920,53270,72770,93510,104650,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,21-1091,Health Education Specialists,detailed,560,2.2,0.811,1.95,NA,46.82,97390,3.2,26.62,34.78,46.48,57.96,68.05,55370,72350,96670,120550,141540,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,21-1093,Social and Human Service Assistants,detailed,1660,16.6,2.413,0.84,NA,26.27,54640,4.7,16.72,20.16,23.8,30.23,40.66,34780,41930,49490,62880,84570,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,21-1094,Community Health Workers,detailed,810,24.3,1.18,2.8,NA,29.83,62040,5.3,18.89,21.76,26.74,37.8,46.43,39290,45260,55610,78620,96570,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,21-1099,"Community and Social Service Specialists, All Other",detailed,620,19.7,0.901,1.43,NA,28.05,58340,9.1,16.58,20.41,25.02,32.92,43.85,34480,42450,52040,68480,91220,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,21-2011,Clergy,detailed,140,13.3,0.205,0.54,NA,35.54,73920,5,19.64,27.25,32.31,46.31,53.01,40840,56670,67200,96320,110270,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,21-2021,"Directors, Religious Activities and Education",detailed,150,23.7,0.22,1.54,NA,36.07,75020,14.4,14.5,20.83,26.99,46.32,65.99,30150,43320,56150,96350,137260,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,21-2099,"Religious Workers, All Other",detailed,180,31.5,0.265,4.14,NA,26.65,55430,3.3,15.42,16.97,19.91,30.68,44.89,32070,35290,41410,63810,93370,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,23-0000,Legal Occupations,major,39700,2.3,57.77,6.96,NA,83.03,172690,4.3,34.07,51.01,80.05,#,#,70860,106090,166500,#,#,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,23-1011,Lawyers,detailed,31050,1.9,45.191,9.55,NA,94.76,197100,6.2,51,69.99,82.12,#,#,106090,145580,170810,#,#,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,23-1022,"Arbitrators, Mediators, and Conciliators",detailed,100,12.7,0.144,3.44,NA,50.22,104460,4.4,32.3,38.65,46.89,60.94,75.31,67190,80390,97530,126750,156650,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,23-2011,Paralegals and Legal Assistants,detailed,5870,8.5,8.548,3.57,NA,40.06,83330,2.6,22.54,29.13,39.99,48.42,58.52,46890,60590,83170,100720,121720,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,23-2099,"Legal Support Workers, All Other",detailed,2340,13.3,3.409,10.46,NA,38.45,79970,3.2,23.76,27.54,32.58,45.6,62.94,49410,57290,67760,94840,130920,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-0000,Educational Instruction and Library Occupations,major,32890,3,47.868,0.79,NA,38.96,81030,4.6,15.89,22.67,33.8,47.47,64.19,33060,47160,70300,98730,133510,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-1011,"Business Teachers, Postsecondary",detailed,670,8.1,0.979,1.71,NA,*,125460,9,*,*,*,*,*,52160,68340,92970,163710,#,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-1021,"Computer Science Teachers, Postsecondary",detailed,230,2.6,0.335,1.45,NA,*,112270,4.1,*,*,*,*,*,46300,65410,94750,145050,196770,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-1022,"Mathematical Science Teachers, Postsecondary",detailed,230,0,0.34,0.96,NA,*,80530,1.4,*,*,*,*,*,29130,51610,75900,104660,140060,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-1031,"Architecture Teachers, Postsecondary",detailed,60,0,0.085,1.71,NA,*,101640,12.5,*,*,*,*,*,58500,71230,86640,124990,183050,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-1032,"Engineering Teachers, Postsecondary",detailed,190,0,0.273,0.99,NA,*,*,*,*,*,*,*,*,*,*,*,*,*,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-1042,"Biological Science Teachers, Postsecondary",detailed,330,0,0.475,1.28,NA,*,117350,4.1,*,*,*,*,*,57100,74910,105240,148860,192500,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-1052,"Chemistry Teachers, Postsecondary",detailed,90,0,0.132,0.85,NA,*,104450,5.6,*,*,*,*,*,53910,69240,93100,137240,177600,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-1053,"Environmental Science Teachers, Postsecondary",detailed,40,0,0.052,1.24,NA,*,112900,12,*,*,*,*,*,51370,68740,90440,122530,207380,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-1054,"Physics Teachers, Postsecondary",detailed,110,0,0.165,1.68,NA,*,106720,3.6,*,*,*,*,*,48410,66800,97640,135960,182130,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-1061,"Anthropology and Archeology Teachers, Postsecondary",detailed,50,0,0.075,1.88,NA,*,107310,7,*,*,*,*,*,59290,72200,96160,127260,173680,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",detailed,210,0,0.307,4.3,NA,*,87860,3.5,*,*,*,*,*,36430,59200,81870,109250,135600,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-1063,"Economics Teachers, Postsecondary",detailed,230,0,0.339,3.61,NA,*,148680,13.6,*,*,*,*,*,59180,81350,128230,191280,#,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-1065,"Political Science Teachers, Postsecondary",detailed,890,3,1.292,11.88,NA,*,116380,4.2,*,*,*,*,*,29140,70020,99890,144650,#,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-1066,"Psychology Teachers, Postsecondary",detailed,170,0,0.246,0.94,NA,*,106050,2.1,*,*,*,*,*,64420,82420,104040,129150,162280,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-1067,"Sociology Teachers, Postsecondary",detailed,110,0,0.159,1.65,NA,*,86440,4.4,*,*,*,*,*,29130,55980,82540,116630,140230,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-1069,"Social Sciences Teachers, Postsecondary, All Other",detailed,100,0,0.139,1.1,NA,*,92480,8.4,*,*,*,*,*,52720,61840,83160,103920,157920,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-1071,"Health Specialties Teachers, Postsecondary",detailed,1290,0,1.873,1.3,NA,*,147450,9,*,*,*,*,*,53990,80710,124510,195220,#,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-1072,"Nursing Instructors and Teachers, Postsecondary",detailed,130,0,0.195,0.44,NA,*,111940,5.3,*,*,*,*,*,56550,74560,101950,133590,175830,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-1081,"Education Teachers, Postsecondary",detailed,570,9.5,0.836,2.02,NA,*,52760,20.2,*,*,*,*,*,29120,29130,29140,70870,108830,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",detailed,**,**,**,**,NA,*,81400,7,*,*,*,*,*,44140,62710,74360,91390,131040,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-1112,"Law Teachers, Postsecondary",detailed,880,0,1.279,11.92,NA,*,145400,11.2,*,*,*,*,*,54550,67530,108080,197800,#,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-1121,"Art, Drama, and Music Teachers, Postsecondary",detailed,440,6,0.638,0.97,NA,*,81550,3.3,*,*,*,*,*,29140,54790,76360,107350,129750,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-1122,"Communications Teachers, Postsecondary",detailed,250,0,0.371,1.81,NA,*,86660,3.3,*,*,*,*,*,51040,66110,80190,104530,132300,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-1123,"English Language and Literature Teachers, Postsecondary",detailed,330,0,0.476,1.02,NA,*,88970,4.8,*,*,*,*,*,53640,64080,78690,109720,138580,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-1124,"Foreign Language and Literature Teachers, Postsecondary",detailed,650,10.4,0.943,5.76,NA,*,75720,3.6,*,*,*,*,*,46110,56790,69720,84340,112490,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-1125,"History Teachers, Postsecondary",detailed,140,0,0.203,1.38,NA,*,107150,3.9,*,*,*,*,*,62540,75400,96380,130310,180010,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-1126,"Philosophy and Religion Teachers, Postsecondary",detailed,280,13.1,0.405,2.46,NA,*,88580,5.7,*,*,*,*,*,38420,61440,81740,103730,143000,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-1194,"Career/Technical Education Teachers, Postsecondary",detailed,30,28.2,0.048,0.06,NA,*,*,*,*,*,*,*,*,*,*,*,*,*,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-1199,"Postsecondary Teachers, All Other",detailed,910,0,1.331,0.95,NA,*,*,*,*,*,*,*,*,*,*,*,*,*,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-2011,"Preschool Teachers, Except Special Education",detailed,890,28.3,1.288,0.48,NA,22.06,45890,3.4,15.62,17.34,20.77,25.43,30.83,32490,36070,43210,52890,64120,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-2012,"Kindergarten Teachers, Except Special Education",detailed,200,21.8,0.288,0.33,NA,*,55730,6.7,*,*,*,*,*,31370,42410,55460,66050,80880,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-2021,"Elementary School Teachers, Except Special Education",detailed,4150,11.8,6.034,0.61,NA,*,78840,7.4,*,*,*,*,*,52770,60830,76090,97900,118360,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",detailed,830,17,1.209,0.28,NA,*,79110,4.8,*,*,*,*,*,53210,62230,78160,95720,109560,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",detailed,3730,9.6,5.427,0.76,NA,*,66800,1.8,*,*,*,*,*,36300,48020,64020,81950,101170,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-2051,"Special Education Teachers, Preschool",detailed,30,42.1,0.05,0.34,NA,*,68720,2.5,*,*,*,*,*,40390,52920,65020,83490,104310,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-2052,"Special Education Teachers, Kindergarten and Elementary School",detailed,880,11.6,1.284,0.93,NA,*,77540,8.8,*,*,*,*,*,39750,58990,74960,98670,119190,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-2057,"Special Education Teachers, Middle School",detailed,270,13.8,0.39,0.68,NA,*,81380,5.7,*,*,*,*,*,57420,66180,78690,96040,115190,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-2058,"Special Education Teachers, Secondary School",detailed,340,16.1,0.496,0.48,NA,*,82440,7.7,*,*,*,*,*,55690,62140,78390,101930,121500,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-2059,"Special Education Teachers, All Other",detailed,230,37.6,0.332,1.4,NA,*,72690,3.7,*,*,*,*,*,45760,55780,69940,89410,104480,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",detailed,480,27.2,0.702,2.27,NA,30.41,63250,3.5,18.48,25.8,29.13,35.27,43.06,38450,53660,60580,73370,89560,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-3021,Self-Enrichment Teachers,detailed,510,19.7,0.735,0.46,NA,31.68,65900,10.4,14.36,15.28,24.33,40.13,59.92,29870,31780,50600,83480,124630,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-3031,"Substitute Teachers, Short-Term",detailed,**,**,**,**,NA,16.19,33680,3.4,14.15,14.16,14.91,17,21.25,29430,29450,31020,35370,44190,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-3097,"Tutors and Teachers and Instructors, All Other",detailed,1610,7.9,2.338,1.05,NA,*,69900,13.2,*,*,*,*,*,30270,36000,61850,89780,131580,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-4011,Archivists,detailed,130,8.5,0.195,4.14,NA,42.65,88710,4.4,24.43,34.87,42.89,50.78,59.23,50810,72520,89220,105630,123190,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-4012,Curators,detailed,170,6.8,0.246,2.91,NA,40,83190,6.4,25.32,29.12,38.09,45.6,51.63,52670,60560,79240,94840,107390,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-4013,Museum Technicians and Conservators,detailed,420,4.1,0.608,7.1,NA,35.51,73860,3.2,22.19,27.38,35.31,42.9,49.81,46150,56940,73440,89230,103610,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-4022,Librarians and Media Collections Specialists,detailed,1170,12.8,1.705,1.76,NA,41.59,86520,2,27.74,34.62,41.67,48.43,54.12,57690,72010,86670,100720,112580,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-4031,Library Technicians,detailed,660,22.6,0.957,1.5,NA,26.45,55020,2.1,20.23,23.12,26.73,29.3,31.94,42080,48090,55590,60950,66430,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-9031,Instructional Coordinators,detailed,1470,10.5,2.135,1.7,NA,48.24,100350,6.4,27.96,36.12,47.3,60.66,73.74,58160,75130,98380,126170,153380,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-9044,"Teaching Assistants, Postsecondary",detailed,**,**,**,**,NA,*,46940,3.6,*,*,*,*,*,29430,32850,46550,56490,65410,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-9045,"Teaching Assistants, Except Postsecondary",detailed,3390,8.8,4.931,0.54,NA,*,36070,2.1,*,*,*,*,*,30260,31630,35120,38940,42320,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-9099,"Educational Instruction and Library Workers, All Other",detailed,900,0.9,1.314,1.28,NA,37.97,78970,4.2,22.17,27.44,38.49,47.02,52.62,46100,57070,80060,97800,109450,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,39240,2.5,57.1,4.28,NA,48.27,100400,2,22.61,30.04,42.01,58.44,80.36,47020,62480,87380,121560,167150,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,27-1011,Art Directors,detailed,420,21.7,0.606,2.06,NA,47.54,98890,3.4,24.59,35.23,45.64,55.99,72.56,51140,73280,94930,116470,150920,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,27-1014,Special Effects Artists and Animators,detailed,**,**,**,**,NA,43.04,89520,3.2,25.74,29.22,42.63,54.14,67.02,53530,60780,88670,112610,139400,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,27-1023,Floral Designers,detailed,50,39.7,0.079,0.3,NA,20.36,42350,9.1,14.24,14.58,15.23,23.83,30.51,29610,30320,31690,49560,63470,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,27-1024,Graphic Designers,detailed,1330,6,1.942,1.34,NA,39.94,83070,3,25.21,29.79,38.15,48.55,58.37,52450,61970,79340,100980,121420,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,27-1025,Interior Designers,detailed,810,27.4,1.177,2.77,NA,34.98,72750,3.6,19.55,23.34,31.89,43.98,58.03,40660,48550,66340,91480,120690,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,27-1026,Merchandise Displayers and Window Trimmers,detailed,70,28.3,0.106,0.11,NA,16.87,35100,3.7,14.31,14.64,15.21,17.82,21.49,29770,30440,31640,37070,44710,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,27-1027,Set and Exhibit Designers,detailed,220,12.8,0.314,3.98,NA,36.63,76180,3.9,21.78,28.62,38.1,45.01,49.33,45300,59540,79240,93630,102600,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,27-1029,"Designers, All Other",detailed,100,37.2,0.151,1.97,NA,33.3,69260,11.1,14.15,14.94,30.44,46.4,56.43,29440,31080,63310,96510,117380,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,27-2011,Actors,detailed,390,33.1,0.572,1.79,NA,*,*,*,*,*,*,*,*,*,*,*,*,*,,True
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,27-2012,Producers and Directors,detailed,2720,7.5,3.964,4.61,NA,45.99,95670,1.8,24.63,32.25,42.89,54.74,68.74,51240,67090,89220,113850,142970,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,27-2021,Athletes and Sports Competitors,detailed,50,38.4,0.066,1.09,NA,*,*,*,*,*,*,*,*,*,*,*,*,*,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,27-2022,Coaches and Scouts,detailed,480,14.3,0.704,0.47,NA,*,72180,4.3,*,*,*,*,*,29650,35730,56750,83960,130510,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,27-2031,Dancers,detailed,90,11.1,0.13,2.45,NA,27.15,*,9.5,16.65,19.03,25.81,34.74,40.39,*,*,*,*,*,,True
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,27-2032,Choreographers,detailed,60,10.2,0.082,3.2,NA,45.67,95000,14.2,14.15,29.12,54.65,60.46,63.95,29430,60570,113670,125760,133010,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,27-2041,Music Directors and Composers,detailed,140,33.3,0.201,3.04,NA,*,*,*,*,*,*,*,*,*,*,*,*,*,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,27-2042,Musicians and Singers,detailed,310,6.8,0.446,1.79,NA,34.75,*,6.6,14.16,18.1,24.58,37.08,66.1,*,*,*,*,*,,True
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,27-2090,"Miscellaneous Entertainers and Performers, Sports and Related Workers",detailed,120,2.9,0.17,1.71,NA,*,*,*,*,*,*,*,*,*,*,*,*,*,,True
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,27-3011,Broadcast Announcers and Radio Disc Jockeys,detailed,470,43.2,0.684,3.49,NA,36.08,75050,7.7,20.56,24.39,29.46,38.09,50.45,42770,50730,61270,79220,104930,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,27-3023,"News Analysts, Reporters, and Journalists",detailed,2090,8,3.035,10.15,NA,55.76,115980,5.4,25.49,32.3,46.93,71.12,#,53030,67180,97620,147940,#,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,27-3031,Public Relations Specialists,detailed,19010,3.3,27.664,15.74,NA,52.47,109140,2.8,24.64,31.66,44.35,64.16,91.71,51240,65860,92240,133460,190770,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,27-3041,Editors,detailed,3300,4.7,4.806,7.16,NA,45.96,95590,2.5,23.88,31.66,41.18,55.6,74.36,49660,65850,85660,115640,154670,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,27-3042,Technical Writers,detailed,520,12.4,0.761,2.17,NA,43.38,90230,3.5,25.52,34.97,43.84,52.61,60,53090,72740,91190,109430,124790,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,27-3043,Writers and Authors,detailed,1350,6,1.959,6.16,NA,50.35,104720,3.6,27.95,36.3,49.63,62.06,74.26,58130,75510,103220,129080,154460,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,27-3091,Interpreters and Translators,detailed,840,24,1.227,3,NA,*,*,*,*,*,*,*,*,*,*,*,*,*,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,27-3099,"Media and Communication Workers, All Other",detailed,210,17.5,0.306,2.04,NA,35.83,74530,5.6,22.13,26.34,30.96,42.59,58.6,46030,54790,64400,88580,121900,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,27-4011,Audio and Video Technicians,detailed,650,14.9,0.948,2.12,NA,32.21,66990,1.9,19.95,24.45,30.01,38.91,48.54,41490,50850,62420,80930,100970,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,27-4012,Broadcast Technicians,detailed,480,15.1,0.692,3.71,NA,34.24,71230,5,15.15,21.26,34.46,47.16,51.84,31520,44230,71680,98090,107820,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,27-4014,Sound Engineering Technicians,detailed,120,20.3,0.171,2.18,NA,34.58,71930,5,16.99,23.24,31.55,40.5,57.04,35350,48330,65620,84230,118640,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,27-4021,Photographers,detailed,430,11.7,0.63,2.11,NA,44.1,91720,3.1,25,32.29,44.71,51.65,65.6,51990,67160,92990,107440,136450,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,27-4031,"Camera Operators, Television, Video, and Film",detailed,440,16.7,0.644,4.4,NA,33.86,70440,5,16.17,23.06,33.55,43.38,49.99,33640,47970,69790,90240,103980,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,27-4032,Film and Video Editors,detailed,370,23.4,0.54,3.35,NA,35.28,73390,4.1,18.94,25.66,33.15,42.58,53.3,39390,53380,68960,88570,110860,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,27-4098,"Lighting Technicians and Media and Communication Equipment Workers, All Other",detailed,340,3.2,0.493,3.14,NA,52.08,108340,6.3,31.48,45.01,53.97,62.53,64.17,65480,93630,112250,130060,133470,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,29-0000,Healthcare Practitioners and Technical Occupations,major,28210,2.8,41.049,0.67,NA,51.78,107690,4.2,22.95,31.06,42.96,58.61,96.17,47730,64600,89360,121910,200030,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,29-1021,"Dentists, General",detailed,510,30.9,0.745,1.08,NA,*,*,*,*,*,*,*,*,*,*,*,*,*,,
