AREA,ST,STATE,OCC_CODE,OCC_TITLE,GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC.QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
11,DC,District of Columbia,21-1029,"Social Workers, All Other",,540.0,32.1,0.839,1.525,26.58,55290.0,8.4,9.39,12.31,28.17,36.74,42.95,19530.0,25600.0,58590.0,76430.0,89330.0,,
11,DC,District of Columbia,21-1091,Health Educators,,620.0,49.1,0.967,2.114,40.93,85140.0,4.7,19.74,27.29,39.69,53.95,65.75,41060.0,56770.0,82560.0,112220.0,136770.0,,
11,DC,District of Columbia,21-1092,Probation Officers and Correctional Treatment Specialists,,120.0,9.8,0.19,0.269,26.1,54280.0,13.8,13.59,17.59,24.63,31.76,38.85,28270.0,36580.0,51230.0,66060.0,80810.0,,
11,DC,District of Columbia,21-1093,Social and Human Service Assistants,,1410.0,15.2,2.201,0.782,18.89,39290.0,5.0,10.71,14.26,17.39,22.16,28.26,22270.0,29650.0,36170.0,46100.0,58770.0,,
11,DC,District of Columbia,21-1798,"Community and Social Service Specialists, All Other*",,1110.0,16.4,1.739,1.973,22.51,46810.0,8.9,9.45,15.01,20.53,29.15,38.85,19660.0,31210.0,42700.0,60640.0,80810.0,,
11,DC,District of Columbia,21-2011,Clergy,,280.0,10.3,0.432,1.282,29.38,61100.0,6.6,12.73,19.44,31.01,35.94,47.79,26480.0,40440.0,64500.0,74750.0,99410.0,,
11,DC,District of Columbia,21-2021,"Directors, Religious Activities and Education",,150.0,33.6,0.229,1.729,27.52,57240.0,10.2,13.83,17.6,26.56,35.74,42.8,28760.0,36610.0,55240.0,74330.0,89030.0,,
11,DC,District of Columbia,23-0000,Legal Occupations,major,37490.0,1.7,58.63,7.507,67.22,139820.0,4.3,26.71,40.22,65.45,#,#,55560.0,83650.0,136130.0,#,#,,
11,DC,District of Columbia,23-1011,Lawyers,,28390.0,1.8,44.396,10.052,78.28,162830.0,5.8,42.81,59.02,73.87,#,#,89040.0,122750.0,153640.0,#,#,,
11,DC,District of Columbia,23-1012,Judicial Law Clerks,,310.0,13.4,0.48,2.425,31.61,65760.0,8.8,14.54,19.3,27.59,43.18,54.28,30240.0,40130.0,57390.0,89800.0,112910.0,,
11,DC,District of Columbia,23-1022,"Arbitrators, Mediators, and Conciliators",,110.0,35.9,0.166,3.049,41.52,86370.0,10.0,21.29,26.53,32.23,60.69,74.75,44280.0,55170.0,67040.0,126240.0,155480.0,,
11,DC,District of Columbia,23-2011,Paralegals and Legal Assistants*,,6350.0,7.1,9.936,5.093,31.6,65740.0,3.0,19.56,23.57,29.79,37.69,45.65,40690.0,49020.0,61960.0,78400.0,94960.0,,
11,DC,District of Columbia,23-2091,Court Reporters,,**,**,**,**,23.17,48190.0,5.3,10.99,17.56,22.46,28.82,35.63,22860.0,36530.0,46720.0,59940.0,74110.0,,
11,DC,District of Columbia,23-2099,"Legal Support Workers, All Other",,1710.0,7.9,2.676,8.068,32.32,67220.0,6.8,19.35,22.48,28.37,35.38,58.7,40250.0,46750.0,59020.0,73590.0,122090.0,,
11,DC,District of Columbia,25-0000,"Education, Training, and Library Occupations",major,33370.0,9.7,52.192,0.784,30.27,62970.0,4.8,11.12,16.79,27.19,37.73,52.18,23130.0,34920.0,56560.0,78480.0,108540.0,,
11,DC,District of Columbia,25-1011,"Business Teachers, Postsecondary",,980.0,28.8,1.539,2.474,*,85770.0,5.7,*,*,*,*,*,29170.0,52440.0,79030.0,109610.0,148520.0,True,
11,DC,District of Columbia,25-1021,"Computer Science Teachers, Postsecondary",,240.0,16.5,0.381,1.464,*,80090.0,5.1,*,*,*,*,*,25790.0,50630.0,70960.0,103800.0,142880.0,True,
11,DC,District of Columbia,25-1022,"Mathematical Science Teachers, Postsecondary",,330.0,12.6,0.511,1.25,*,73490.0,4.0,*,*,*,*,*,28980.0,47780.0,66890.0,93470.0,125070.0,True,
11,DC,District of Columbia,25-1042,"Biological Science Teachers, Postsecondary",,240.0,21.0,0.371,0.865,*,81010.0,3.3,*,*,*,*,*,45210.0,56180.0,73290.0,95970.0,126910.0,True,
11,DC,District of Columbia,25-1052,"Chemistry Teachers, Postsecondary",,120.0,17.2,0.183,1.1,*,83000.0,2.8,*,*,*,*,*,45550.0,57930.0,74050.0,102520.0,133340.0,True,
11,DC,District of Columbia,25-1054,"Physics Teachers, Postsecondary",,120.0,28.7,0.184,1.733,*,91290.0,4.1,*,*,*,*,*,46480.0,60460.0,82520.0,113890.0,152910.0,True,
11,DC,District of Columbia,25-1061,"Anthropology and Archeology Teachers, Postsecondary",,90.0,18.3,0.133,2.888,*,82940.0,5.1,*,*,*,*,*,51040.0,59790.0,78390.0,95640.0,124590.0,True,
11,DC,District of Columbia,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",,90.0,25.5,0.147,2.08,*,102980.0,7.7,*,*,*,*,*,50330.0,64600.0,90470.0,129840.0,#,True,
11,DC,District of Columbia,25-1063,"Economics Teachers, Postsecondary",,230.0,17.0,0.36,3.514,*,84060.0,7.2,*,*,*,*,*,29320.0,53340.0,79310.0,102810.0,138780.0,True,
11,DC,District of Columbia,25-1065,"Political Science Teachers, Postsecondary",,750.0,34.5,1.179,9.404,*,77230.0,3.5,*,*,*,*,*,36100.0,52700.0,70580.0,95050.0,127760.0,True,
11,DC,District of Columbia,25-1066,"Psychology Teachers, Postsecondary",,280.0,32.6,0.435,1.61,*,73700.0,3.0,*,*,*,*,*,31020.0,51050.0,70630.0,93920.0,113820.0,True,
11,DC,District of Columbia,25-1067,"Sociology Teachers, Postsecondary",,140.0,12.0,0.223,1.626,*,71030.0,5.6,*,*,*,*,*,28410.0,46000.0,65240.0,86460.0,118660.0,True,
11,DC,District of Columbia,25-1072,"Nursing Instructors and Teachers, Postsecondary",,**,**,**,**,*,58220.0,4.0,*,*,*,*,*,21590.0,41990.0,56280.0,75180.0,94340.0,True,
11,DC,District of Columbia,25-1081,"Education Teachers, Postsecondary",,360.0,13.9,0.565,1.169,*,61660.0,7.4,*,*,*,*,*,17350.0,40060.0,58260.0,76720.0,109880.0,True,
11,DC,District of Columbia,25-1082,"Library Science Teachers, Postsecondary",,40.0,18.1,0.058,1.688,*,*,*,*,*,*,*,*,*,*,*,*,*,True,
11,DC,District of Columbia,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",,180.0,29.5,0.28,2.569,*,62170.0,7.5,*,*,*,*,*,23820.0,33710.0,56250.0,77610.0,106030.0,True,
11,DC,District of Columbia,25-1112,"Law Teachers, Postsecondary",,910.0,18.5,1.416,12.313,*,108540.0,5.2,*,*,*,*,*,37470.0,56300.0,96730.0,146910.0,#,True,
11,DC,District of Columbia,25-1113,"Social Work Teachers, Postsecondary",,**,**,**,**,*,63600.0,3.7,*,*,*,*,*,34890.0,50080.0,61210.0,76230.0,94680.0,True,
11,DC,District of Columbia,25-1121,"Art, Drama, and Music Teachers, Postsecondary",,650.0,16.2,1.02,1.493,*,66190.0,8.7,*,*,*,*,*,19170.0,42160.0,62910.0,85100.0,120500.0,True,
11,DC,District of Columbia,25-1122,"Communications Teachers, Postsecondary",,440.0,12.6,0.694,3.085,*,63740.0,4.2,*,*,*,*,*,28070.0,47690.0,62480.0,78770.0,96030.0,True,
11,DC,District of Columbia,25-1123,"English Language and Literature Teachers, Postsecondary",,630.0,30.2,0.981,1.784,*,67490.0,2.3,*,*,*,*,*,34720.0,45800.0,62500.0,82270.0,110350.0,True,
11,DC,District of Columbia,25-1124,"Foreign Language and Literature Teachers, Postsecondary",,340.0,21.0,0.532,2.406,*,62050.0,3.4,*,*,*,*,*,36270.0,46790.0,58530.0,71540.0,93830.0,True,
11,DC,District of Columbia,25-1125,"History Teachers, Postsecondary",,250.0,15.6,0.395,2.161,*,79310.0,2.6,*,*,*,*,*,42190.0,56090.0,70630.0,91100.0,127230.0,True,
11,DC,District of Columbia,25-1126,"Philosophy and Religion Teachers, Postsecondary",,260.0,8.7,0.413,2.47,*,59340.0,6.1,*,*,*,*,*,18100.0,38470.0,61300.0,74510.0,94810.0,True,
11,DC,District of Columbia,25-1191,Graduate Teaching Assistants,,560.0,14.7,0.877,1.034,*,41560.0,8.0,*,*,*,*,*,26810.0,30560.0,40830.0,49500.0,60410.0,True,
11,DC,District of Columbia,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",,80.0,44.5,0.132,0.947,*,45190.0,3.6,*,*,*,*,*,25510.0,30430.0,42840.0,55380.0,69540.0,True,
11,DC,District of Columbia,25-1194,"Vocational Education Teachers, Postsecondary",,200.0,39.6,0.309,0.326,29.03,60390.0,4.2,19.84,24.42,28.12,33.43,38.99,41260.0,50800.0,58500.0,69540.0,81090.0,,
11,DC,District of Columbia,25-1199,"Postsecondary Teachers, All Other",,250.0,24.9,0.396,0.275,*,79410.0,15.3,*,*,*,*,*,25150.0,39760.0,57040.0,95100.0,#,True,
11,DC,District of Columbia,25-2011,"Preschool Teachers, Except Special Education",,1200.0,20.6,1.882,0.648,15.82,32890.0,7.1,9.03,10.47,13.74,20.34,23.94,18770.0,21770.0,28570.0,42310.0,49800.0,,
11,DC,District of Columbia,25-2012,"Kindergarten Teachers, Except Special Education",,250.0,23.5,0.384,0.282,*,42420.0,5.0,*,*,*,*,*,27080.0,32030.0,42470.0,50280.0,57980.0,True,
11,DC,District of Columbia,25-2021,"Elementary School Teachers, Except Special Education",,2410.0,6.3,3.766,0.322,*,63370.0,8.0,*,*,*,*,*,40210.0,49280.0,64500.0,79680.0,89470.0,True,
11,DC,District of Columbia,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",,630.0,19.1,0.981,0.19,*,56850.0,11.2,*,*,*,*,*,39200.0,45290.0,53100.0,68830.0,86190.0,True,
11,DC,District of Columbia,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",,1460.0,15.4,2.29,0.276,*,56270.0,7.3,*,*,*,*,*,36350.0,44170.0,53230.0,69160.0,85270.0,True,
11,DC,District of Columbia,25-2041,"Special Education Teachers, Preschool, Kindergarten, and Elementary School*",,360.0,30.1,0.568,0.318,*,49430.0,1.9,*,*,*,*,*,35250.0,41500.0,48420.0,57260.0,66680.0,True,
11,DC,District of Columbia,25-2053,"Special Education Teachers, Middle School",,130.0,14.7,0.197,0.249,*,44280.0,6.3,*,*,*,*,*,27460.0,34080.0,42990.0,53680.0,64450.0,True,
11,DC,District of Columbia,25-2054,"Special Education Teachers, Secondary School",,210.0,28.4,0.33,0.297,*,49490.0,1.8,*,*,*,*,*,33510.0,41130.0,49310.0,57170.0,66690.0,True,
11,DC,District of Columbia,25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,,180.0,33.9,0.277,0.514,17.45,36300.0,6.2,10.53,12.02,15.91,21.47,27.55,21910.0,25000.0,33080.0,44670.0,57300.0,,
11,DC,District of Columbia,25-3021,Self-Enrichment Education Teachers,,730.0,22.7,1.148,0.906,20.6,42840.0,6.0,10.72,12.99,19.34,27.6,32.26,22310.0,27020.0,40230.0,57410.0,67110.0,,
11,DC,District of Columbia,25-3999,"Teachers and Instructors, All Other*",,4370.0,2.5,6.836,1.223,*,54630.0,7.3,*,*,*,*,*,21590.0,25850.0,58760.0,71000.0,81210.0,True,
11,DC,District of Columbia,25-4011,Archivists,,110.0,6.0,0.173,4.371,38.08,79200.0,3.5,24.83,30.04,38.4,45.66,51.36,51650.0,62480.0,79870.0,94980.0,106840.0,,
11,DC,District of Columbia,25-4012,Curators,,180.0,13.2,0.287,3.459,36.41,75740.0,10.7,19.09,24.83,35.98,42.0,52.85,39710.0,51640.0,74850.0,87360.0,109940.0,,
11,DC,District of Columbia,25-4013,Museum Technicians and Conservators,,670.0,15.7,1.054,12.893,26.83,55800.0,7.7,13.12,16.39,25.65,36.03,41.99,27300.0,34090.0,53350.0,74950.0,87340.0,,
11,DC,District of Columbia,25-4021,Librarians,,1180.0,6.8,1.842,1.579,33.02,68690.0,4.4,20.55,26.49,32.53,39.59,46.23,42740.0,55090.0,67660.0,82350.0,96170.0,,
11,DC,District of Columbia,25-4031,Library Technicians,,670.0,4.3,1.054,1.226,19.7,40980.0,6.4,10.31,15.38,18.98,23.82,28.35,21440.0,31990.0,39480.0,49540.0,58970.0,,
11,DC,District of Columbia,25-9011,Audio-Visual and Multimedia Collections Specialists,,**,**,**,**,21.86,45460.0,6.3,13.32,15.32,21.69,26.46,31.91,27710.0,31860.0,45110.0,55040.0,66380.0,,
11,DC,District of Columbia,25-9031,Instructional Coordinators,,1640.0,9.7,2.566,2.532,38.12,79300.0,9.6,19.54,24.8,36.59,48.25,62.38,40650.0,51590.0,76100.0,100360.0,129750.0,,
11,DC,District of Columbia,25-9041,Teacher Assistants,,3490.0,16.1,5.452,0.555,*,26080.0,2.3,*,*,*,*,*,18390.0,21520.0,25980.0,29440.0,33910.0,True,
11,DC,District of Columbia,25-9099,"Education, Training, and Library Workers, All Other",,390.0,7.9,0.612,0.779,25.58,53200.0,6.9,13.66,17.44,22.57,33.68,41.32,28420.0,36280.0,46940.0,70050.0,85940.0,,
11,DC,District of Columbia,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,25440.0,2.8,39.788,2.946,35.69,74240.0,3.1,14.67,22.11,32.82,44.9,57.1,30500.0,45980.0,68260.0,93390.0,118770.0,,
11,DC,District of Columbia,27-1011,Art Directors,,250.0,28.7,0.388,1.66,40.27,83760.0,5.1,18.73,29.64,37.36,49.21,58.67,38960.0,61650.0,77710.0,102360.0,122020.0,,
11,DC,District of Columbia,27-1014,Multimedia Artists and Animators,,90.0,26.4,0.148,0.708,30.13,62670.0,9.5,19.0,22.19,26.82,39.02,44.09,39510.0,46160.0,55790.0,81170.0,91710.0,,
11,DC,District of Columbia,27-1019,"Artists and Related Workers, All Other",,1340.0,1.1,2.096,35.233,38.75,80600.0,2.4,20.3,33.03,39.6,46.8,52.79,42220.0,68700.0,82370.0,97330.0,109800.0,,
11,DC,District of Columbia,27-1023,Floral Designers,,70.0,28.7,0.111,0.295,13.14,27340.0,8.4,8.79,9.75,12.32,15.41,19.58,18280.0,20290.0,25620.0,32050.0,40730.0,,
11,DC,District of Columbia,27-1024,Graphic Designers,,1490.0,9.5,2.335,1.544,31.74,66020.0,5.1,17.55,22.18,30.57,41.15,48.27,36490.0,46140.0,63590.0,85590.0,100410.0,,
11,DC,District of Columbia,27-1025,Interior Designers,,550.0,15.6,0.854,2.706,35.16,73130.0,4.5,21.11,24.06,29.31,40.35,58.31,43900.0,50030.0,60960.0,83930.0,121290.0,,
11,DC,District of Columbia,27-1026,Merchandise Displayers and Window Trimmers,,190.0,46.4,0.295,0.583,15.24,31690.0,4.5,9.52,10.47,13.34,18.2,24.56,19810.0,21770.0,27740.0,37860.0,51090.0,,
11,DC,District of Columbia,27-1027,Set and Exhibit Designers,,150.0,17.8,0.241,3.774,29.83,62040.0,10.3,14.35,21.36,32.26,38.04,41.74,29850.0,44420.0,67110.0,79120.0,86820.0,,
11,DC,District of Columbia,27-2011,Actors,,560.0,29.5,0.874,2.029,*,*,*,*,*,*,*,*,*,*,*,*,*,,True
11,DC,District of Columbia,27-2012,Producers and Directors,,1350.0,6.7,2.106,3.205,43.67,90820.0,3.0,23.52,33.11,42.34,52.28,64.58,48930.0,68860.0,88060.0,108750.0,134320.0,,
11,DC,District of Columbia,27-2021,Athletes and Sports Competitors,,120.0,27.1,0.189,1.898,*,*,*,*,*,*,*,*,*,*,*,*,*,True,
11,DC,District of Columbia,27-2022,Coaches and Scouts,,550.0,15.3,0.853,0.588,*,53480.0,15.0,*,*,*,*,*,18090.0,19510.0,33290.0,58490.0,106330.0,True,
11,DC,District of Columbia,27-2041,Music Directors and Composers,,120.0,32.0,0.181,1.115,29.01,60330.0,9.4,9.12,20.47,26.79,34.82,45.13,18960.0,42580.0,55720.0,72430.0,93860.0,,
11,DC,District of Columbia,27-2042,Musicians and Singers,,100.0,40.0,0.154,0.451,21.23,*,24.6,8.64,9.09,10.23,36.17,46.54,*,*,*,*,*,,True
11,DC,District of Columbia,27-2099,"Entertainers and Performers, Sports and Related Workers, All Other",,80.0,41.7,0.127,0.687,*,*,*,*,*,*,*,*,*,*,*,*,*,,True
11,DC,District of Columbia,27-3011,Radio and Television Announcers,,170.0,25.4,0.268,1.047,45.04,93690.0,14.0,12.08,19.32,30.98,57.42,#,25120.0,40170.0,64440.0,119430.0,#,,
11,DC,District of Columbia,27-3021,Broadcast News Analysts,,290.0,44.3,0.449,10.056,31.06,64600.0,3.6,22.94,26.87,30.4,34.67,39.8,47720.0,55880.0,63240.0,72110.0,82790.0,,
11,DC,District of Columbia,27-3022,Reporters and Correspondents,,1860.0,13.0,2.911,8.198,33.45,69570.0,8.7,12.82,18.01,25.67,40.23,60.66,26660.0,37460.0,53380.0,83680.0,126160.0,,
11,DC,District of Columbia,27-3031,Public Relations Specialists,,8070.0,6.0,12.618,7.109,39.68,82540.0,3.9,16.85,23.93,35.81,50.12,67.54,35050.0,49770.0,74490.0,104250.0,140480.0,,
11,DC,District of Columbia,27-3041,Editors,,3120.0,7.6,4.887,6.264,34.38,71510.0,2.7,17.23,25.25,31.87,41.91,53.65,35840.0,52520.0,66290.0,87170.0,111600.0,,
11,DC,District of Columbia,27-3042,Technical Writers,,980.0,22.2,1.53,4.421,30.24,62890.0,7.7,15.36,19.83,30.9,38.91,45.62,31960.0,41250.0,64270.0,80940.0,94890.0,,
11,DC,District of Columbia,27-3043,Writers and Authors,,1220.0,8.5,1.913,5.932,38.72,80540.0,4.7,22.19,29.14,37.58,48.66,55.65,46150.0,60610.0,78170.0,101210.0,115750.0,,
11,DC,District of Columbia,27-3091,Interpreters and Translators,,350.0,37.7,0.553,1.59,25.49,53020.0,4.8,12.08,13.39,20.25,38.61,48.21,25130.0,27850.0,42120.0,80320.0,100280.0,,
11,DC,District of Columbia,27-3099,"Media and Communication Workers, All Other",,170.0,16.8,0.258,1.381,31.73,66000.0,9.0,13.46,16.2,30.55,42.11,51.92,28000.0,33690.0,63540.0,87580.0,107980.0,,
11,DC,District of Columbia,27-4011,Audio and Video Equipment Technicians,,390.0,10.5,0.607,1.624,24.15,50230.0,3.4,15.03,18.29,22.1,29.97,37.56,31260.0,38050.0,45970.0,62340.0,78130.0,,
11,DC,District of Columbia,27-4012,Broadcast Technicians,,510.0,10.5,0.801,3.336,30.74,63950.0,6.0,10.92,18.93,31.88,43.45,44.77,22720.0,39380.0,66320.0,90380.0,93110.0,,
11,DC,District of Columbia,27-4013,Radio Operators,,110.0,4.8,0.165,22.728,*,*,*,*,*,*,*,*,*,*,*,*,*,,
11,DC,District of Columbia,27-4014,Sound Engineering Technicians,,100.0,15.6,0.162,1.316,32.8,68230.0,3.4,15.58,22.9,34.79,40.39,50.6,32400.0,47640.0,72360.0,84000.0,105250.0,,
11,DC,District of Columbia,27-4021,Photographers,,250.0,25.8,0.393,0.916,26.98,56110.0,7.9,13.14,17.28,23.57,36.17,43.96,27330.0,35930.0,49020.0,75240.0,91440.0,,
11,DC,District of Columbia,27-4031,"Camera Operators, Television, Video, and Motion Picture",,210.0,16.5,0.321,2.434,31.85,66250.0,7.2,14.32,20.49,34.04,41.99,46.69,29780.0,42620.0,70790.0,87340.0,97120.0,,
11,DC,District of Columbia,27-4032,Film and Video Editors,,80.0,12.7,0.119,0.759,34.53,71820.0,6.6,19.28,24.66,32.93,43.87,55.78,40110.0,51280.0,68490.0,91260.0,116030.0,,
11,DC,District of Columbia,27-4099,"Media and Communication Equipment Workers, All Other",,440.0,2.6,0.681,5.147,45.14,93880.0,3.2,33.03,39.05,45.65,52.5,55.78,68710.0,81210.0,94960.0,109200.0,116020.0,,
11,DC,District of Columbia,29-0000,Healthcare Practitioners and Technical Occupations,major,27070.0,5.6,42.34,0.732,39.05,81230.0,3.5,17.18,24.4,33.34,45.15,66.93,35730.0,50760.0,69350.0,93920.0,139220.0,,
11,DC,District of Columbia,29-1021,"Dentists, General",,210.0,20.8,0.335,0.486,79.77,165910.0,16.7,39.65,49.57,67.04,#,#,82470.0,103110.0,139440.0,#,#,,
11,DC,District of Columbia,29-1031,Dietitians and Nutritionists,,360.0,17.7,0.559,1.328,23.36,48600.0,7.4,11.25,13.01,20.43,33.14,39.6,23400.0,27070.0,42480.0,68930.0,82370.0,,
11,DC,District of Columbia,29-1041,Optometrists,,70.0,22.3,0.106,0.509,53.27,110800.0,13.1,33.51,37.66,44.96,57.52,#,69700.0,78330.0,93520.0,119640.0,#,,
11,DC,District of Columbia,29-1051,Pharmacists,,650.0,13.2,1.011,0.479,54.97,114340.0,2.6,44.39,49.72,55.6,63.64,69.46,92330.0,103420.0,115640.0,132370.0,144490.0,,
11,DC,District of Columbia,29-1061,Anesthesiologists,,70.0,25.3,0.104,0.38,*,*,*,*,*,*,*,*,*,*,*,*,*,,
11,DC,District of Columbia,29-1062,Family and General Practitioners,,410.0,40.4,0.643,0.835,71.49,148700.0,6.6,34.78,50.64,66.19,#,#,72350.0,105330.0,137680.0,#,#,,
11,DC,District of Columbia,29-1063,"Internists, General",,160.0,30.1,0.253,0.642,110.96,230800.0,15.5,56.32,#,#,#,#,117150.0,#,#,#,#,,
11,DC,District of Columbia,29-1066,Psychiatrists,,250.0,10.6,0.396,2.219,58.58,121840.0,7.1,23.29,29.2,68.53,#,#,48450.0,60740.0,142540.0,#,#,,
11,DC,District of Columbia,29-1067,Surgeons,,280.0,31.4,0.441,1.297,115.2,239610.0,11.4,#,#,#,#,#,#,#,#,#,#,,
11,DC,District of Columbia,29-1069,"Physicians and Surgeons, All Other",,1790.0,4.0,2.793,1.208,84.81,176400.0,8.4,35.25,65.58,#,#,#,73330.0,136410.0,#,#,#,,
11,DC,District of Columbia,29-1071,Physician Assistants,,550.0,46.1,0.855,1.335,46.9,97550.0,2.4,33.04,42.78,48.73,55.34,62.21,68720.0,88990.0,101360.0,115100.0,129400.0,,
11,DC,District of Columbia,29-1111,Registered Nurses*,,9510.0,7.0,14.876,0.712,36.64,76210.0,2.3,25.63,30.18,36.53,43.23,49.78,53300.0,62770.0,75990.0,89920.0,103550.0,,
11,DC,District of Columbia,29-1122,Occupational Therapists,,140.0,19.9,0.213,0.27,40.17,83550.0,2.8,29.32,34.28,39.9,45.13,52.56,60970.0,71300.0,82990.0,93870.0,109320.0,,
11,DC,District of Columbia,29-1123,Physical Therapists,,360.0,10.6,0.56,0.395,40.63,84510.0,7.7,26.3,30.88,37.99,46.64,60.35,54710.0,64230.0,79020.0,97000.0,125520.0,,
11,DC,District of Columbia,29-1124,Radiation Therapists,,140.0,16.1,0.226,1.731,32.53,67660.0,4.5,22.32,27.14,32.0,37.72,43.0,46420.0,56440.0,66560.0,78470.0,89440.0,,
11,DC,District of Columbia,29-1125,Recreational Therapists,,100.0,11.1,0.157,0.958,27.67,57560.0,3.0,16.87,23.54,29.16,32.23,35.53,35090.0,48960.0,60650.0,67040.0,73900.0,,
11,DC,District of Columbia,29-1126,Respiratory Therapists,,290.0,11.4,0.46,0.535,27.88,58000.0,4.8,22.47,22.48,27.52,31.7,36.09,46740.0,46750.0,57230.0,65930.0,75070.0,,
11,DC,District of Columbia,29-1127,Speech-Language Pathologists,,330.0,19.3,0.513,0.579,38.26,79590.0,3.8,26.86,31.31,37.4,43.2,49.05,55880.0,65120.0,77800.0,89850.0,102020.0,,
11,DC,District of Columbia,29-1128,"Therapists, All Other*",,70.0,33.8,0.104,0.818,20.93,43540.0,8.8,12.57,13.56,15.73,27.74,36.04,26140.0,28200.0,32720.0,57700.0,74960.0,,
11,DC,District of Columbia,29-1131,Veterinarians,,80.0,14.4,0.124,0.289,57.69,120000.0,10.6,37.31,44.35,53.01,61.72,74.76,77610.0,92250.0,110260.0,128380.0,155490.0,,
11,DC,District of Columbia,29-1181,Audiologists,,70.0,23.3,0.111,1.097,35.83,74520.0,3.2,29.29,32.36,35.54,39.63,43.48,60920.0,67300.0,73920.0,82440.0,90430.0,,
11,DC,District of Columbia,29-1199,"Health Diagnosing and Treating Practitioners, All Other",,480.0,2.6,0.744,3.012,49.59,103140.0,4.0,31.04,39.43,51.07,57.33,67.44,64560.0,82010.0,106220.0,119240.0,140270.0,,
11,DC,District of Columbia,29-2011,Medical and Clinical Laboratory Technologists,,890.0,5.0,1.39,1.074,31.53,65570.0,3.7,20.86,25.79,31.22,36.75,43.92,43380.0,53630.0,64940.0,76440.0,91350.0,,
11,DC,District of Columbia,29-2012,Medical and Clinical Laboratory Technicians,,670.0,13.5,1.049,0.852,23.22,48290.0,8.8,10.47,13.97,18.0,24.44,32.04,21780.0,29070.0,37440.0,50840.0,66640.0,,
11,DC,District of Columbia,29-2021,Dental Hygienists,,470.0,16.5,0.737,0.528,41.5,86320.0,4.6,32.96,36.66,40.66,47.92,53.89,68550.0,76240.0,84570.0,99670.0,112090.0,,
11,DC,District of Columbia,29-2031,Cardiovascular Technologists and Technicians,,90.0,34.7,0.137,0.357,31.89,66340.0,6.4,16.53,23.17,33.36,38.64,47.74,34390.0,48190.0,69380.0,80370.0,99300.0,,
11,DC,District of Columbia,29-2032,Diagnostic Medical Sonographers,,90.0,42.7,0.144,0.345,33.71,70130.0,3.3,20.58,27.1,34.32,40.97,46.61,42800.0,56380.0,71390.0,85220.0,96940.0,,
11,DC,District of Columbia,29-2037,Radiologic Technologists and Technicians*,,780.0,13.9,1.222,0.717,31.7,65930.0,2.6,19.98,26.12,31.44,37.86,45.1,41570.0,54330.0,65380.0,78740.0,93800.0,,
11,DC,District of Columbia,29-2041,Emergency Medical Technicians and Paramedics,,1310.0,3.0,2.052,1.176,23.97,49870.0,5.7,14.33,22.11,23.74,26.02,30.99,29820.0,45990.0,49380.0,54120.0,64460.0,,
11,DC,District of Columbia,29-2052,Pharmacy Technicians,,670.0,20.0,1.047,0.399,16.75,34850.0,4.0,10.38,12.69,16.67,20.21,23.68,21590.0,26390.0,34660.0,42040.0,49250.0,,
11,DC,District of Columbia,29-2053,Psychiatric Technicians,,470.0,14.0,0.731,1.279,20.15,41920.0,7.9,11.15,15.13,21.53,24.51,25.76,23200.0,31480.0,44770.0,50980.0,53570.0,,
11,DC,District of Columbia,29-2055,Surgical Technologists,,590.0,29.4,0.919,1.266,23.53,48950.0,9.6,12.43,16.64,22.06,28.65,35.37,25850.0,34610.0,45890.0,59590.0,73560.0,,
11,DC,District of Columbia,29-2056,Veterinary Technologists and Technicians,,50.0,38.9,0.078,0.124,15.75,32760.0,6.1,9.15,12.67,14.76,18.54,22.53,19040.0,26360.0,30690.0,38570.0,46860.0,,
11,DC,District of Columbia,29-2061,Licensed Practical and Licensed Vocational Nurses,,1740.0,14.4,2.729,0.475,23.75,49400.0,2.0,18.44,21.0,23.91,26.39,29.07,38350.0,43680.0,49730.0,54890.0,60460.0,,
11,DC,District of Columbia,29-2071,Medical Records and Health Information Technicians,,540.0,13.3,0.84,0.606,20.74,43140.0,3.8,12.43,15.98,20.45,24.74,28.61,25850.0,33230.0,42550.0,51470.0,59510.0,,
11,DC,District of Columbia,29-2081,"Opticians, Dispensing",,180.0,24.0,0.276,0.564,17.68,36760.0,8.6,10.48,13.5,16.67,22.71,25.21,21800.0,28080.0,34680.0,47240.0,52440.0,,
11,DC,District of Columbia,29-2799,"Health Technologists and Technicians, All Other*",,330.0,14.5,0.519,0.75,21.88,45510.0,8.0,14.36,16.23,19.57,27.57,32.26,29860.0,33760.0,40710.0,57340.0,67100.0,,
