AREA,STATE,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,PCT_RPT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,19-1032,Foresters,detailed,30,1.5,0.045,0.67,NA,NA,51.5,107120,0.6,31.13,39.47,50.05,50.05,93.18,64760,82090,104100,104100,193810,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,19-1042,"Medical Scientists, Except Epidemiologists",detailed,350,17.1,0.53,0.69,NA,NA,55.98,116430,7.7,29.73,38.35,47.91,76.57,82.93,61830,79760,99640,159270,172490,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,19-2012,Physicists,detailed,590,16.7,0.886,6.23,NA,NA,62.15,129260,7.2,36.47,48.62,63.4,82.5,82.93,75860,101130,131870,171600,172490,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,19-2031,Chemists,detailed,270,0.6,0.402,0.7,NA,NA,61.76,128460,0.6,37.51,51.51,63.14,74.61,82.93,78010,107140,131330,155190,172490,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,19-2041,"Environmental Scientists and Specialists, Including Health",detailed,1190,5.2,1.795,3.29,NA,NA,59.57,123900,1.6,37.98,47.86,61.48,72.65,82.93,79000,99550,127880,151110,172490,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,19-2099,"Physical Scientists, All Other",detailed,710,4.8,1.08,7.73,NA,NA,68.51,142490,0.6,49.85,58,71.6,82.93,82.93,103690,120640,148930,172490,172490,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,19-3011,Economists,detailed,4160,6.6,6.29,56.64,NA,NA,67.64,140690,1.7,37.62,48.99,64.79,82.93,#,78240,101900,134760,172490,#,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,19-3022,Survey Researchers,detailed,500,30.2,0.763,12.15,NA,NA,46.6,96920,10.1,22.4,29.13,37.98,60.59,77.67,46590,60590,79000,126020,161560,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,19-3033,Clinical and Counseling Psychologists,detailed,270,12.8,0.415,1.01,NA,NA,48.02,99890,9.1,18.41,23.46,38.19,50.54,99,38290,48800,79430,105120,205920,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,19-3034,School Psychologists,detailed,240,7.1,0.369,0.91,NA,NA,46.21,96120,4.3,18.36,36,47.33,55.97,61.28,38180,74870,98440,116410,127450,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,19-3039,"Psychologists, All Other",detailed,240,8.4,0.359,3.67,NA,NA,50.21,104440,1.1,24.84,41.92,50.63,59.82,64.92,51670,87190,105300,124430,135030,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,19-3051,Urban and Regional Planners,detailed,320,39.1,0.484,1.75,NA,NA,51.6,107330,4.2,31.19,39.72,50.63,64.61,67.04,64870,82630,105300,134380,139440,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,19-3091,Anthropologists and Archeologists,detailed,50,1,0.071,1.5,NA,NA,*,*,*,*,*,*,*,*,*,*,*,*,*,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,19-3093,Historians,detailed,240,14.3,0.36,17.41,NA,NA,49.7,103370,8.9,23.28,34.97,54.5,63.06,72.65,48430,72740,113360,131170,151110,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,19-3094,Political Scientists,detailed,3490,8.7,5.275,131.46,NA,NA,60.68,126210,2.5,30.1,49.85,61.48,76.57,82.93,62610,103690,127880,159270,172490,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,19-3099,"Social Scientists and Related Workers, All Other",detailed,2590,2.4,3.907,16.03,NA,NA,51.49,107100,1.1,28.9,41.92,51.51,60.87,70.68,60110,87190,107140,126610,147010,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,19-4021,Biological Technicians,detailed,250,2.3,0.378,0.7,NA,NA,24.3,50540,0.5,18.04,18.18,23.14,28.86,34.68,37530,37820,48130,60020,72130,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,19-4031,Chemical Technicians,detailed,70,3.3,0.099,0.24,NA,NA,35.07,72940,1.2,20.89,22.68,28.23,56.38,56.38,43440,47170,58720,117270,117270,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,19-4061,Social Science Research Assistants,detailed,2290,12,3.464,17.01,NA,NA,32.08,66720,3.2,18.95,23,28.41,37.14,50.05,39410,47830,59100,77250,104100,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,19-4099,"Life, Physical, and Social Science Technicians, All Other",detailed,1160,12,1.754,3.97,NA,NA,*,*,*,*,*,*,*,*,*,*,*,*,*,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,19-5011,Occupational Health and Safety Specialists,detailed,310,19.3,0.468,0.62,NA,NA,45.32,94260,5.3,23.63,36,45.47,54.83,64.61,49150,74870,94570,114050,134400,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,21-0000,Community and Social Service Occupations,major,10060,5.1,15.201,0.96,NA,NA,33.82,70340,2.2,18.6,23.54,30.01,38.74,48.37,38700,48960,62420,80580,100600,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,21-1012,"Educational, Guidance, and Career Counselors and Advisors",detailed,1610,10.4,2.436,1.16,NA,NA,33.42,69520,4.2,18.6,27.72,30.45,37.61,47,38700,57670,63340,78220,97760,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,21-1015,Rehabilitation Counselors,detailed,880,25.1,1.329,2.07,NA,NA,23.78,49450,5.8,15.2,15.53,22.86,29.13,37.03,31610,32310,47560,60600,77020,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",detailed,820,14,1.238,0.56,NA,NA,31.21,64920,6.1,15.08,23.12,29.13,37.03,46.57,31370,48090,60600,77020,96870,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,21-1019,"Counselors, All Other",detailed,70,28.2,0.11,0.53,NA,NA,29.19,60710,7.3,22.85,22.86,29.13,36.67,46.24,47530,47550,60600,76280,96170,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,21-1021,"Child, Family, and School Social Workers",detailed,2220,6.1,3.358,1.39,NA,NA,33.82,70340,1.8,22.44,23.86,36.65,41.12,47,46670,49630,76240,85520,97760,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,21-1022,Healthcare Social Workers,detailed,370,15.2,0.553,0.45,NA,NA,41.83,87000,19.9,22.87,29.77,37.51,47.47,59.94,47570,61920,78020,98740,124680,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,21-1023,Mental Health and Substance Abuse Social Workers,detailed,520,14.9,0.791,0.98,NA,NA,35.34,73500,3,23.47,29.56,29.65,47,49.81,48820,61480,61660,97760,103600,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,21-1029,"Social Workers, All Other",detailed,350,32.4,0.524,1.49,NA,NA,33.11,68880,14.9,22.66,22.66,28.86,44.71,48.91,47130,47130,60020,93000,101730,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,21-1091,Health Education Specialists,detailed,630,11.5,0.956,2.41,NA,NA,45.49,94610,2.5,23.47,30.44,46.86,59.07,67.04,48820,63310,97460,122870,139440,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,21-1093,Social and Human Service Assistants,detailed,900,15.2,1.363,0.48,NA,NA,29.91,62210,3.9,18.62,23.31,29.02,36.67,46.25,38720,48480,60360,76270,96190,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,21-1094,Community Health Workers,detailed,440,15.1,0.672,1.55,NA,NA,33.35,69370,5.3,18.75,23.59,30.45,46.86,47.08,39000,49060,63340,97460,97930,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,21-1099,"Community and Social Service Specialists, All Other",detailed,630,43.3,0.958,1.49,NA,NA,38.06,79160,8.6,22.86,28.97,37.03,47,59.98,47550,60260,77020,97760,124770,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,21-2011,Clergy,detailed,140,15.6,0.21,0.58,NA,NA,34.47,71710,1.9,22.66,29.56,30.44,38.72,49.27,47130,61480,63310,80540,102480,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,21-2021,"Directors, Religious Activities and Education",detailed,250,22.4,0.371,2.49,NA,NA,42.53,88460,7,23.27,28.9,36.97,49.27,62.87,48410,60110,76890,102480,130760,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,21-2099,"Religious Workers, All Other",detailed,200,24.9,0.307,4.13,NA,NA,32.7,68020,2.1,18.38,23.16,30.01,38.09,47.29,38230,48180,62420,79230,98360,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,23-0000,Legal Occupations,major,38110,2.5,57.577,6.89,NA,NA,85.34,177510,1.4,36.7,57.98,82.06,#,#,76330,120590,170690,#,#,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,23-1011,Lawyers,detailed,30850,2.5,46.599,9.64,NA,NA,95.59,198820,1.2,53.17,73.91,82.93,#,#,110590,153730,172490,#,#,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,23-1022,"Arbitrators, Mediators, and Conciliators",detailed,140,17.3,0.211,4.07,NA,NA,55.68,115810,5.4,35.71,46.57,49.08,60.87,80.67,74280,96870,102080,126610,167790,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,23-2011,Paralegals and Legal Assistants,detailed,5540,7.3,8.362,3.5,NA,NA,40.11,83420,2.6,22.62,28.9,37.42,47.43,58.2,47040,60110,77840,98660,121050,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,23-2099,"Legal Support Workers, All Other",detailed,1290,6,1.943,5.94,NA,NA,41.53,86380,2,23.63,28.9,37.11,48.61,70.73,49150,60110,77190,101100,147130,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-0000,Educational Instruction and Library Occupations,major,30890,1.3,46.659,0.8,NA,NA,37.59,78190,0.9,15.83,22.9,36.13,46.95,59.9,32930,47630,75150,97660,124590,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-1011,"Business Teachers, Postsecondary",detailed,700,9,1.053,1.86,NA,NA,*,118860,0.9,*,*,*,*,*,48380,76350,99030,159120,#,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-1021,"Computer Science Teachers, Postsecondary",detailed,160,0.3,0.244,0.91,NA,NA,*,118860,0.3,*,*,*,*,*,48090,78070,100130,161830,206490,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-1022,"Mathematical Science Teachers, Postsecondary",detailed,240,0.4,0.356,1.14,NA,NA,*,87170,0.3,*,*,*,*,*,31200,60270,77890,100130,152950,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-1031,"Architecture Teachers, Postsecondary",detailed,70,0.5,0.103,2.44,NA,NA,*,105020,0.3,*,*,*,*,*,60770,76680,97110,122620,162930,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-1032,"Engineering Teachers, Postsecondary",detailed,170,0.5,0.258,1.03,NA,NA,*,109410,0.2,*,*,*,*,*,60770,78100,99640,126710,162930,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-1042,"Biological Science Teachers, Postsecondary",detailed,320,0.4,0.483,1.43,NA,NA,*,111360,0.4,*,*,*,*,*,60670,77740,99300,129040,165240,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-1052,"Chemistry Teachers, Postsecondary",detailed,100,0.6,0.147,1.02,NA,NA,*,100220,0.3,*,*,*,*,*,60670,61200,96450,125650,163090,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-1054,"Physics Teachers, Postsecondary",detailed,120,0.8,0.184,2.08,NA,NA,*,104590,0.3,*,*,*,*,*,48080,76350,96450,127370,165240,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-1061,"Anthropology and Archeology Teachers, Postsecondary",detailed,40,0.8,0.056,1.57,NA,NA,*,100940,0.4,*,*,*,*,*,61260,76680,97110,122620,154690,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",detailed,120,0.4,0.186,2.89,NA,NA,*,85400,0.4,*,*,*,*,*,31200,60770,77740,100130,160580,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-1063,"Economics Teachers, Postsecondary",detailed,170,0.3,0.256,3.06,NA,NA,*,156490,0.4,*,*,*,*,*,77290,97660,154890,#,#,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-1065,"Political Science Teachers, Postsecondary",detailed,680,0.3,1.034,10.36,NA,NA,*,113740,0.4,*,*,*,*,*,47860,76680,97110,129040,206160,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-1066,"Psychology Teachers, Postsecondary",detailed,150,0.5,0.231,0.9,NA,NA,*,105510,0.4,*,*,*,*,*,61260,77820,99030,124170,159600,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-1067,"Sociology Teachers, Postsecondary",detailed,90,1.2,0.138,1.55,NA,NA,*,93760,0.3,*,*,*,*,*,47850,61490,78610,121540,127730,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-1069,"Social Sciences Teachers, Postsecondary, All Other",detailed,100,1,0.155,1.35,NA,NA,*,94550,0.3,*,*,*,*,*,60270,60710,78060,97940,161360,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-1071,"Health Specialties Teachers, Postsecondary",detailed,940,0.5,1.414,1.04,NA,NA,*,124550,0.3,*,*,*,*,*,48020,78060,100030,163870,#,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-1072,"Nursing Instructors and Teachers, Postsecondary",detailed,190,2.2,0.294,0.61,NA,NA,*,100030,0.5,*,*,*,*,*,48650,76350,100050,126330,161460,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-1081,"Education Teachers, Postsecondary",detailed,560,0.8,0.85,2.04,NA,NA,*,54690,0.3,*,*,*,*,*,31200,31200,31200,75940,98320,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-1112,"Law Teachers, Postsecondary",detailed,670,0.3,1.011,10.1,NA,NA,*,149220,0.4,*,*,*,*,*,61320,78080,125170,205400,#,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-1113,"Social Work Teachers, Postsecondary",detailed,70,1.7,0.107,1.23,NA,NA,*,82700,0.2,*,*,*,*,*,48010,61070,77860,96100,125460,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-1121,"Art, Drama, and Music Teachers, Postsecondary",detailed,480,0.5,0.728,1.08,NA,NA,*,80870,0.3,*,*,*,*,*,47410,60590,75940,97810,121350,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-1122,"Communications Teachers, Postsecondary",detailed,290,0.5,0.431,2.22,NA,NA,*,92910,0.3,*,*,*,*,*,61070,76350,77740,99030,127730,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-1123,"English Language and Literature Teachers, Postsecondary",detailed,370,0.3,0.554,1.33,NA,NA,*,90310,0.3,*,*,*,*,*,60670,62550,77370,100130,127730,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-1124,"Foreign Language and Literature Teachers, Postsecondary",detailed,520,14.6,0.792,5.68,NA,NA,*,76040,2.1,*,*,*,*,*,48040,60670,76350,78750,99710,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-1125,"History Teachers, Postsecondary",detailed,140,0.8,0.208,1.58,NA,NA,*,103620,0.4,*,*,*,*,*,61760,76350,96450,125540,163090,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-1126,"Philosophy and Religion Teachers, Postsecondary",detailed,420,12.1,0.633,4.27,NA,NA,*,93120,1.5,*,*,*,*,*,60670,76350,96450,99030,127730,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-1194,"Career/Technical Education Teachers, Postsecondary",detailed,60,36,0.088,0.12,NA,NA,28.01,58270,8.9,17.82,22.66,27.11,36.65,36.68,37070,47130,56380,76240,76300,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-1199,"Postsecondary Teachers, All Other",detailed,550,17,0.835,0.59,NA,NA,*,87960,5.9,*,*,*,*,*,31200,47850,75150,99710,162990,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-2011,"Preschool Teachers, Except Special Education",detailed,2240,14.4,3.387,1.22,NA,NA,26.9,55960,3.9,15.43,17.91,22.59,30.78,45.93,32080,37240,46990,64030,95530,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-2012,"Kindergarten Teachers, Except Special Education",detailed,190,27,0.284,0.33,NA,NA,*,59870,9.6,*,*,*,*,*,31760,39120,61730,76630,78920,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-2021,"Elementary School Teachers, Except Special Education",detailed,3330,5.8,5.028,0.53,NA,NA,*,78010,1.8,*,*,*,*,*,48450,61730,77490,95530,110180,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",detailed,1010,14.4,1.52,0.36,NA,NA,*,74510,2.5,*,*,*,*,*,60070,60630,77170,78460,99680,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",detailed,2940,9.1,4.435,0.61,NA,NA,*,77760,1.6,*,*,*,*,*,50080,61290,77570,95530,107390,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-2032,"Career/Technical Education Teachers, Secondary School",detailed,**,**,**,**,NA,NA,*,83300,8.4,*,*,*,*,*,64030,79330,79340,97830,101860,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-2052,"Special Education Teachers, Kindergarten and Elementary School",detailed,950,7.7,1.431,1.08,NA,NA,*,81050,2.1,*,*,*,*,*,60590,61580,77310,97980,109800,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-2057,"Special Education Teachers, Middle School",detailed,240,27.3,0.362,0.64,NA,NA,*,83250,4.6,*,*,*,*,*,62230,62560,81550,98210,110180,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-2058,"Special Education Teachers, Secondary School",detailed,400,17.5,0.6,0.58,NA,NA,*,79700,5.4,*,*,*,*,*,56510,61040,77280,98210,111620,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-2059,"Special Education Teachers, All Other",detailed,200,9.1,0.305,1.13,NA,NA,*,70550,1.6,*,*,*,*,*,47130,60020,60270,85520,101190,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",detailed,370,26.3,0.552,2.03,NA,NA,30.75,63970,3.2,23.29,28.98,29.33,30.26,36.84,48440,60270,61010,62940,76630,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-3021,Self-Enrichment Teachers,detailed,320,30.8,0.481,0.31,NA,NA,24.43,50810,20,15,15.23,17.89,22.62,36.65,31200,31680,37210,47050,76240,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-3031,"Substitute Teachers, Short-Term",detailed,200,32.2,0.308,0.12,NA,NA,16.11,33510,2.6,15,15,15,15,22.17,31200,31200,31200,31200,46120,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-3041,Tutors,detailed,640,7.8,0.965,0.92,NA,NA,19.94,41460,1.6,15,15,15.46,23.04,28.8,31200,31200,32150,47930,59900,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-3099,"Teachers and Instructors, All Other",detailed,870,9.4,1.314,1.12,NA,NA,*,88270,4.2,*,*,*,*,*,38070,61730,84860,99750,156940,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-4011,Archivists,detailed,170,14,0.26,5.99,NA,NA,38.77,80630,5.2,22.79,28.9,37.72,47.88,56.49,47410,60110,78460,99590,117500,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-4012,Curators,detailed,190,12.3,0.284,3.63,NA,NA,39.44,82030,3.2,23.6,29.54,36.96,47.07,48.91,49080,61450,76870,97910,101730,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-4013,Museum Technicians and Conservators,detailed,450,6,0.673,8.65,NA,NA,35.46,73760,1.5,23.06,27.57,36.14,43.13,48.91,47970,57350,75170,89710,101730,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-4022,Librarians and Media Collections Specialists,detailed,1000,6.1,1.516,1.67,NA,NA,42.09,87540,0.8,29.13,36.51,39.25,48.34,54.5,60600,75940,81640,100550,113360,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-4031,Library Technicians,detailed,510,7.5,0.771,1.49,NA,NA,26.81,55770,1.1,17.93,23.37,28.49,29.73,34.02,37290,48610,59250,61840,70760,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-9031,Instructional Coordinators,detailed,1350,10.4,2.038,1.55,NA,NA,51.57,107260,3.1,29.8,39.25,51.51,61.17,73.54,61980,81650,107140,127230,152950,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-9044,"Teaching Assistants, Postsecondary",detailed,600,0.3,0.902,1.05,NA,NA,*,44560,0.4,*,*,*,*,*,31200,31310,47130,47630,60760,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-9045,"Teaching Assistants, Except Postsecondary",detailed,3350,8.1,5.065,0.6,NA,NA,*,37970,1.5,*,*,*,*,*,31200,31550,37290,39890,46270,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,25-9099,"Educational Instruction and Library Workers, All Other",detailed,580,14.2,0.871,0.79,NA,NA,36.3,75500,3.1,22.63,28.61,36.55,44.49,48.75,47070,59510,76030,92540,101400,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,36160,2.8,54.627,4.24,NA,NA,47.65,99120,2.2,23.62,30.21,38.85,59.82,78.7,49130,62840,80810,124430,163700,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,27-1011,Art Directors,detailed,270,29.1,0.403,1.35,NA,NA,53.18,110610,3.7,30.59,47.9,49.71,61.24,74.7,63620,99640,103400,127370,155380,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,27-1014,Special Effects Artists and Animators,detailed,40,20.5,0.055,0.38,NA,NA,46.1,95890,2.8,29.36,38.55,47.71,49.36,62.96,61070,80180,99240,102660,130970,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,27-1023,Floral Designers,detailed,100,24.4,0.15,0.59,NA,NA,20.73,43110,3.7,15,16.94,20.63,22.27,28.73,31200,35230,42910,46330,59760,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,27-1024,Graphic Designers,detailed,1490,10.7,2.257,1.56,NA,NA,40.9,85070,3.3,29.13,29.77,37.52,49.15,60.49,60590,61930,78050,102230,125810,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,27-1025,Interior Designers,detailed,690,19.6,1.048,2.38,NA,NA,38.18,79420,4.6,23.62,24.9,30.25,47.51,61.32,49120,51800,62910,98820,127550,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,27-1026,Merchandise Displayers and Window Trimmers,detailed,260,35.7,0.387,0.34,NA,NA,16.48,34280,5.5,15,15.04,15.04,17.54,18.5,31200,31270,31280,36480,38480,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,27-1027,Set and Exhibit Designers,detailed,210,17.3,0.319,6.57,NA,NA,33.19,69030,5.5,21.82,23.69,30.41,44.3,46.89,45380,49280,63240,92140,97540,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,27-1029,"Designers, All Other",detailed,**,**,**,**,NA,NA,41.31,85920,14.2,28.37,29.77,36.51,47.48,59.95,59000,61930,75940,98750,124690,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,27-2012,Producers and Directors,detailed,2240,9.6,3.377,3.44,NA,NA,45.23,94080,2.9,23.81,30.13,38.84,57.47,64.8,49530,62660,80790,119530,134780,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,27-2021,Athletes and Sports Competitors,detailed,90,28.9,0.138,1.58,NA,NA,*,*,*,*,*,*,*,*,*,*,*,*,*,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,27-2022,Coaches and Scouts,detailed,490,13.7,0.735,0.53,NA,NA,*,72260,3.1,*,*,*,*,*,31300,47130,61000,90430,101780,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,27-2031,Dancers,detailed,160,48.3,0.245,8.94,NA,NA,30.14,*,28.7,16.44,16.44,28.85,46.24,46.24,*,*,*,*,*,,True
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,27-2041,Music Directors and Composers,detailed,140,21.8,0.21,3.09,NA,NA,50.11,104220,16.6,18.45,18.45,29.95,50.3,#,38370,38370,62290,104620,#,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,27-3011,Broadcast Announcers and Radio Disc Jockeys,detailed,360,9.7,0.551,3.16,NA,NA,49.26,102460,2.9,23.56,29.53,38.31,48.95,98.85,49000,61420,79690,101810,205610,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,27-3023,"News Analysts, Reporters, and Journalists",detailed,1510,13.2,2.288,8.25,NA,NA,53.54,111360,4.4,27.82,30.22,38.5,62.93,#,57860,62850,80090,130900,#,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,27-3031,Public Relations Specialists,detailed,17750,5.1,26.822,15.57,NA,NA,50.98,106040,3.6,23.67,30.29,43.32,62.29,95.46,49230,62990,90110,129560,198560,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,27-3041,Editors,detailed,3510,5.8,5.296,8.4,NA,NA,47.79,99400,2.1,23.88,30.57,39.4,60.73,79.3,49680,63580,81960,126320,164940,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,27-3042,Technical Writers,detailed,800,24,1.203,3.56,NA,NA,43.81,91120,4.3,30.01,35.68,47.59,47.71,60.04,62410,74210,98990,99240,124890,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,27-3043,Writers and Authors,detailed,1620,12.2,2.442,6.96,NA,NA,44.81,93210,3.4,23.88,30.5,38.84,56.49,64.8,49680,63430,80790,117500,134780,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,27-3091,Interpreters and Translators,detailed,500,5.8,0.751,2.03,NA,NA,46.88,97510,2.1,23.47,29.76,59,59.08,59.46,48820,61900,122710,122880,123670,,
