AREA,AREA_NAME,AREA_TYPE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,19-3094,Political Scientists,detailed,3160,3.2,4.368,106.69,NA,59.59,123940,3.2,34.09,48.96,60.6,71.62,78.95,70910,101830,126050,148960,164210,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,19-3099,"Social Scientists and Related Workers, All Other",detailed,2630,3.7,3.629,15.82,NA,50.58,105200,2.1,32.71,41.81,48.35,58.77,69.89,68040,86970,100580,122240,145380,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,19-4021,Biological Technicians,detailed,330,2.3,0.458,0.85,NA,24.73,51440,2,15.7,18.31,25.44,29.75,33.85,32660,38070,52900,61870,70400,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,19-4031,Chemical Technicians,detailed,60,8.6,0.081,0.18,NA,31.87,66280,7.6,16.14,21.2,28.03,38.49,56.32,33570,44100,58310,80060,117140,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,19-4042,"Environmental Science and Protection Technicians, Including Health",detailed,120,2.5,0.159,0.72,NA,28.13,58510,2.9,18.52,21.9,26.79,32.52,38.23,38520,45560,55720,67650,79520,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,19-4061,Social Science Research Assistants,detailed,3650,9.1,5.041,20.81,NA,31.94,66430,3.5,19.92,22.65,27.38,35.64,50.46,41420,47120,56950,74130,104960,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,19-4099,"Life, Physical, and Social Science Technicians, All Other",detailed,250,15.5,0.347,0.79,NA,30.43,63290,2.5,21.87,23.87,27.94,31.83,43.64,45500,49640,58110,66200,90780,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,19-5011,Occupational Health and Safety Specialists,detailed,470,16.3,0.652,1.03,NA,44.41,92380,2.6,26.35,34.42,43.81,54.69,60.61,54810,71600,91120,113750,126070,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,19-5012,Occupational Health and Safety Technicians,detailed,90,25.1,0.121,0.86,NA,30.88,64230,11,16.75,18.9,30.35,42.94,48.24,34830,39310,63120,89320,100330,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,21-0000,Community and Social Service Occupations,major,11860,6.5,16.387,1.07,NA,30.48,63400,3.5,15.53,20.77,28.78,38.22,47.81,32300,43200,59870,79490,99440,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,21-1012,"Educational, Guidance, and Career Counselors and Advisors",detailed,1740,8.1,2.409,1.19,NA,33.08,68810,4.2,16.82,24.63,31.95,39.39,49.91,34990,51240,66450,81930,103820,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,21-1013,Marriage and Family Therapists,detailed,**,**,**,**,NA,23.9,49710,6.7,13.41,13.42,22.57,31.9,37.25,27900,27910,46950,66360,77480,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,21-1015,Rehabilitation Counselors,detailed,670,15.4,0.927,1.25,NA,25.13,52270,5.5,14.65,17.05,21.87,32.13,39.44,30480,35470,45490,66830,82040,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",detailed,900,26.2,1.245,0.64,NA,26.27,54640,7.8,13.61,14.26,25.58,35.04,41.64,28310,29670,53210,72870,86600,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,21-1019,"Counselors, All Other",detailed,250,9.9,0.339,1.96,NA,23.93,49770,4.8,15.96,17.85,21.59,27.95,36.55,33190,37130,44910,58130,76030,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,21-1021,"Child, Family, and School Social Workers",detailed,2250,9.8,3.108,1.39,NA,34.42,71590,4.3,22.86,27.63,33.87,40.94,47.92,47550,57480,70460,85160,99660,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,21-1022,Healthcare Social Workers,detailed,440,3.1,0.607,0.51,NA,35.65,74160,2,22.79,28.02,35.16,42.53,49.29,47410,58280,73130,88450,102520,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,21-1023,Mental Health and Substance Abuse Social Workers,detailed,630,8.2,0.866,1.08,NA,31.77,66080,4.9,19.83,22.59,28.49,41.45,47.72,41240,46990,59260,86220,99250,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,21-1091,Health Education Specialists,detailed,550,3.9,0.764,1.92,NA,44.54,92630,2.9,24.24,33.5,45.03,55.44,65.05,50410,69690,93670,115310,135300,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,21-1093,Social and Human Service Assistants,detailed,2000,16.4,2.762,1,NA,23.61,49110,4.2,14.94,17.4,21.6,27.49,35.89,31070,36190,44930,57180,74650,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,21-1094,Community Health Workers,detailed,800,21.1,1.107,2.76,NA,30.18,62780,4.4,18.77,22.14,28.17,36.65,46.13,39040,46050,58600,76220,95950,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,21-1099,"Community and Social Service Specialists, All Other",detailed,690,23,0.947,1.43,NA,29.33,61000,8,17.04,20.87,26.66,34.16,46.33,35440,43420,55440,71050,96370,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,21-2011,Clergy,detailed,120,27.6,0.17,0.47,NA,29.57,61510,3.7,13.41,19.24,27.21,40.52,50.11,27890,40020,56600,84280,104230,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,21-2021,"Directors, Religious Activities and Education",detailed,290,32.1,0.398,2.68,NA,36.69,76320,11.6,16.24,20.88,35.83,47.59,61.04,33770,43440,74530,98990,126960,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,21-2099,"Religious Workers, All Other",detailed,**,**,**,**,NA,18.3,38070,8.3,13.41,13.42,15.58,18.59,30.35,27900,27900,32400,38670,63130,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,23-0000,Legal Occupations,major,39610,2.7,54.746,6.99,NA,80.9,168280,3.9,32.71,49.04,75.61,#,#,68030,102000,157270,#,#,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,23-1011,Lawyers,detailed,30960,3.1,42.792,9.56,NA,92.39,192180,5.6,48.17,66.97,78.95,#,#,100200,139290,164210,#,#,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,23-1022,"Arbitrators, Mediators, and Conciliators",detailed,80,11.4,0.105,2.53,NA,51.81,107760,4.6,32.42,38.92,48.69,66.11,78.72,67430,80950,101280,137500,163740,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,23-2011,Paralegals and Legal Assistants,detailed,5810,7.8,8.024,3.57,NA,39.43,82010,2.4,22.11,28.89,39.6,47.99,57.65,45990,60100,82370,99830,119900,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,23-2099,"Legal Support Workers, All Other",detailed,2430,12.5,3.356,10.94,NA,36.45,75820,2.7,23.5,26.93,31.28,43.81,59.06,48890,56000,65060,91130,122840,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,25-0000,Educational Instruction and Library Occupations,major,35860,2.9,49.566,0.82,NA,38.8,80700,5.5,16.32,22.83,33.51,47.02,63.67,33950,47490,69700,97800,132430,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,25-1011,"Business Teachers, Postsecondary",detailed,770,4.6,1.067,1.87,NA,*,108270,3.9,*,*,*,*,*,48850,65290,78510,131010,206200,True,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,25-1021,"Computer Science Teachers, Postsecondary",detailed,200,2.6,0.28,1.29,NA,*,127290,8,*,*,*,*,*,54010,73470,105990,161690,#,True,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,25-1022,"Mathematical Science Teachers, Postsecondary",detailed,230,0,0.324,0.93,NA,*,109910,8.3,*,*,*,*,*,52090,63010,82520,131040,#,True,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,25-1031,"Architecture Teachers, Postsecondary",detailed,70,0,0.103,2.23,NA,*,106080,11.7,*,*,*,*,*,58550,71640,98770,135790,182040,True,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,25-1032,"Engineering Teachers, Postsecondary",detailed,170,0,0.231,0.94,NA,*,*,*,*,*,*,*,*,*,*,*,*,*,True,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,25-1042,"Biological Science Teachers, Postsecondary",detailed,390,0,0.538,1.49,NA,*,141790,10.9,*,*,*,*,*,57540,80390,123090,182190,#,True,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,25-1052,"Chemistry Teachers, Postsecondary",detailed,110,0,0.146,1,NA,*,83760,3.4,*,*,*,*,*,45430,57050,74580,100660,134330,True,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,25-1053,"Environmental Science Teachers, Postsecondary",detailed,40,0,0.05,1.22,NA,*,*,*,*,*,*,*,*,*,*,*,*,*,True,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,25-1054,"Physics Teachers, Postsecondary",detailed,90,0,0.122,1.31,NA,*,99240,4.1,*,*,*,*,*,47270,67750,92360,126880,161020,True,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,25-1061,"Anthropology and Archeology Teachers, Postsecondary",detailed,40,0,0.055,1.39,NA,*,112610,14.1,*,*,*,*,*,58030,75390,92920,123200,203620,True,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",detailed,470,0,0.649,9,NA,*,94890,3.1,*,*,*,*,*,46410,65060,89130,115400,149300,True,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,25-1063,"Economics Teachers, Postsecondary",detailed,230,1.1,0.312,3.45,NA,*,113500,8.3,*,*,*,*,*,60770,76680,105840,133790,177980,True,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,25-1065,"Political Science Teachers, Postsecondary",detailed,1010,6.4,1.401,13.07,NA,*,138200,11.1,*,*,*,*,*,63730,82250,115120,171320,#,True,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,25-1066,"Psychology Teachers, Postsecondary",detailed,150,0,0.212,0.83,NA,*,113060,5.4,*,*,*,*,*,67360,79630,105540,131960,174770,True,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,25-1067,"Sociology Teachers, Postsecondary",detailed,140,0,0.188,1.99,NA,*,149960,15.3,*,*,*,*,*,65340,87970,122220,196430,#,True,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,25-1069,"Social Sciences Teachers, Postsecondary, All Other",detailed,100,0,0.143,1.24,NA,*,77470,3.5,*,*,*,*,*,50450,57520,72110,90370,102400,True,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,25-1071,"Health Specialties Teachers, Postsecondary",detailed,920,0,1.277,0.93,NA,*,116480,5.2,*,*,*,*,*,55240,74930,93140,127120,#,True,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,25-1072,"Nursing Instructors and Teachers, Postsecondary",detailed,530,0,0.732,1.8,NA,*,157560,8,*,*,*,*,*,85510,104460,141610,193940,#,True,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,25-1081,"Education Teachers, Postsecondary",detailed,1940,2.6,2.683,6.43,NA,*,72300,5.2,*,*,*,*,*,31760,48800,63670,85000,119420,True,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",detailed,100,0,0.139,1.45,NA,*,121920,18.9,*,*,*,*,*,60650,69610,83130,158040,#,True,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,25-1112,"Law Teachers, Postsecondary",detailed,1490,0,2.057,18.68,NA,*,127060,8.1,*,*,*,*,*,42090,57600,104880,173210,#,True,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,25-1121,"Art, Drama, and Music Teachers, Postsecondary",detailed,510,4.2,0.712,1.11,NA,*,105420,9.8,*,*,*,*,*,52220,67420,92270,125930,175590,True,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,25-1122,"Communications Teachers, Postsecondary",detailed,280,0,0.387,1.95,NA,*,96590,9.2,*,*,*,*,*,55420,67610,81900,111700,156180,True,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,25-1123,"English Language and Literature Teachers, Postsecondary",detailed,420,0,0.581,1.26,NA,*,112250,12.4,*,*,*,*,*,55740,66960,87690,128050,#,True,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,25-1124,"Foreign Language and Literature Teachers, Postsecondary",detailed,650,11.9,0.895,5.29,NA,*,77790,8.4,*,*,*,*,*,44930,55070,68910,81670,121500,True,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,25-1125,"History Teachers, Postsecondary",detailed,140,0,0.2,1.39,NA,*,113770,7.5,*,*,*,*,*,63180,74370,96700,131550,190110,True,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,25-1126,"Philosophy and Religion Teachers, Postsecondary",detailed,380,24.2,0.524,3.27,NA,*,95300,7.9,*,*,*,*,*,54060,69720,88200,103310,138600,True,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,25-1194,"Career/Technical Education Teachers, Postsecondary",detailed,40,27.9,0.051,0.07,NA,29.62,61610,11.4,20.34,23.87,29.62,35.39,38.95,42300,49650,61610,73620,81020,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,25-1199,"Postsecondary Teachers, All Other",detailed,930,0.9,1.285,0.94,NA,*,86030,10.1,*,*,*,*,*,27900,48090,69530,104600,168210,True,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,25-2011,"Preschool Teachers, Except Special Education",detailed,1770,32.9,2.451,0.83,NA,20.27,42160,7.5,14.77,16.13,18.3,22.9,29.13,30710,33550,38070,47640,60580,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,25-2012,"Kindergarten Teachers, Except Special Education",detailed,130,20.6,0.182,0.21,NA,*,58800,3.7,*,*,*,*,*,38780,45770,57380,69260,81730,True,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,25-2021,"Elementary School Teachers, Except Special Education",detailed,3710,8.8,5.13,0.53,NA,*,79390,6.2,*,*,*,*,*,53280,61090,76540,98080,117780,True,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",detailed,860,17,1.186,0.28,NA,*,77010,4.3,*,*,*,*,*,52570,60550,75360,92950,106990,True,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",detailed,3990,15.5,5.52,0.78,NA,*,66670,2.7,*,*,*,*,*,35900,50240,63830,81050,99890,True,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,25-2052,"Special Education Teachers, Kindergarten and Elementary School",detailed,790,11.1,1.088,0.82,NA,*,77720,8.3,*,*,*,*,*,38920,58980,76660,98660,118620,True,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,25-2057,"Special Education Teachers, Middle School",detailed,240,9.6,0.334,0.57,NA,*,80080,4.8,*,*,*,*,*,55870,63590,77120,96150,114810,True,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,25-2058,"Special Education Teachers, Secondary School",detailed,360,5,0.497,0.51,NA,*,79010,8.7,*,*,*,*,*,53260,59460,74650,98630,118190,True,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,25-2059,"Special Education Teachers, All Other",detailed,200,20.2,0.273,1.13,NA,*,68250,4.5,*,*,*,*,*,42200,53440,66040,83410,97860,True,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",detailed,450,16.8,0.626,1.77,NA,29.5,61350,3.7,23.62,25.8,28.28,31.08,39.15,49130,53660,58820,64640,81430,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,25-3021,Self-Enrichment Teachers,detailed,770,16.8,1.059,0.62,NA,28.61,59520,9.7,13.98,16.09,23.95,32.14,53.69,29070,33470,49830,66860,111680,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,25-3097,"Tutors and Teachers and Instructors, All Other",detailed,1290,8.9,1.781,0.82,NA,*,71830,12.2,*,*,*,*,*,32490,38980,68020,88460,137250,True,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,25-4011,Archivists,detailed,170,24.1,0.235,5.26,NA,37.76,78540,5.7,19.96,29.16,37.08,45.74,54.4,41520,60640,77120,95130,113140,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,25-4012,Curators,detailed,160,9.2,0.227,2.58,NA,38.83,80760,5.4,24.55,28.74,37.08,44.44,50.97,51070,59780,77130,92430,106010,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,25-4013,Museum Technicians and Conservators,detailed,460,6.7,0.642,7.15,NA,32.58,67770,3.3,19.99,24.23,32.45,40.34,45.74,41580,50400,67490,83920,95140,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,25-4022,Librarians and Media Collections Specialists,detailed,1260,10.6,1.738,1.88,NA,41.95,87250,1.8,28.6,34.77,41.59,48,56.27,59490,72320,86510,99840,117040,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,25-4031,Library Technicians,detailed,770,17.2,1.066,1.76,NA,25.15,52310,1.8,19,21.71,25.42,28.66,30.51,39510,45160,52870,59600,63450,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,25-9031,Instructional Coordinators,detailed,1500,12.4,2.068,1.72,NA,46.46,96640,6.2,27.71,35.35,44.98,57.99,69.79,57640,73530,93560,120610,145160,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,25-9044,"Teaching Assistants, Postsecondary",detailed,120,3.5,0.164,0.18,NA,*,39750,2.4,*,*,*,*,*,27880,27900,33480,48520,59210,True,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,25-9045,"Teaching Assistants, Except Postsecondary",detailed,3460,12.8,4.778,0.52,NA,*,35790,2.3,*,*,*,*,*,29200,31350,34950,38470,42840,True,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,25-9099,"Educational Instruction and Library Workers, All Other",detailed,640,6,0.882,1,NA,38.55,80180,5.8,22.6,30.03,40.39,46.84,51.29,47020,62460,84020,97430,106680,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,39110,2.2,54.062,3.94,NA,47.06,97870,1.8,21.59,29.26,41.37,56.93,79.4,44910,60870,86060,118410,165150,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,27-1011,Art Directors,detailed,470,17.6,0.651,2.23,NA,39.44,82030,5.8,17.18,19.75,36.9,49.36,62.75,35720,41070,76760,102670,130510,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,27-1014,Special Effects Artists and Animators,detailed,100,35.4,0.139,0.69,NA,47.63,99080,3.6,29.91,41.44,46.8,55.59,64.73,62210,86190,97330,115630,134650,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,27-1023,Floral Designers,detailed,50,30.6,0.074,0.26,NA,19.27,40080,7.8,13.51,14.04,15.09,22.79,29.24,28090,29210,31390,47400,60820,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,27-1024,Graphic Designers,detailed,1420,6,1.969,1.34,NA,38.2,79450,2.8,22.58,28.42,37.13,47.02,55.94,46960,59110,77230,97810,116360,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,27-1025,Interior Designers,detailed,690,20.7,0.953,2.31,NA,*,*,*,*,*,*,*,*,*,*,*,*,*,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,27-1026,Merchandise Displayers and Window Trimmers,detailed,120,33.2,0.166,0.17,NA,16.29,33890,3.2,13.42,13.79,14.82,17.62,22.04,27910,28690,30830,36650,45850,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,27-1027,Set and Exhibit Designers,detailed,200,13.5,0.283,3.45,NA,36.6,76130,3.3,23.02,29.42,37.67,42.69,49.01,47880,61190,78360,88800,101940,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,27-1029,"Designers, All Other",detailed,130,34.1,0.181,2.5,NA,34.62,72010,9,13.42,24.17,32.26,47.32,58.08,27910,50280,67100,98420,120810,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,27-2011,Actors,detailed,430,27.3,0.598,1.67,NA,*,*,*,*,*,*,*,*,*,*,*,*,*,,True
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,27-2012,Producers and Directors,detailed,2550,4.8,3.529,4.01,NA,44.29,92130,2,23.34,29.78,40.74,52.96,67.56,48560,61950,84740,110150,140530,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,27-2022,Coaches and Scouts,detailed,650,10.6,0.897,0.55,NA,*,72300,6.2,*,*,*,*,*,28920,38730,60460,82140,125620,True,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,27-2031,Dancers,detailed,140,16.6,0.196,2.96,NA,25.4,*,13.2,15.12,17.36,22.75,33.48,39.98,*,*,*,*,*,,True
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,27-2041,Music Directors and Composers,detailed,100,38.7,0.138,1.92,NA,36.19,75270,5.6,13.61,16.66,27.19,46.59,69.42,28300,34660,56560,96900,144390,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,27-2042,Musicians and Singers,detailed,250,7.2,0.347,1.24,NA,35.58,*,8.2,16.41,26.41,33.12,45.92,59.37,*,*,*,*,*,,True
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,27-2090,"Miscellaneous Entertainers and Performers, Sports and Related Workers",detailed,180,6.7,0.252,2.33,NA,18.66,*,6.5,13.62,14.07,14.83,18.71,27.97,*,*,*,*,*,,True
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,27-3011,Broadcast Announcers and Radio Disc Jockeys,detailed,570,22.7,0.783,3.93,NA,34.95,72690,6.7,16.95,21.96,27.8,36.34,49.33,35260,45670,57830,75600,102600,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,27-3023,"News Analysts, Reporters, and Journalists",detailed,2220,6.4,3.062,10.2,NA,49.67,103320,4.4,23.44,31.45,43.36,59.03,80.86,48750,65410,90190,122780,168190,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,27-3031,Public Relations Specialists,detailed,18600,3.2,25.707,15.43,NA,52.59,109390,2.6,23.97,31.5,44.75,64.42,93.61,49860,65520,93080,133980,194700,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,27-3041,Editors,detailed,3250,5.1,4.496,6.88,NA,44.29,92120,2.9,23.68,30.87,39.81,53.77,72.53,49260,64210,82800,111840,150870,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,27-3042,Technical Writers,detailed,490,9.1,0.677,1.96,NA,45.15,93910,2.1,29.57,38,45.44,52.18,60.17,61510,79030,94520,108540,125150,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,27-3043,Writers and Authors,detailed,1240,5.8,1.71,5.48,NA,49.99,103980,3.5,28.49,37.76,49.67,60.54,71.62,59260,78550,103310,125920,148960,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,27-3091,Interpreters and Translators,detailed,840,20.7,1.161,2.9,NA,*,*,*,*,*,*,*,*,*,*,*,*,*,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,27-3099,"Media and Communication Workers, All Other",detailed,160,6.5,0.226,1.32,NA,37.88,78790,3.1,21.1,26.62,35.65,48.3,58.78,43880,55370,74150,100450,122260,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,27-4011,Audio and Video Technicians,detailed,850,24.5,1.178,2.34,NA,33.19,69030,2.2,19.99,25.41,30.51,40.85,48.98,41590,52860,63460,84970,101890,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,27-4012,Broadcast Technicians,detailed,520,12.9,0.714,3.66,NA,36.46,75840,5.1,16.13,23.3,39.4,47.34,51.11,33560,48470,81960,98460,106300,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,27-4014,Sound Engineering Technicians,detailed,80,19.4,0.117,1.33,NA,34.72,72210,4.8,18.46,24.43,33.83,39.94,50.48,38400,50810,70370,83070,105010,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,27-4021,Photographers,detailed,440,9.2,0.612,1.78,NA,42.94,89310,3.3,24.61,30.84,42.53,50.27,68.6,51180,64140,88470,104560,142690,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,27-4031,"Camera Operators, Television, Video, and Film",detailed,370,12.2,0.507,3.46,NA,34.46,71680,5,15.18,24.93,35.11,44.13,50.96,31580,51850,73030,91800,106000,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,27-4032,Film and Video Editors,detailed,360,16.6,0.502,2.67,NA,33.83,70370,4.6,17.69,24.27,31.98,42.79,49.83,36800,50470,66520,89010,103640,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,27-4098,"Lighting Technicians and Media and Communication Equipment Workers, All Other",detailed,340,2.2,0.474,2.97,NA,49.74,103450,2.5,30.81,42.53,51.28,59.06,61.99,64080,88450,106670,122840,128930,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,29-0000,Healthcare Practitioners and Technical Occupations,major,30310,1.7,41.892,0.71,NA,49.51,102990,4.2,22.72,30.05,42.21,58.06,86.83,47260,62500,87790,120750,180600,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,29-1021,"Dentists, General",detailed,470,31.3,0.651,0.86,NA,80.72,167900,17.8,26.62,39.67,60.54,#,#,55370,82520,125930,#,#,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,29-1031,Dietitians and Nutritionists,detailed,420,12.3,0.585,1.27,NA,33.19,69030,3.9,19.04,27.18,32.71,40.21,47.26,39590,56530,68030,83630,98300,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,29-1041,Optometrists,detailed,100,37.9,0.142,0.53,NA,*,*,*,*,*,*,*,*,*,*,*,*,*,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,29-1051,Pharmacists,detailed,1000,14.7,1.389,0.66,NA,58.52,121730,3.8,42.43,52.77,60.12,68.77,76.32,88250,109760,125050,143040,158740,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,29-1071,Physician Assistants,detailed,610,6,0.847,1.04,NA,56.25,117000,3,32.48,46.6,56.55,64.82,78.01,67560,96920,117630,134830,162270,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,29-1122,Occupational Therapists,detailed,320,12,0.446,0.49,NA,45.4,94430,1.4,33.42,37.44,45.19,53.38,59.88,69510,77880,94000,111020,124550,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,29-1123,Physical Therapists,detailed,610,10.6,0.842,0.53,NA,44.78,93140,1.5,33.1,36.35,42.8,51.81,59.75,68840,75620,89010,107770,124270,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,29-1124,Radiation Therapists,detailed,130,0,0.177,1.46,NA,39.09,81300,1.7,28.46,33.27,38.62,45.86,50.74,59200,69200,80320,95380,105530,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,29-1125,Recreational Therapists,detailed,100,12.1,0.145,1.12,NA,35.61,74070,2.8,22.35,27.49,35.73,43.58,49.29,46480,57190,74310,90640,102520,,
