AREA,ST,STATE,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_Q,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
11,DC,District of Columbia,23-1022,"Arbitrators, Mediators, and Conciliators",detailed,90,30.6,0.12,2.79,47.52,98850,5,28.27,34.81,44.03,62.59,73.29,58800,72410,91580,130190,152450,,
11,DC,District of Columbia,23-2011,Paralegals and Legal Assistants,detailed,5330,7.9,7.483,3.49,38.69,80470,2.9,22.1,27.93,38.47,47.2,57.18,45970,58100,80030,98170,118940,,
11,DC,District of Columbia,23-2093,"Title Examiners, Abstractors, and Searchers",detailed,50,44.7,0.069,0.19,35.62,74080,7.9,18.43,26.51,35.87,43.25,55.96,38340,55150,74600,89970,116400,,
11,DC,District of Columbia,23-2099,"Legal Support Workers, All Other",detailed,2480,11.8,3.478,11.67,35.73,74330,2.7,22.11,26.3,30.38,43.13,58.19,45990,54710,63180,89700,121030,,
11,DC,District of Columbia,25-0000,"Education, Training, and Library Occupations",major,34050,1.5,47.797,0.79,38.86,80820,5.5,16.18,22.93,33.25,46.84,63.6,33660,47700,69160,97420,132300,,
11,DC,District of Columbia,25-1011,"Business Teachers, Postsecondary",detailed,640,2.1,0.898,1.54,*,115320,4.7,*,*,*,*,*,44280,63900,97340,141260,#,True,
11,DC,District of Columbia,25-1021,"Computer Science Teachers, Postsecondary",detailed,210,1.6,0.299,1.33,*,123250,8.4,*,*,*,*,*,54060,69630,105970,154070,#,True,
11,DC,District of Columbia,25-1022,"Mathematical Science Teachers, Postsecondary",detailed,220,0,0.312,0.88,*,113120,11,*,*,*,*,*,54320,62660,84970,135460,#,True,
11,DC,District of Columbia,25-1031,"Architecture Teachers, Postsecondary",detailed,40,0,0.063,1.32,*,*,*,*,*,*,*,*,*,*,*,*,*,True,
11,DC,District of Columbia,25-1032,"Engineering Teachers, Postsecondary",detailed,140,0,0.203,0.78,*,*,*,*,*,*,*,*,*,*,*,*,*,True,
11,DC,District of Columbia,25-1042,"Biological Science Teachers, Postsecondary",detailed,390,0,0.548,1.53,*,142760,10.1,*,*,*,*,*,57070,79650,122720,181120,#,True,
11,DC,District of Columbia,25-1052,"Chemistry Teachers, Postsecondary",detailed,100,0,0.145,0.99,*,81040,3.4,*,*,*,*,*,44690,56250,70450,97040,127440,True,
11,DC,District of Columbia,25-1053,"Environmental Science Teachers, Postsecondary",detailed,40,0,0.053,1.26,*,*,*,*,*,*,*,*,*,*,*,*,*,True,
11,DC,District of Columbia,25-1054,"Physics Teachers, Postsecondary",detailed,80,0,0.116,1.22,*,100940,3.6,*,*,*,*,*,47760,64290,96310,131000,160180,True,
11,DC,District of Columbia,25-1061,"Anthropology and Archeology Teachers, Postsecondary",detailed,50,0,0.067,1.64,*,107700,15,*,*,*,*,*,53160,61730,88550,129660,176390,True,
11,DC,District of Columbia,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",detailed,460,0,0.647,9.5,*,*,*,*,*,*,*,*,*,*,*,*,*,True,
11,DC,District of Columbia,25-1063,"Economics Teachers, Postsecondary",detailed,230,1.7,0.321,3.65,*,110350,8.2,*,*,*,*,*,56420,72800,101460,130340,173340,True,
11,DC,District of Columbia,25-1065,"Political Science Teachers, Postsecondary",detailed,1160,8,1.634,14.88,*,127410,12.8,*,*,*,*,*,56570,73560,103850,155530,#,True,
11,DC,District of Columbia,25-1066,"Psychology Teachers, Postsecondary",detailed,140,0,0.203,0.78,*,109060,6.4,*,*,*,*,*,58780,72290,99050,129940,178940,True,
11,DC,District of Columbia,25-1067,"Sociology Teachers, Postsecondary",detailed,140,0,0.198,2.07,*,146220,16,*,*,*,*,*,59080,80870,116760,190170,#,True,
11,DC,District of Columbia,25-1069,"Social Sciences Teachers, Postsecondary, All Other",detailed,40,0,0.058,0.47,*,82550,5.5,*,*,*,*,*,36090,53200,68030,93670,152950,True,
11,DC,District of Columbia,25-1071,"Health Specialties Teachers, Postsecondary",detailed,980,0,1.369,0.99,*,*,*,*,*,*,*,*,*,*,*,*,*,True,
11,DC,District of Columbia,25-1072,"Nursing Instructors and Teachers, Postsecondary",detailed,560,0,0.787,2.05,*,153830,7.3,*,*,*,*,*,82150,99720,135700,187520,#,True,
11,DC,District of Columbia,25-1081,"Education Teachers, Postsecondary",detailed,1850,0.4,2.6,6.18,*,*,*,*,*,*,*,*,*,*,*,*,*,True,
11,DC,District of Columbia,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",detailed,90,0,0.126,1.23,*,123320,20.6,*,*,*,*,*,52240,60860,86550,168720,#,True,
11,DC,District of Columbia,25-1112,"Law Teachers, Postsecondary",detailed,1580,0,2.217,18.88,*,125900,6.8,*,*,*,*,*,41300,61280,101390,167030,#,True,
11,DC,District of Columbia,25-1121,"Art, Drama, and Music Teachers, Postsecondary",detailed,490,3,0.694,1.07,*,100590,11.6,*,*,*,*,*,53070,59680,80640,122330,175670,True,
11,DC,District of Columbia,25-1122,"Communications Teachers, Postsecondary",detailed,290,0,0.412,2.05,*,92970,9.3,*,*,*,*,*,53220,60600,76600,107690,158660,True,
11,DC,District of Columbia,25-1123,"English Language and Literature Teachers, Postsecondary",detailed,370,0,0.513,1.09,*,115590,13.1,*,*,*,*,*,52820,61350,91510,132230,#,True,
11,DC,District of Columbia,25-1124,"Foreign Language and Literature Teachers, Postsecondary",detailed,750,24,1.047,5.92,*,72050,12.7,*,*,*,*,*,26400,47490,64110,80640,118800,True,
11,DC,District of Columbia,25-1125,"History Teachers, Postsecondary",detailed,110,0,0.161,1.14,*,120400,7.9,*,*,*,*,*,56450,74980,105790,140900,204160,True,
11,DC,District of Columbia,25-1126,"Philosophy and Religion Teachers, Postsecondary",detailed,530,4.2,0.749,4.69,*,84880,9.1,*,*,*,*,*,47290,57100,78980,98850,122980,True,
11,DC,District of Columbia,25-1191,Graduate Teaching Assistants,detailed,110,2.1,0.16,0.18,*,38220,4.4,*,*,*,*,*,26020,26390,30870,46210,58890,True,
11,DC,District of Columbia,25-1194,"Vocational Education Teachers, Postsecondary",detailed,**,**,**,**,33.12,68900,10.4,21.33,26.12,33.05,39.7,47.06,44360,54340,68740,82580,97890,,
11,DC,District of Columbia,25-1199,"Postsecondary Teachers, All Other",detailed,1190,3.6,1.672,1.32,*,*,*,*,*,*,*,*,*,*,*,*,*,True,
11,DC,District of Columbia,25-2011,"Preschool Teachers, Except Special Education",detailed,1380,37.3,1.939,0.66,20.22,42060,7.7,14.04,15.85,18.37,22.98,29.2,29210,32960,38210,47800,60730,,
11,DC,District of Columbia,25-2012,"Kindergarten Teachers, Except Special Education",detailed,80,21.9,0.113,0.12,*,54940,4.5,*,*,*,*,*,35710,41260,54510,64570,78310,True,
11,DC,District of Columbia,25-2021,"Elementary School Teachers, Except Special Education",detailed,3260,9,4.582,0.47,*,79480,5.2,*,*,*,*,*,53270,60930,77220,98110,116580,True,
11,DC,District of Columbia,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",detailed,710,20.4,1.003,0.24,*,74410,6.2,*,*,*,*,*,48170,57640,71640,90110,108860,True,
11,DC,District of Columbia,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",detailed,3850,11.7,5.404,0.74,*,65180,2.7,*,*,*,*,*,34820,48610,62500,79340,98160,True,
11,DC,District of Columbia,25-2052,"Special Education Teachers, Kindergarten and Elementary School",detailed,630,10.8,0.881,0.69,*,78830,8.1,*,*,*,*,*,50460,60370,78050,100050,118130,True,
11,DC,District of Columbia,25-2053,"Special Education Teachers, Middle School",detailed,190,9,0.269,0.44,*,*,*,*,*,*,*,*,*,*,*,*,*,True,
11,DC,District of Columbia,25-2054,"Special Education Teachers, Secondary School",detailed,490,28.9,0.687,0.7,*,73240,8.4,*,*,*,*,*,46350,56440,71550,86630,108920,True,
11,DC,District of Columbia,25-2059,"Special Education Teachers, All Other",detailed,160,26.9,0.221,0.87,*,67310,4.8,*,*,*,*,*,40140,49340,62390,86610,102340,True,
11,DC,District of Columbia,25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,detailed,280,21.7,0.389,0.97,28.06,58370,5.6,17.28,21,26.42,33.07,43.62,35940,43680,54950,68790,90720,,
11,DC,District of Columbia,25-3021,Self-Enrichment Education Teachers,detailed,770,18,1.084,0.65,27.61,57420,10.3,13.39,16.39,24.13,33.18,51.92,27860,34080,50180,69020,108000,,
11,DC,District of Columbia,25-3097,"Teachers and Instructors, All Other, Except Substitute Teachers",detailed,1410,10.7,1.982,0.91,*,71670,11.1,*,*,*,*,*,33860,40900,65020,88450,135020,True,
11,DC,District of Columbia,25-3098,Substitute Teachers,detailed,**,**,**,**,17.1,35570,13,12.69,13.01,14.91,21.68,23.81,26400,27050,31010,45100,49520,,
11,DC,District of Columbia,25-4011,Archivists,detailed,220,16,0.306,6.95,35.99,74860,5.7,22.87,28.79,35.77,43.12,50.97,47570,59890,74410,89690,106010,,
11,DC,District of Columbia,25-4012,Curators,detailed,180,8.7,0.252,2.96,41.38,86080,5.5,24.76,28.57,38.16,44.71,58.49,51490,59430,79370,93000,121650,,
11,DC,District of Columbia,25-4013,Museum Technicians and Conservators,detailed,460,5.4,0.648,7.16,32.91,68460,3.3,20.56,24.93,32.7,40.34,45.75,42760,51860,68030,83910,95150,,
11,DC,District of Columbia,25-4021,Librarians,detailed,1120,3.3,1.569,1.81,41.02,85330,1.7,27.01,32.89,39.31,47.48,57.14,56180,68410,81770,98760,118850,,
11,DC,District of Columbia,25-4031,Library Technicians,detailed,620,1.7,0.864,1.41,24.2,50330,2.1,17.92,20.3,23.49,27.25,31,37280,42210,48860,56680,64490,,
11,DC,District of Columbia,25-9011,Audio-Visual and Multimedia Collections Specialists,detailed,70,7.2,0.1,1.52,38.35,79760,3,24.14,28.52,36.54,47.91,57.06,50210,59330,76000,99640,118680,,
11,DC,District of Columbia,25-9031,Instructional Coordinators,detailed,1370,7.1,1.92,1.7,44.9,93400,6.6,28.81,34.76,42.9,54.74,67.94,59930,72300,89230,113870,141320,,
11,DC,District of Columbia,25-9041,Teacher Assistants,detailed,2860,9.7,4.011,0.44,*,35300,2.5,*,*,*,*,*,27900,30770,34400,37970,43660,True,
11,DC,District of Columbia,25-9099,"Education, Training, and Library Workers, All Other",detailed,640,5.6,0.903,1.23,36.98,76920,6.3,21.96,28.04,38.61,45.38,49.61,45670,58330,80300,94380,103200,,
11,DC,District of Columbia,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,37470,3,52.596,3.9,45.73,95130,1.9,20.58,28.21,39.81,55.06,78.09,42800,58670,82810,114520,162420,,
11,DC,District of Columbia,27-1011,Art Directors,detailed,760,34.8,1.073,3.86,37.63,78270,4.2,18.14,27.61,34.93,45,57.94,37740,57430,72650,93600,120520,,
11,DC,District of Columbia,27-1014,Multimedia Artists and Animators,detailed,80,19,0.119,0.6,42.89,89210,6.7,25.06,29.72,43.16,52.38,62.72,52120,61820,89770,108950,130450,,
11,DC,District of Columbia,27-1023,Floral Designers,detailed,90,17,0.12,0.4,23.16,48180,6.5,13.55,15.46,19.95,29.35,36.45,28170,32160,41490,61050,75820,,
11,DC,District of Columbia,27-1024,Graphic Designers,detailed,1690,9.9,2.371,1.58,34.22,71180,4.1,18.33,23.89,32.64,43.52,51.11,38120,49700,67890,90520,106310,,
11,DC,District of Columbia,27-1025,Interior Designers,detailed,580,18.8,0.818,2.07,38.09,79230,5.8,18.62,24.58,35.1,51.06,61.5,38720,51130,73010,106200,127910,,
11,DC,District of Columbia,27-1026,Merchandise Displayers and Window Trimmers,detailed,140,30.9,0.194,0.22,17.97,37380,6.2,12.69,13.6,16.64,19.71,24.91,26400,28290,34620,41000,51820,,
11,DC,District of Columbia,27-1027,Set and Exhibit Designers,detailed,220,10.3,0.302,4.13,35.39,73600,4.8,20.05,27.93,36.68,42.52,49.67,41700,58100,76280,88450,103300,,
11,DC,District of Columbia,27-1029,"Designers, All Other",detailed,**,**,**,**,30.66,63770,15.2,12.52,12.69,25.72,47.89,58.48,26030,26400,53490,99600,121640,,
11,DC,District of Columbia,27-2011,Actors,detailed,360,18.7,0.506,1.55,28,*,16.2,12.69,13.51,16.7,21.84,55.9,*,*,*,*,*,,True
11,DC,District of Columbia,27-2012,Producers and Directors,detailed,2360,4.1,3.31,4.04,42.97,89390,2.4,22.46,28.81,39.49,50.97,65.57,46720,59920,82150,106020,136390,,
11,DC,District of Columbia,27-2022,Coaches and Scouts,detailed,640,6,0.9,0.55,*,66650,6.5,*,*,*,*,*,28220,36080,52180,77290,104830,True,
11,DC,District of Columbia,27-2031,Dancers,detailed,100,3.6,0.134,2,22.85,*,3,12.7,15.1,22.08,30.06,35.35,*,*,*,*,*,,True
11,DC,District of Columbia,27-2032,Choreographers,detailed,110,20,0.15,4.27,*,*,*,*,*,*,*,*,*,*,*,*,*,,
11,DC,District of Columbia,27-2041,Music Directors and Composers,detailed,90,31.6,0.123,1.46,37.13,77220,4.9,13.33,20.01,27.62,45.08,71.15,27730,41630,57450,93760,147990,,
11,DC,District of Columbia,27-2042,Musicians and Singers,detailed,240,11.9,0.337,1.17,33.94,*,9.5,16.43,25.84,30.9,40.9,57.98,*,*,*,*,*,,True
11,DC,District of Columbia,27-2099,"Entertainers and Performers, Sports and Related Workers, All Other",detailed,130,14,0.179,1.88,24.71,*,11,12.69,13.57,21.26,33.44,42.68,*,*,*,*,*,,True
11,DC,District of Columbia,27-3011,Radio and Television Announcers,detailed,320,39,0.453,2.36,40.88,85030,8,12.7,20.38,31.05,43.82,81.11,26420,42380,64580,91140,168710,,
11,DC,District of Columbia,27-3021,Broadcast News Analysts,detailed,**,**,**,**,55.97,116420,5.6,22.53,33.56,45.14,67.41,#,46870,69810,93890,140220,#,,
11,DC,District of Columbia,27-3022,Reporters and Correspondents,detailed,1610,11.3,2.256,8.79,48.34,100550,4.4,24.05,30.22,45.09,60.14,78.05,50020,62850,93790,125090,162340,,
11,DC,District of Columbia,27-3031,Public Relations Specialists,detailed,17310,5.2,24.299,14.71,51.68,107490,2.9,22.28,30.03,42.63,62.53,93.92,46340,62450,88670,130060,195350,,
11,DC,District of Columbia,27-3041,Editors,detailed,3330,4.6,4.674,7.06,43.13,89710,3,23.2,29.91,38.56,51.56,71.4,48250,62220,80210,107240,148520,,
11,DC,District of Columbia,27-3042,Technical Writers,detailed,660,15.2,0.92,2.64,41.4,86120,3.2,25.19,33.56,40.51,49.48,57.49,52400,69810,84270,102920,119580,,
11,DC,District of Columbia,27-3043,Writers and Authors,detailed,1250,5.3,1.757,5.62,48.89,101690,3.4,27.75,36.94,48.18,58.77,69.79,57710,76830,100210,122230,145160,,
11,DC,District of Columbia,27-3091,Interpreters and Translators,detailed,490,12.7,0.685,1.74,45.06,93730,5.4,27.41,34.59,47.52,56.8,61.32,57000,71950,98850,118140,127540,,
11,DC,District of Columbia,27-3099,"Media and Communication Workers, All Other",detailed,200,10.4,0.278,1.97,33.45,69580,2.7,19.64,22.82,30.72,41.95,54.96,40860,47470,63890,87250,114310,,
11,DC,District of Columbia,27-4011,Audio and Video Equipment Technicians,detailed,900,20,1.257,2.39,31.29,65090,2.2,17.92,22.93,29.44,38.88,46.98,37270,47690,61240,80870,97720,,
11,DC,District of Columbia,27-4012,Broadcast Technicians,detailed,660,19.1,0.923,4.23,39.01,81150,3.4,16.31,19.78,41.53,47.85,58.51,33920,41130,86390,99530,121690,,
11,DC,District of Columbia,27-4014,Sound Engineering Technicians,detailed,60,22.9,0.091,0.97,38.18,79410,9.8,15.89,22.77,33.77,41.3,51.8,33040,47370,70240,85900,107740,,
11,DC,District of Columbia,27-4021,Photographers,detailed,420,10,0.596,1.74,39.83,82840,3.4,19.68,28.41,40.73,47.98,63.62,40930,59080,84720,99800,132330,,
11,DC,District of Columbia,27-4031,"Camera Operators, Television, Video, and Motion Picture",detailed,420,24.7,0.583,4,37.39,77770,3.5,15.75,29.87,39.14,46.65,51.25,32760,62130,81420,97020,106600,,
11,DC,District of Columbia,27-4032,Film and Video Editors,detailed,240,18.4,0.332,1.7,33.37,69410,6.3,16.59,20.91,33.08,43.98,49.12,34510,43500,68800,91470,102160,,
11,DC,District of Columbia,27-4099,"Media and Communication Equipment Workers, All Other",detailed,320,1.1,0.445,3.43,52.2,108590,2.9,40.34,42.53,52.83,59.83,63.41,83910,88460,109890,124440,131890,,
11,DC,District of Columbia,29-0000,Healthcare Practitioners and Technical Occupations,major,32710,1.8,45.914,0.77,46.99,97740,4.3,21.5,28.56,39.79,55.2,80.24,44720,59410,82760,114820,166900,,
11,DC,District of Columbia,29-1021,"Dentists, General",detailed,350,5.4,0.496,0.64,88.29,183630,10.2,27.21,53.21,81.57,#,#,56600,110670,169670,#,#,,
11,DC,District of Columbia,29-1031,Dietitians and Nutritionists,detailed,400,11.4,0.564,1.26,31.48,65490,4.9,16.02,25.53,31.92,39.08,45.38,33310,53110,66400,81290,94380,,
11,DC,District of Columbia,29-1041,Optometrists,detailed,120,33.3,0.164,0.64,43.34,90140,11.8,31.59,33.91,37.8,53.39,60.7,65700,70530,78630,111050,126260,,
11,DC,District of Columbia,29-1051,Pharmacists,detailed,1070,10.4,1.497,0.7,60.17,125160,2.9,49.56,54.13,60.63,69.85,76.58,103090,112590,126110,145290,159280,,
11,DC,District of Columbia,29-1061,Anesthesiologists,detailed,180,0,0.249,1.16,#,#,*,#,#,#,#,#,#,#,#,#,#,,
11,DC,District of Columbia,29-1062,Family and General Practitioners,detailed,300,40.2,0.422,0.53,78.28,162830,5.5,63.28,68.17,75.84,88.09,#,131620,141790,157740,183230,#,,
11,DC,District of Columbia,29-1063,"Internists, General",detailed,1380,1.3,1.94,7.43,72.32,150430,14.6,25.76,28.81,40.87,#,#,53580,59930,85020,#,#,,
11,DC,District of Columbia,29-1064,Obstetricians and Gynecologists,detailed,170,4.9,0.237,1.85,108.3,225260,9.7,30.22,81.04,#,#,#,62850,168570,#,#,#,,
11,DC,District of Columbia,29-1065,"Pediatricians, General",detailed,**,**,**,**,59.14,123020,4.3,29.5,34.22,54.59,76.71,94.92,61360,71180,113540,159550,197440,,
11,DC,District of Columbia,29-1066,Psychiatrists,detailed,220,3.6,0.306,1.73,80.38,167190,5.6,27.31,33.99,88.96,97.88,#,56810,70700,185030,203590,#,,
11,DC,District of Columbia,29-1067,Surgeons,detailed,320,0.6,0.445,1.87,117.42,244230,9.9,28.71,82.52,#,#,#,59720,171640,#,#,#,,
11,DC,District of Columbia,29-1069,"Physicians and Surgeons, All Other",detailed,2020,4.1,2.833,1.05,87.94,182910,5.6,33.34,55.68,80.33,#,#,69340,115810,167090,#,#,,
11,DC,District of Columbia,29-1071,Physician Assistants,detailed,590,6.7,0.834,1.05,55.16,114740,3.2,32.55,45.85,55.51,62.91,76.16,67710,95360,115460,130850,158400,,
11,DC,District of Columbia,29-1081,Podiatrists,detailed,40,27.9,0.058,0.88,73.33,152520,26.9,40.77,44.84,52.38,83.06,#,84800,93260,108950,172770,#,,
11,DC,District of Columbia,29-1122,Occupational Therapists,detailed,380,14.4,0.535,0.61,45.36,94360,2.3,32.95,37.24,44.21,50.95,59.34,68530,77460,91950,105980,123420,,
11,DC,District of Columbia,29-1123,Physical Therapists,detailed,650,7.8,0.914,0.58,43.15,89750,1.7,32.18,35.29,41.09,49.58,58.17,66940,73410,85470,103130,121000,,
11,DC,District of Columbia,29-1124,Radiation Therapists,detailed,130,0,0.182,1.44,37.79,78610,1.8,27.47,32.22,37.26,44.26,49.07,57130,67020,77490,92070,102070,,
11,DC,District of Columbia,29-1125,Recreational Therapists,detailed,130,15.8,0.181,1.39,32.9,68430,4.4,19.51,26.13,30.83,41.44,46.51,40590,54350,64120,86190,96730,,
11,DC,District of Columbia,29-1126,Respiratory Therapists,detailed,290,0,0.412,0.46,37.76,78540,1.5,27.52,31.85,36.48,43.88,50.36,57240,66240,75870,91260,104740,,
11,DC,District of Columbia,29-1127,Speech-Language Pathologists,detailed,310,10,0.429,0.42,44.99,93570,2,31.77,36.92,45.35,54.53,59.94,66090,76800,94330,113430,124670,,
11,DC,District of Columbia,29-1131,Veterinarians,detailed,120,9.6,0.173,0.35,49.92,103840,7.4,20.82,30.26,44.82,60.53,91.94,43310,62930,93230,125900,191230,,
11,DC,District of Columbia,29-1141,Registered Nurses,detailed,11110,2,15.595,0.76,44.4,92350,4.8,28.26,34.67,42.69,50.22,63.17,58780,72110,88800,104450,131400,,
11,DC,District of Columbia,29-1161,Nurse Midwives,detailed,40,8.2,0.062,1.43,46.03,95730,7.6,29.65,34.86,41.99,52.17,65.68,61670,72500,87340,108520,136620,,
11,DC,District of Columbia,29-1171,Nurse Practitioners,detailed,840,4.7,1.174,0.95,52.79,109800,1.3,41.02,45.7,53.09,59.66,66.44,85320,95060,110420,124090,138190,,
11,DC,District of Columbia,29-1181,Audiologists,detailed,130,9.7,0.176,1.91,48.93,101760,3.3,31.07,36.23,48.2,62.4,73,64620,75360,100260,129780,151850,,
11,DC,District of Columbia,29-1199,"Health Diagnosing and Treating Practitioners, All Other",detailed,450,2.8,0.627,2.47,59.05,122830,3.4,36.49,48.18,60.6,71.28,78.94,75900,100210,126060,148260,164200,,
11,DC,District of Columbia,29-2010,Clinical Laboratory Technologists and Technicians,detailed,1470,11,2.06,0.93,29,60320,1.9,17.29,21.24,28.03,35.95,43.21,35970,44180,58300,74770,89880,,
11,DC,District of Columbia,29-2021,Dental Hygienists,detailed,520,18.3,0.728,0.49,39.07,81270,15.8,12.69,18.79,41.14,54.16,63.22,26390,39080,85560,112640,131510,,
11,DC,District of Columbia,29-2031,Cardiovascular Technologists and Technicians,detailed,160,0.5,0.223,0.57,38.86,80840,2.2,18,31.32,39.82,46.21,50.75,37450,65150,82820,96120,105560,,
11,DC,District of Columbia,29-2032,Diagnostic Medical Sonographers,detailed,190,17.2,0.269,0.55,43.68,90860,2.8,34.32,39.12,43.59,48.14,54,71380,81360,90670,100130,112310,,
11,DC,District of Columbia,29-2033,Nuclear Medicine Technologists,detailed,40,0,0.058,0.44,46.33,96370,1.5,33.57,38.93,45.27,54,62.83,69830,80970,94160,112330,130690,,
11,DC,District of Columbia,29-2034,Radiologic Technologists,detailed,480,2.8,0.681,0.48,37.49,77990,1.5,26.66,31.82,37.3,43.91,48.61,55450,66190,77590,91330,101100,,
11,DC,District of Columbia,29-2035,Magnetic Resonance Imaging Technologists,detailed,100,0,0.141,0.53,40.77,84800,1.7,22.33,39.23,43.36,47.31,49.78,46460,81600,90200,98410,103540,,
11,DC,District of Columbia,29-2041,Emergency Medical Technicians and Paramedics,detailed,1660,5.7,2.323,1.31,27.53,57270,4.7,16.71,22.71,27.42,32.03,35.86,34760,47240,57040,66620,74590,,
11,DC,District of Columbia,29-2051,Dietetic Technicians,detailed,100,3.8,0.139,0.6,14.74,30650,3.1,12.69,12.7,13.4,15.4,19.08,26400,26410,27880,32030,39680,,
11,DC,District of Columbia,29-2052,Pharmacy Technicians,detailed,840,17.6,1.174,0.41,19.22,39980,3,13.23,14.82,19.2,22.86,25.32,27510,30820,39930,47550,52660,,
11,DC,District of Columbia,29-2053,Psychiatric Technicians,detailed,470,11.6,0.663,1.34,24.27,50490,3.4,15.17,20.62,25.53,29.12,29.77,31560,42880,53090,60570,61920,,
11,DC,District of Columbia,29-2055,Surgical Technologists,detailed,260,0.4,0.37,0.49,28.5,59280,3.5,16.51,20.86,28.46,35.29,40.14,34340,43390,59200,73400,83480,,
11,DC,District of Columbia,29-2056,Veterinary Technologists and Technicians,detailed,190,9,0.264,0.36,17.85,37140,3.5,12.76,14.73,17.42,20.31,23.92,26550,30630,36220,42250,49760,,
11,DC,District of Columbia,29-2057,Ophthalmic Medical Technicians,detailed,60,32.9,0.085,0.23,24.18,50290,2.9,13.69,15.99,22.58,28.86,35.99,28470,33250,46970,60030,74870,,
11,DC,District of Columbia,29-2061,Licensed Practical and Licensed Vocational Nurses,detailed,1790,7.8,2.506,0.52,25.66,53370,1.3,20.45,22.37,25.49,28.56,30.55,42540,46520,53020,59410,63540,,
11,DC,District of Columbia,29-2071,Medical Records and Health Information Technicians,detailed,470,11.7,0.665,0.46,25.69,53430,2.5,12.7,18.11,23.83,31.56,39.24,26420,37660,49570,65640,81610,,
11,DC,District of Columbia,29-2081,"Opticians, Dispensing",detailed,230,30.2,0.327,0.65,22.23,46230,12.3,13.55,15.05,22.43,27,31.15,28190,31300,46650,56160,64790,,
11,DC,District of Columbia,29-2099,"Health Technologists and Technicians, All Other",detailed,530,14.1,0.741,0.86,26.06,54210,3.5,15.31,18.17,23.21,32.03,41.98,31840,37800,48280,66620,87330,,
11,DC,District of Columbia,29-9011,Occupational Health and Safety Specialists,detailed,520,20.4,0.727,1.19,43.53,90540,3.2,26.07,33.15,43.01,52.83,60.6,54230,68950,89460,109890,126050,,
11,DC,District of Columbia,29-9012,Occupational Health and Safety Technicians,detailed,110,32,0.151,1.21,*,*,*,*,*,*,*,*,*,*,*,*,*,,
11,DC,District of Columbia,29-9091,Athletic Trainers,detailed,70,0.6,0.094,0.51,*,68470,2.2,*,*,*,*,*,36410,44100,56730,92780,120810,True,
11,DC,District of Columbia,29-9092,Genetic Counselors,detailed,50,0,0.068,3.7,38.13,79300,2.1,28.46,33.25,38.14,43.84,48.34,59200,69150,79340,91190,100550,,
11,DC,District of Columbia,29-9099,"Healthcare Practitioners and Technical Workers, All Other",detailed,100,16,0.135,0.6,39.31,81770,9.1,15.6,19.14,39.21,59.05,67.35,32440,39800,81550,122830,140080,,
11,DC,District of Columbia,31-0000,Healthcare Support Occupations,major,14180,5.1,19.907,0.7,16.38,34070,1.9,12.79,13.43,14.62,17.95,22.77,26600,27940,30410,37340,47350,,
11,DC,District of Columbia,31-1011,Home Health Aides,detailed,6420,9.9,9.013,1.64,14.08,29290,1.3,12.78,13.13,13.9,14.66,15.34,26570,27310,28900,30490,31920,,
11,DC,District of Columbia,31-1014,Nursing Assistants,detailed,3500,5.9,4.914,0.49,16.11,33510,1.8,12.81,13.58,15,18.09,21.42,26650,28260,31190,37620,44540,,
11,DC,District of Columbia,31-1015,Orderlies,detailed,220,5.2,0.31,0.89,15.47,32190,1.9,12.78,13.27,14.86,17.37,19.11,26590,27590,30910,36140,39740,,
11,DC,District of Columbia,31-2011,Occupational Therapy Assistants,detailed,30,20.7,0.042,0.14,27.08,56330,6.2,17.56,20.55,27.93,30.28,38,36520,42740,58090,62980,79050,,
11,DC,District of Columbia,31-2021,Physical Therapist Assistants,detailed,200,9.1,0.277,0.42,19.67,40920,3,12.78,15.59,17.55,22.09,30.67,26580,32430,36510,45960,63800,,
11,DC,District of Columbia,31-2022,Physical Therapist Aides,detailed,80,13.7,0.117,0.36,14.67,30520,2.7,12.78,13.24,14.09,15.42,18.14,26580,27550,29300,32070,37730,,
11,DC,District of Columbia,31-9011,Massage Therapists,detailed,90,25.4,0.127,0.18,19.66,40890,6.2,12.76,12.77,15.76,24.41,30.31,26550,26560,32770,50770,63040,,
11,DC,District of Columbia,31-9091,Dental Assistants,detailed,540,9.8,0.755,0.32,23.66,49220,6.2,15.84,17.87,22.42,28.18,33.48,32960,37180,46630,58620,69640,,
11,DC,District of Columbia,31-9092,Medical Assistants,detailed,1970,7.3,2.769,0.59,20.2,42010,1.8,14.02,16.5,19.95,23.12,26.6,29160,34330,41500,48080,55320,,
11,DC,District of Columbia,31-9093,Medical Equipment Preparers,detailed,210,27.3,0.301,0.78,20.59,42830,1.1,14.44,16.58,19.32,23.65,27.89,30030,34480,40180,49200,58010,,
