AREA,ST,AREA_NAME,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_Q,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
11,DC,District of Columbia,23-0000,Legal Occupations,major,39520,1.8,55.807,7.26,81.25,169000,6.2,31.98,51.65,74.96,#,#,66520,107440,155920,#,#,,
11,DC,District of Columbia,23-1011,Lawyers,detailed,32090,2.1,45.31,10.28,91.14,189560,7.6,47.19,65.46,77.84,#,#,98160,136170,161900,#,#,,
11,DC,District of Columbia,23-1022,"Arbitrators, Mediators, and Conciliators",detailed,90,24.3,0.13,3.04,46.86,97470,4.4,28.18,34.88,44.12,60.09,70.02,58610,72550,91770,124990,145630,,
11,DC,District of Columbia,23-2011,Paralegals and Legal Assistants,detailed,5260,4.7,7.42,3.64,37.67,78350,2.3,21.73,26.68,36.81,46.21,55.41,45200,55500,76570,96110,115260,,
11,DC,District of Columbia,23-2091,Court Reporters,detailed,130,47.8,0.182,1.71,26.9,55950,17.2,14.87,17.15,21.28,28.1,37.28,30940,35680,44270,58450,77550,,
11,DC,District of Columbia,23-2093,"Title Examiners, Abstractors, and Searchers",detailed,50,40.1,0.071,0.19,33,68640,6.2,17.44,21.6,33.04,41.86,53.27,36280,44930,68730,87070,110810,,
11,DC,District of Columbia,23-2099,"Legal Support Workers, All Other",detailed,1580,7.9,2.225,7.14,36.33,75570,3.5,21.6,26.12,31.11,43.44,61.03,44940,54330,64700,90350,126950,,
11,DC,District of Columbia,25-0000,"Education, Training, and Library Occupations",major,34020,1.4,48.034,0.78,37.89,78810,5.6,16.06,22.59,32.16,45,62.8,33400,46990,66900,93600,130630,,
11,DC,District of Columbia,25-1011,"Business Teachers, Postsecondary",detailed,1590,1.1,2.241,3.79,*,121350,6.9,*,*,*,*,*,43050,61050,94130,151610,#,True,
11,DC,District of Columbia,25-1021,"Computer Science Teachers, Postsecondary",detailed,160,0,0.233,1.03,*,123000,8.5,*,*,*,*,*,56840,73920,106210,151720,206280,True,
11,DC,District of Columbia,25-1022,"Mathematical Science Teachers, Postsecondary",detailed,180,0,0.253,0.71,*,116280,12.5,*,*,*,*,*,54410,61230,83070,144410,#,True,
11,DC,District of Columbia,25-1032,"Engineering Teachers, Postsecondary",detailed,90,0,0.128,0.49,*,133510,14.6,*,*,*,*,*,66510,82950,112050,165120,#,True,
11,DC,District of Columbia,25-1042,"Biological Science Teachers, Postsecondary",detailed,320,0,0.451,1.29,*,145750,8.5,*,*,*,*,*,58040,86390,124480,182650,#,True,
11,DC,District of Columbia,25-1052,"Chemistry Teachers, Postsecondary",detailed,90,0,0.128,0.86,*,82510,6.1,*,*,*,*,*,44500,55840,71800,98770,134230,True,
11,DC,District of Columbia,25-1054,"Physics Teachers, Postsecondary",detailed,60,0,0.088,0.91,*,99290,4.8,*,*,*,*,*,49210,64150,92220,129430,157100,True,
11,DC,District of Columbia,25-1061,"Anthropology and Archeology Teachers, Postsecondary",detailed,40,0,0.063,1.56,*,105830,14.8,*,*,*,*,*,52040,60420,86670,126900,172640,True,
11,DC,District of Columbia,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",detailed,680,0,0.957,13.84,*,*,*,*,*,*,*,*,*,*,*,*,*,True,
11,DC,District of Columbia,25-1063,"Economics Teachers, Postsecondary",detailed,180,1.9,0.252,2.81,*,105650,9.8,*,*,*,*,*,52780,68650,97490,126750,167630,True,
11,DC,District of Columbia,25-1065,"Political Science Teachers, Postsecondary",detailed,1220,6.7,1.724,15.17,*,119310,11.4,*,*,*,*,*,53290,67510,96330,142820,#,True,
11,DC,District of Columbia,25-1066,"Psychology Teachers, Postsecondary",detailed,110,0,0.162,0.62,*,109320,6.3,*,*,*,*,*,60350,73290,102830,128950,176030,True,
11,DC,District of Columbia,25-1067,"Sociology Teachers, Postsecondary",detailed,110,0,0.156,1.63,*,152890,14.7,*,*,*,*,*,60270,85640,121750,197960,#,True,
11,DC,District of Columbia,25-1071,"Health Specialties Teachers, Postsecondary",detailed,510,0,0.725,0.53,*,*,*,*,*,*,*,*,*,*,*,*,*,True,
11,DC,District of Columbia,25-1072,"Nursing Instructors and Teachers, Postsecondary",detailed,530,0,0.749,1.92,*,150560,6.9,*,*,*,*,*,79340,96940,131960,183100,#,True,
11,DC,District of Columbia,25-1081,"Education Teachers, Postsecondary",detailed,1700,0.4,2.403,5.66,*,*,*,*,*,*,*,*,*,*,*,*,*,True,
11,DC,District of Columbia,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",detailed,80,0,0.114,1.15,*,125260,20.6,*,*,*,*,*,53250,61320,89480,168830,#,True,
11,DC,District of Columbia,25-1112,"Law Teachers, Postsecondary",detailed,1430,0,2.023,17.07,*,121470,5.8,*,*,*,*,*,40150,58330,97340,160060,#,True,
11,DC,District of Columbia,25-1121,"Art, Drama, and Music Teachers, Postsecondary",detailed,470,30.8,0.667,1,*,99440,11.8,*,*,*,*,*,54010,60680,83650,115700,167130,True,
11,DC,District of Columbia,25-1122,"Communications Teachers, Postsecondary",detailed,220,0,0.313,1.55,*,95860,11.6,*,*,*,*,*,54220,61700,77790,113090,160520,True,
11,DC,District of Columbia,25-1123,"English Language and Literature Teachers, Postsecondary",detailed,290,0,0.41,0.85,*,120430,13.5,*,*,*,*,*,54420,62320,96710,139650,#,True,
11,DC,District of Columbia,25-1124,"Foreign Language and Literature Teachers, Postsecondary",detailed,710,37.9,1,5.23,*,65490,15.3,*,*,*,*,*,24330,43800,56570,75580,106330,True,
11,DC,District of Columbia,25-1125,"History Teachers, Postsecondary",detailed,90,0,0.123,0.83,*,121070,7.1,*,*,*,*,*,59320,80250,107970,140580,197270,True,
11,DC,District of Columbia,25-1126,"Philosophy and Religion Teachers, Postsecondary",detailed,480,11.6,0.672,4.18,*,84160,10.3,*,*,*,*,*,47490,56950,81190,97200,119060,True,
11,DC,District of Columbia,25-1194,"Vocational Education Teachers, Postsecondary",detailed,50,27.9,0.065,0.08,28.67,59630,21.2,11.7,20.8,25.75,40.8,46.68,24330,43260,53570,84870,97100,,
11,DC,District of Columbia,25-1199,"Postsecondary Teachers, All Other",detailed,1000,7.5,1.409,1.06,*,76130,6,*,*,*,*,*,24330,48490,67840,91670,136950,True,
11,DC,District of Columbia,25-2011,"Preschool Teachers, Except Special Education",detailed,1320,28.2,1.864,0.65,20.01,41630,6.6,13.45,15.48,18.02,22.86,29.43,27980,32200,37480,47550,61220,,
11,DC,District of Columbia,25-2012,"Kindergarten Teachers, Except Special Education",detailed,90,10.5,0.13,0.13,*,64900,7,*,*,*,*,*,36520,52780,59550,70270,89850,True,
11,DC,District of Columbia,25-2021,"Elementary School Teachers, Except Special Education",detailed,2890,6.3,4.078,0.41,*,76950,3.6,*,*,*,*,*,55560,61510,74630,92260,104310,True,
11,DC,District of Columbia,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",detailed,1390,20.3,1.964,0.45,*,74540,3,*,*,*,*,*,53690,61170,73340,87400,102640,True,
11,DC,District of Columbia,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",detailed,3290,8.8,4.645,0.64,*,64420,3.2,*,*,*,*,*,35630,46640,61850,77880,96410,True,
11,DC,District of Columbia,25-2052,"Special Education Teachers, Kindergarten and Elementary School",detailed,550,17.4,0.782,0.6,*,73220,7.2,*,*,*,*,*,48250,57610,70150,90410,104080,True,
11,DC,District of Columbia,25-2053,"Special Education Teachers, Middle School",detailed,210,15.1,0.301,0.49,*,65750,11.8,*,*,*,*,*,39950,51910,62000,80590,99070,True,
11,DC,District of Columbia,25-2054,"Special Education Teachers, Secondary School",detailed,580,16.4,0.823,0.86,*,70200,7.4,*,*,*,*,*,47060,56420,66540,80520,102150,True,
11,DC,District of Columbia,25-2059,"Special Education Teachers, All Other",detailed,220,22,0.311,1.17,*,61440,5,*,*,*,*,*,31090,44190,57650,79820,96570,True,
11,DC,District of Columbia,25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,detailed,240,27.7,0.341,0.8,24.57,51110,7.3,15.72,17.82,22.41,28.59,40.98,32690,37060,46610,59470,85240,,
11,DC,District of Columbia,25-3021,Self-Enrichment Education Teachers,detailed,430,18.5,0.604,0.36,20.89,43450,6,13.31,15.82,20.25,25.42,29.57,27680,32900,42110,52880,61500,,
11,DC,District of Columbia,25-3097,"Teachers and Instructors, All Other, Except Substitute Teachers",detailed,1940,11,2.741,1.33,*,74990,6.8,*,*,*,*,*,38030,49870,71100,90180,127540,True,
11,DC,District of Columbia,25-3098,Substitute Teachers,detailed,70,45.4,0.096,0.02,18.76,39020,11.6,12.81,14.2,20.43,22.61,23.92,26630,29530,42500,47030,49750,,
11,DC,District of Columbia,25-4011,Archivists,detailed,200,9.7,0.285,6.68,34.63,72020,6.9,18.74,26.43,34.43,41.57,49.83,38970,54970,71610,86460,103640,,
11,DC,District of Columbia,25-4012,Curators,detailed,160,4.5,0.224,2.76,42.32,88020,5.2,24.35,30.09,39.43,46,61.3,50650,62590,82020,95680,127500,,
11,DC,District of Columbia,25-4013,Museum Technicians and Conservators,detailed,440,5.8,0.615,7.13,32.55,67700,2.6,20.09,23.98,31.98,39.44,46,41790,49890,66520,82030,95670,,
11,DC,District of Columbia,25-4021,Librarians,detailed,1160,3.3,1.641,1.85,40.43,84090,2.1,27.12,32.48,38.75,46.27,55.24,56420,67550,80590,96250,114900,,
11,DC,District of Columbia,25-4031,Library Technicians,detailed,640,2.4,0.9,1.42,24.18,50300,2.5,17.78,20.02,23.53,27.24,30.66,36980,41650,48940,56670,63780,,
11,DC,District of Columbia,25-9011,Audio-Visual and Multimedia Collections Specialists,detailed,40,12.5,0.055,0.74,30.04,62490,2.5,21.49,25.41,28.7,33.43,41.04,44710,52850,59690,69540,85360,,
11,DC,District of Columbia,25-9031,Instructional Coordinators,detailed,1550,5.2,2.185,1.98,42.88,89190,6.9,25.93,33.05,40.89,51.35,64.62,53930,68740,85040,106820,134420,,
11,DC,District of Columbia,25-9041,Teacher Assistants,detailed,3100,9.8,4.383,0.48,*,34230,2.4,*,*,*,*,*,25290,28570,33670,38160,42540,True,
11,DC,District of Columbia,25-9099,"Education, Training, and Library Workers, All Other",detailed,310,12.4,0.432,0.62,32.04,66640,4.9,20.22,22.49,29.52,40.72,48.49,42050,46790,61400,84700,100870,,
11,DC,District of Columbia,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,37340,2.5,52.723,3.9,44.09,91710,1.7,20.14,27.32,38.43,53.05,74.54,41900,56820,79930,110340,155040,,
11,DC,District of Columbia,27-1011,Art Directors,detailed,720,37.7,1.016,3.8,39.73,82630,5.6,17.86,27.78,35.81,46.28,60.05,37150,57790,74480,96270,124910,,
11,DC,District of Columbia,27-1014,Multimedia Artists and Animators,detailed,100,21.2,0.139,0.66,42.36,88120,5.1,26.8,34.16,41.58,49.81,60.24,55750,71060,86480,103600,125290,,
11,DC,District of Columbia,27-1019,"Artists and Related Workers, All Other",detailed,1090,1.5,1.535,31.22,44.01,91540,2.9,29.07,38.33,45.58,49.83,56.21,60470,79720,94810,103650,116910,,
11,DC,District of Columbia,27-1023,Floral Designers,detailed,130,19.4,0.19,0.62,20.6,42840,16,12.13,13.69,17.28,27.06,33.81,25240,28480,35950,56270,70330,,
11,DC,District of Columbia,27-1024,Graphic Designers,detailed,1710,10,2.412,1.58,33.43,69530,4.3,17.8,23.38,31.95,42.89,49.83,37030,48630,66450,89210,103640,,
11,DC,District of Columbia,27-1025,Interior Designers,detailed,670,22.7,0.949,2.41,40.78,84820,12.9,18.28,25.62,32.53,48.18,62.91,38010,53300,67670,100200,130860,,
11,DC,District of Columbia,27-1026,Merchandise Displayers and Window Trimmers,detailed,230,25.8,0.323,0.38,19.79,41160,7.7,11.8,14.48,18.2,24.02,29.72,24540,30120,37850,49970,61820,,
11,DC,District of Columbia,27-1027,Set and Exhibit Designers,detailed,220,12.9,0.308,3.82,35.25,73330,5,22.21,28.2,35.45,41.57,48.55,46200,58650,73730,86460,100980,,
11,DC,District of Columbia,27-1029,"Designers, All Other",detailed,70,25.8,0.105,1.93,36.26,75420,13.5,11.86,12.11,34.02,52.41,67.62,24670,25190,70770,109020,140650,,
11,DC,District of Columbia,27-2011,Actors,detailed,260,37.4,0.365,1.2,*,*,*,*,*,*,*,*,*,*,*,*,*,,True
11,DC,District of Columbia,27-2012,Producers and Directors,detailed,2000,5.9,2.828,3.43,41.4,86110,2.9,21.64,27.56,38.72,49.83,61.7,45020,57320,80540,103640,128330,,
11,DC,District of Columbia,27-2022,Coaches and Scouts,detailed,580,20.7,0.815,0.49,*,66030,6,*,*,*,*,*,32280,36920,51620,75790,101610,True,
11,DC,District of Columbia,27-2031,Dancers,detailed,90,20.5,0.134,1.92,16.37,*,7.5,11.79,11.94,15.66,20.32,23.05,*,*,*,*,*,,True
11,DC,District of Columbia,27-2032,Choreographers,detailed,**,**,**,**,23.55,48990,8.7,20.11,21.43,23.63,26.02,28.56,41820,44570,49140,54130,59400,,
11,DC,District of Columbia,27-2042,Musicians and Singers,detailed,220,15.3,0.313,1.11,*,*,*,*,*,*,*,*,*,*,*,*,*,,True
11,DC,District of Columbia,27-2099,"Entertainers and Performers, Sports and Related Workers, All Other",detailed,150,15.2,0.206,2.57,24.92,*,12.3,11.85,13.02,19.95,32.6,44.38,*,*,*,*,*,,True
11,DC,District of Columbia,27-3011,Radio and Television Announcers,detailed,410,31,0.575,2.87,38.49,80070,6.1,14.69,25.15,30.18,39.29,71.87,30560,52320,62770,81730,149500,,
11,DC,District of Columbia,27-3021,Broadcast News Analysts,detailed,300,33.7,0.428,10.72,50.98,106030,8.5,19.84,30.84,40.99,57.2,99.8,41270,64160,85270,118970,207580,,
11,DC,District of Columbia,27-3022,Reporters and Correspondents,detailed,1960,14.6,2.761,10.15,42.48,88350,4.2,18.18,27.4,40.06,56.05,71.48,37820,56990,83320,116590,148690,,
11,DC,District of Columbia,27-3031,Public Relations Specialists,detailed,17350,3.6,24.497,14.94,49.42,102790,2.7,21.53,28.48,40.29,60.06,90.96,44790,59230,83810,124930,189190,,
11,DC,District of Columbia,27-3041,Editors,detailed,3260,6,4.601,6.77,42.18,87740,2,23.11,29.8,38.19,50.79,66.96,48070,61980,79430,105630,139280,,
11,DC,District of Columbia,27-3042,Technical Writers,detailed,700,16.3,0.987,2.82,40.56,84370,3,25.44,33.41,40.88,47.76,54.69,52920,69500,85040,99340,113750,,
11,DC,District of Columbia,27-3043,Writers and Authors,detailed,1170,6.4,1.646,5.18,45.77,95190,3.7,25.42,32.67,44.72,54.68,63.02,52870,67950,93010,113740,131080,,
11,DC,District of Columbia,27-3091,Interpreters and Translators,detailed,460,12.1,0.646,1.73,44.43,92420,5.7,27.01,35.42,47.18,55.47,59.99,56180,73660,98140,115390,124780,,
11,DC,District of Columbia,27-3099,"Media and Communication Workers, All Other",detailed,220,13,0.317,2.1,36.14,75170,4.8,19.91,23.51,31.91,47.74,61.64,41420,48890,66380,99290,128200,,
11,DC,District of Columbia,27-4011,Audio and Video Equipment Technicians,detailed,730,24.5,1.028,2.01,30.78,64030,2.8,19.42,24.03,29.3,36.84,44.92,40390,49990,60930,76630,93440,,
11,DC,District of Columbia,27-4012,Broadcast Technicians,detailed,700,21.1,0.984,4.62,38.67,80440,3.5,15.88,21.95,42.2,47.66,57.02,33030,45660,87780,99140,118600,,
11,DC,District of Columbia,27-4014,Sound Engineering Technicians,detailed,80,23.6,0.109,1.17,33.62,69920,12.8,15.01,17.93,29.56,38.2,47.54,31210,37300,61490,79460,98890,,
11,DC,District of Columbia,27-4021,Photographers,detailed,260,22.1,0.365,1.05,34.03,70790,6.2,15.43,20.83,31.22,43.44,64.16,32100,43330,64930,90360,133450,,
11,DC,District of Columbia,27-4031,"Camera Operators, Television, Video, and Motion Picture",detailed,610,16.1,0.868,5.93,42.64,88690,2.8,27.81,35.63,43.12,49.4,59.84,57840,74110,89680,102760,124470,,
11,DC,District of Columbia,27-4032,Film and Video Editors,detailed,180,33.4,0.25,1.16,37.84,78710,3.5,23.9,30.24,38.59,45.52,50.62,49700,62900,80260,94670,105290,,
11,DC,District of Columbia,27-4099,"Media and Communication Equipment Workers, All Other",detailed,360,0.8,0.507,3.8,51.16,106400,3.2,39.44,41.57,51.66,59.24,61.27,82030,86470,107440,123220,127450,,
11,DC,District of Columbia,29-0000,Healthcare Practitioners and Technical Occupations,major,31380,2.6,44.311,0.74,44.91,93420,4,20.35,27.58,38.05,52.68,77.84,42320,57360,79150,109570,161900,,
11,DC,District of Columbia,29-1021,"Dentists, General",detailed,290,9.8,0.41,0.53,86.83,180600,11.5,26.76,52.73,75.54,#,#,55670,109670,157130,#,#,,
11,DC,District of Columbia,29-1031,Dietitians and Nutritionists,detailed,380,3.7,0.534,1.21,29.79,61950,4.2,15.23,24.42,29.95,36.24,41.66,31690,50800,62290,75380,86650,,
11,DC,District of Columbia,29-1041,Optometrists,detailed,**,**,**,**,43.1,89640,11.7,27.66,32.65,36.53,52.24,61.17,57540,67910,75990,108670,127230,,
11,DC,District of Columbia,29-1051,Pharmacists,detailed,940,15,1.329,0.61,59.37,123490,3.4,49.07,53.82,59.73,68.5,75.91,102060,111940,124240,142480,157900,,
11,DC,District of Columbia,29-1061,Anesthesiologists,detailed,140,0,0.201,0.94,131.91,274360,9.7,88.48,#,#,#,#,184030,#,#,#,#,,
11,DC,District of Columbia,29-1062,Family and General Practitioners,detailed,230,24.8,0.32,0.36,80.26,166940,8.6,29.8,66.32,80.54,95.43,#,61990,137940,167530,198490,#,,
11,DC,District of Columbia,29-1063,"Internists, General",detailed,1160,3.3,1.642,5.54,59.03,122790,19.9,24.87,27.42,34.09,84.14,#,51720,57030,70900,175010,#,,
11,DC,District of Columbia,29-1064,Obstetricians and Gynecologists,detailed,120,6.2,0.166,1.26,113.36,235800,9.7,27.61,85.2,#,#,#,57420,177220,#,#,#,,
11,DC,District of Columbia,29-1065,"Pediatricians, General",detailed,300,0.9,0.427,2.1,57.74,120110,7,28.7,33.77,54.66,74.01,93.29,59700,70250,113700,153940,194050,,
11,DC,District of Columbia,29-1066,Psychiatrists,detailed,120,5.5,0.166,0.94,82.51,171630,7.4,26.13,69.1,88.06,98.02,#,54350,143740,183160,203880,#,,
11,DC,District of Columbia,29-1067,Surgeons,detailed,220,1.5,0.308,1.14,*,*,*,*,*,*,*,*,*,*,*,*,*,,
11,DC,District of Columbia,29-1069,"Physicians and Surgeons, All Other",detailed,1880,7.1,2.66,1.07,92.3,191990,6.8,32.74,64.65,89.9,#,#,68090,134480,187000,#,#,,
11,DC,District of Columbia,29-1071,Physician Assistants,detailed,500,9.2,0.712,0.93,54.33,113000,3.8,28.91,43.37,54.25,63.83,76.3,60140,90210,112850,132760,158710,,
11,DC,District of Columbia,29-1081,Podiatrists,detailed,70,33.3,0.095,1.4,72.21,150200,22.4,41.86,47.55,59.96,77.83,#,87060,98910,124720,161890,#,,
11,DC,District of Columbia,29-1122,Occupational Therapists,detailed,340,9,0.479,0.54,44.77,93110,2.2,32.36,36.26,42.81,50.88,61.36,67310,75420,89050,105840,127630,,
11,DC,District of Columbia,29-1123,Physical Therapists,detailed,660,6.3,0.937,0.59,41.63,86580,2.1,30.17,34.08,39.81,49.28,58.77,62750,70890,82800,102490,122250,,
11,DC,District of Columbia,29-1124,Radiation Therapists,detailed,120,0,0.172,1.42,38.2,79460,1.8,27.63,32.12,37.74,44.86,50.67,57460,66810,78500,93310,105390,,
11,DC,District of Columbia,29-1125,Recreational Therapists,detailed,160,23.1,0.226,1.74,26.27,54640,5.6,14.5,18.69,25.16,31.34,41.56,30150,38890,52330,65190,86450,,
11,DC,District of Columbia,29-1126,Respiratory Therapists,detailed,350,1.1,0.488,0.54,34.7,72180,3.6,23.92,26.34,34,40.69,48.44,49760,54790,70720,84630,100750,,
11,DC,District of Columbia,29-1127,Speech-Language Pathologists,detailed,270,5.4,0.385,0.39,41.97,87300,3.6,27.31,33.21,41.21,52.36,59.37,56810,69080,85710,108910,123490,,
11,DC,District of Columbia,29-1131,Veterinarians,detailed,110,13.4,0.153,0.31,60.15,125100,20.5,15.59,29.59,47.71,82.09,#,32430,61540,99240,170740,#,,
11,DC,District of Columbia,29-1141,Registered Nurses,detailed,11000,2.4,15.539,0.76,43.32,90110,5.1,27.53,33.54,41.85,49.44,61.92,57270,69760,87040,102840,128790,,
11,DC,District of Columbia,29-1161,Nurse Midwives,detailed,40,11.9,0.054,1.19,44.99,93570,10.8,28.18,33.11,38.99,52.59,64.29,58610,68880,81110,109400,133720,,
11,DC,District of Columbia,29-1171,Nurse Practitioners,detailed,700,3.7,0.983,0.84,51.9,107950,1.6,40.36,44.82,51.95,59.14,65.77,83940,93220,108070,123000,136810,,
11,DC,District of Columbia,29-1181,Audiologists,detailed,120,10.8,0.162,1.93,50.45,104940,3,31.99,37.35,51.19,63.31,74.54,66550,77690,106470,131680,155040,,
11,DC,District of Columbia,29-1199,"Health Diagnosing and Treating Practitioners, All Other",detailed,470,6.7,0.662,2.62,57.3,119170,3,35.04,45.58,57.73,68.21,77.83,72880,94800,120070,141880,161890,,
11,DC,District of Columbia,29-2010,Clinical Laboratory Technologists and Technicians,detailed,1500,8.9,2.114,0.93,28.4,59070,2,16.94,20.83,27.69,35.11,41.93,35240,43320,57590,73030,87210,,
11,DC,District of Columbia,29-2021,Dental Hygienists,detailed,470,24,0.658,0.44,38.62,80340,17.1,11.7,17.79,42.68,52.44,63.61,24330,37000,88760,109080,132300,,
11,DC,District of Columbia,29-2031,Cardiovascular Technologists and Technicians,detailed,150,4.7,0.209,0.53,38.44,79960,3.5,18.01,29.13,39.29,45.63,50.03,37460,60600,81730,94920,104070,,
11,DC,District of Columbia,29-2032,Diagnostic Medical Sonographers,detailed,180,16.4,0.249,0.52,42.86,89140,1.6,33.79,38.66,43.06,47.4,51.26,70290,80410,89550,98590,106620,,
11,DC,District of Columbia,29-2033,Nuclear Medicine Technologists,detailed,50,6.3,0.069,0.52,44.42,92390,2.2,32.71,37.31,43.85,50.21,60.23,68050,77610,91210,104440,125280,,
11,DC,District of Columbia,29-2034,Radiologic Technologists,detailed,510,9.4,0.715,0.51,37.26,77500,1.6,26.83,32.35,37.09,43.67,48.6,55820,67290,77150,90840,101080,,
11,DC,District of Columbia,29-2035,Magnetic Resonance Imaging Technologists,detailed,100,6,0.145,0.55,39.66,82490,2.9,21.5,36.51,42.32,46.52,49.14,44720,75930,88030,96770,102220,,
11,DC,District of Columbia,29-2041,Emergency Medical Technicians and Paramedics,detailed,1560,10.4,2.201,1.25,27.94,58110,4.9,16.29,23.43,28.9,32.3,35.93,33890,48740,60100,67190,74720,,
11,DC,District of Columbia,29-2051,Dietetic Technicians,detailed,90,1.6,0.122,0.52,14.92,31030,3.7,11.74,11.92,13.5,17.49,19.54,24420,24790,28070,36380,40650,,
11,DC,District of Columbia,29-2052,Pharmacy Technicians,detailed,990,5.8,1.393,0.48,17.6,36600,2.8,12.08,13.5,16.97,21.38,23.85,25130,28080,35290,44480,49610,,
11,DC,District of Columbia,29-2053,Psychiatric Technicians,detailed,360,21.1,0.506,1.08,21.05,43780,7.5,13.18,15.92,20.31,26.49,29.24,27420,33110,42240,55090,60830,,
11,DC,District of Columbia,29-2054,Respiratory Therapy Technicians,detailed,120,11.7,0.176,2.61,*,*,*,*,*,*,*,*,*,*,*,*,*,,
11,DC,District of Columbia,29-2055,Surgical Technologists,detailed,270,0.5,0.385,0.52,27.94,58120,3.6,14.98,21.18,28.5,34.24,39.03,31160,44060,59270,71220,81190,,
11,DC,District of Columbia,29-2056,Veterinary Technologists and Technicians,detailed,150,12.1,0.213,0.29,17.16,35690,4,11.98,13.68,16.81,20.05,23.47,24930,28460,34970,41710,48830,,
11,DC,District of Columbia,29-2061,Licensed Practical and Licensed Vocational Nurses,detailed,1820,10.5,2.568,0.52,25.5,53050,1.5,20.29,22.12,25.29,28.46,30.69,42200,46010,52610,59200,63840,,
11,DC,District of Columbia,29-2071,Medical Records and Health Information Technicians,detailed,510,11.3,0.718,0.5,24.07,50070,2.7,12.5,16.36,22.32,30.11,37.56,26000,34030,46430,62620,78130,,
11,DC,District of Columbia,29-2081,"Opticians, Dispensing",detailed,**,**,**,**,20.76,43180,9.8,12.67,14.59,21.21,25.07,29.4,26350,30340,44110,52140,61160,,
11,DC,District of Columbia,29-2099,"Health Technologists and Technicians, All Other",detailed,450,8.1,0.629,0.72,26.2,54500,3.1,14.93,18.16,23.75,33.07,41.57,31050,37770,49400,68790,86460,,
11,DC,District of Columbia,29-9011,Occupational Health and Safety Specialists,detailed,500,9.4,0.705,1.24,44.31,92170,2.8,27.54,32.6,42.22,52.86,61.22,57280,67810,87820,109950,127340,,
11,DC,District of Columbia,29-9012,Occupational Health and Safety Technicians,detailed,100,19.6,0.14,1.14,37.72,78460,7.5,16.42,25.21,39.54,47.44,59.23,34160,52440,82240,98680,123200,,
11,DC,District of Columbia,29-9091,Athletic Trainers,detailed,80,9.6,0.113,0.64,*,67190,4.2,*,*,*,*,*,41190,46610,59440,89020,102910,True,
11,DC,District of Columbia,29-9099,"Healthcare Practitioners and Technical Workers, All Other",detailed,100,6.2,0.137,0.56,38.14,79330,8.6,15.72,19.43,41.92,53,62.83,32690,40400,87200,110230,130690,,
11,DC,District of Columbia,31-0000,Healthcare Support Occupations,major,14130,5,19.957,0.69,16.02,33310,2,12.16,13.02,14.47,17.77,22.56,25290,27070,30090,36960,46920,,
11,DC,District of Columbia,31-1011,Home Health Aides,detailed,6910,9.6,9.756,1.69,13.66,28410,1.5,12.14,12.7,13.6,14.5,15.23,25250,26410,28290,30160,31670,,
11,DC,District of Columbia,31-1014,Nursing Assistants,detailed,3160,7.9,4.456,0.44,16.43,34170,2.3,12.14,13.43,16.01,18.74,22.03,25240,27940,33300,38990,45830,,
11,DC,District of Columbia,31-1015,Orderlies,detailed,210,5.2,0.303,0.82,14.86,30910,2,11.91,12.57,14.45,16.82,18.54,24780,26140,30050,34990,38570,,
11,DC,District of Columbia,31-2012,Occupational Therapy Aides,detailed,50,26.3,0.07,1.3,20.68,43000,5.9,12.24,13.86,19.89,26.28,32.5,25450,28840,41360,54650,67590,,
11,DC,District of Columbia,31-2021,Physical Therapist Assistants,detailed,160,9.3,0.223,0.35,20.82,43310,3.3,11.94,15.88,18.62,24.45,33.75,24830,33030,38720,50850,70200,,
11,DC,District of Columbia,31-2022,Physical Therapist Aides,detailed,90,9.6,0.122,0.35,16.41,34130,3.8,12.72,13.69,15.33,17.75,19.52,26450,28480,31890,36930,40590,,
11,DC,District of Columbia,31-9011,Massage Therapists,detailed,50,19.2,0.066,0.09,19.45,40460,9.7,11.5,11.51,12.66,27.34,36.23,23930,23940,26330,56860,75350,,
11,DC,District of Columbia,31-9091,Dental Assistants,detailed,640,16.4,0.905,0.38,23.66,49210,5.9,15.82,17.99,23.09,28.41,32.02,32910,37420,48030,59090,66610,,
11,DC,District of Columbia,31-9092,Medical Assistants,detailed,1760,9.9,2.489,0.55,19.5,40570,2,13.42,16.34,19.1,22.42,25.33,27910,33990,39720,46630,52680,,
11,DC,District of Columbia,31-9093,Medical Equipment Preparers,detailed,220,19.9,0.305,0.81,20.01,41630,1.1,14.11,16.4,18.98,22.8,26.91,29360,34120,39480,47430,55980,,
11,DC,District of Columbia,31-9094,Medical Transcriptionists,detailed,50,15.6,0.07,0.18,16.42,34140,2.9,11.76,11.83,12.21,20.85,24.55,24460,24620,25390,43360,51060,,
