PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC.QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY,YEAR,OCC_GROUP,AREA_TYPE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,O_GROUP,LOC_QUOTIENT,PCT_TOTAL,PCT_RPT
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",43-9081,Proofreaders and Copy Markers,NA,110.0,42.6,0.075,0.89,19.7,40970.0,7.1,12.58,14.22,19.76,24.5,28.02,26170.0,29580.0,41110.0,50950.0,58270.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",43-9111,Statistical Assistants,NA,440.0,23.4,0.304,2.57,21.78,45300.0,1.6,17.59,19.77,21.63,23.59,27.27,36580.0,41110.0,44990.0,49070.0,56730.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",43-9199,"Office and Administrative Support Workers, All Other",NA,3590.0,6.9,2.478,1.37,17.58,36560.0,1.9,12.22,14.14,17.29,20.64,22.79,25420.0,29420.0,35960.0,42920.0,47410.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",45-0000,"Farming, Fishing, and Forestry Occupations",NA,1360.0,20.8,0.937,0.29,16.12,33530.0,8.0,9.22,9.31,11.99,21.47,29.7,19170.0,19360.0,24940.0,44660.0,61780.0,NA,NA,2013,major,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",NA,80.0,18.0,0.053,0.38,28.03,58300.0,7.1,9.64,19.91,30.12,38.68,43.34,20040.0,41420.0,62660.0,80440.0,90150.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",45-2011,Agricultural Inspectors,NA,50.0,23.8,0.036,0.35,29.0,60330.0,5.6,22.03,24.91,29.21,33.6,38.43,45830.0,51820.0,60760.0,69880.0,79930.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",45-2041,"Graders and Sorters, Agricultural Products",NA,310.0,48.3,0.213,0.74,12.92,26870.0,15.0,9.23,9.29,10.45,16.71,20.42,19190.0,19320.0,21740.0,34750.0,42480.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",NA,460.0,44.2,0.315,0.16,10.97,22810.0,2.9,9.22,9.27,10.04,11.73,14.2,19180.0,19280.0,20890.0,24390.0,29530.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",NA,150.0,36.1,0.1,0.43,16.94,35230.0,21.2,9.33,10.99,13.93,22.74,30.52,19400.0,22850.0,28970.0,47300.0,63490.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",45-2099,"Agricultural Workers, All Other",NA,**,**,**,**,24.27,50480.0,8.2,14.37,23.41,25.57,27.73,29.03,29890.0,48680.0,53180.0,57680.0,60380.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",45-4011,Forest and Conservation Workers,NA,90.0,0.1,0.06,1.16,10.8,22470.0,3.8,9.13,9.13,9.14,9.14,15.7,18990.0,19000.0,19000.0,19010.0,32650.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",45-4021,Fallers,NA,**,**,**,**,28.95,60220.0,11.3,20.53,24.12,30.22,33.48,35.44,42700.0,50170.0,62850.0,69640.0,73710.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",45-4022,Logging Equipment Operators,NA,90.0,40.1,0.061,0.33,23.6,49100.0,4.2,19.37,21.07,23.7,26.51,28.19,40280.0,43830.0,49290.0,55140.0,58640.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",47-0000,Construction and Extraction Occupations,NA,53680.0,2.2,37.028,0.96,27.38,56960.0,1.3,14.82,19.16,26.98,34.49,42.0,30830.0,39860.0,56130.0,71750.0,87350.0,NA,NA,2013,major,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,NA,5310.0,5.0,3.663,1.04,37.84,78710.0,2.0,23.98,31.09,38.01,44.83,53.02,49870.0,64660.0,79070.0,93250.0,110290.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",47-2011,Boilermakers,NA,120.0,36.2,0.084,0.7,23.51,48900.0,2.4,13.51,19.78,23.81,28.2,32.61,28090.0,41150.0,49530.0,58660.0,67830.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",47-2021,Brickmasons and Blockmasons,NA,340.0,32.6,0.231,0.52,33.65,69990.0,7.0,23.74,28.89,32.76,36.89,46.34,49370.0,60100.0,68150.0,76740.0,96380.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",47-2022,Stonemasons,NA,**,**,**,**,23.19,48230.0,11.8,18.74,19.69,21.26,22.83,33.81,38970.0,40950.0,44220.0,47490.0,70320.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",47-2031,Carpenters,NA,9480.0,10.6,6.539,1.49,25.57,53180.0,2.6,15.69,19.42,25.19,31.66,35.77,32630.0,40400.0,52390.0,65860.0,74410.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",47-2041,Carpet Installers,NA,**,**,**,**,21.38,44480.0,19.3,15.18,16.28,18.11,29.83,33.79,31580.0,33860.0,37670.0,62040.0,70280.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",NA,**,**,**,**,24.44,50840.0,12.6,14.86,17.49,22.98,32.32,34.83,30910.0,36370.0,47790.0,67220.0,72440.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",47-2044,Tile and Marble Setters,NA,**,**,**,**,27.22,56620.0,5.5,23.7,24.9,26.9,28.89,33.14,49290.0,51790.0,55950.0,60090.0,68930.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",47-2051,Cement Masons and Concrete Finishers,NA,800.0,42.1,0.552,0.52,22.17,46110.0,16.7,9.31,13.14,21.48,31.13,35.19,19350.0,27330.0,44680.0,64750.0,73200.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",47-2061,Construction Laborers,NA,6580.0,8.1,4.541,0.73,20.98,43640.0,2.9,11.97,14.62,18.42,28.33,33.92,24890.0,30420.0,38310.0,58930.0,70540.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",47-2071,"Paving, Surfacing, and Tamping Equipment Operators",NA,270.0,31.0,0.183,0.44,24.4,50750.0,7.7,15.24,20.07,24.87,28.61,33.7,31690.0,41740.0,51740.0,59500.0,70100.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",47-2072,Pile-Driver Operators,NA,150.0,41.6,0.104,3.8,33.31,69280.0,6.9,17.95,29.86,35.55,40.4,43.77,37330.0,62100.0,73930.0,84020.0,91040.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",47-2073,Operating Engineers and Other Construction Equipment Operators,NA,2630.0,19.6,1.812,0.7,29.16,60660.0,2.4,17.06,24.43,30.74,34.44,38.07,35480.0,50820.0,63940.0,71630.0,79190.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",47-2081,Drywall and Ceiling Tile Installers,NA,1230.0,15.5,0.845,1.4,22.48,46750.0,10.4,9.3,18.89,21.5,27.06,35.36,19340.0,39280.0,44720.0,56280.0,73550.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",47-2082,Tapers,NA,780.0,25.7,0.54,4.44,22.95,47740.0,4.4,18.28,19.55,21.64,26.79,32.49,38020.0,40670.0,45000.0,55720.0,67570.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",47-2111,Electricians,NA,5630.0,6.9,3.881,0.95,33.06,68770.0,2.3,19.87,26.47,33.67,40.59,44.82,41320.0,55060.0,70040.0,84430.0,93220.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",47-2121,Glaziers,NA,980.0,23.8,0.678,2.04,27.09,56340.0,11.3,13.14,17.57,25.12,39.2,43.59,27320.0,36540.0,52260.0,81540.0,90670.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",47-2131,"Insulation Workers, Floor, Ceiling, and Wall",NA,**,**,**,**,22.3,46390.0,6.6,15.46,17.4,21.08,25.4,28.35,32160.0,36190.0,43840.0,52830.0,58960.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",47-2132,"Insulation Workers, Mechanical",NA,650.0,13.7,0.448,2.14,25.59,53240.0,7.0,14.58,18.86,24.71,32.69,38.67,30330.0,39220.0,51390.0,67990.0,80430.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",47-2141,"Painters, Construction and Maintenance",NA,3800.0,6.9,2.624,1.8,19.95,41500.0,4.8,12.82,15.52,18.16,24.79,29.3,26660.0,32280.0,37780.0,51550.0,60940.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",47-2151,Pipelayers,NA,690.0,16.7,0.478,1.54,24.97,51930.0,3.8,16.54,19.59,25.17,30.06,34.17,34400.0,40740.0,52360.0,62520.0,71080.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",47-2152,"Plumbers, Pipefitters, and Steamfitters",NA,3590.0,10.2,2.478,0.93,32.93,68500.0,3.8,18.43,25.44,32.58,40.32,48.57,38340.0,52910.0,67770.0,83860.0,101020.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",47-2161,Plasterers and Stucco Masons,NA,**,**,**,**,20.67,43000.0,3.0,12.55,14.03,23.07,26.13,27.97,26100.0,29190.0,47980.0,54350.0,58180.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",47-2171,Reinforcing Iron and Rebar Workers,NA,840.0,41.1,0.58,4.45,31.79,66130.0,6.5,19.7,24.85,33.11,39.47,43.39,40970.0,51690.0,68870.0,82090.0,90250.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",47-2181,Roofers,NA,1300.0,19.2,0.899,1.2,22.0,45750.0,6.3,12.35,16.3,21.39,27.8,33.08,25680.0,33900.0,44500.0,57810.0,68810.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",47-2211,Sheet Metal Workers,NA,1460.0,15.5,1.01,1.0,28.66,59610.0,6.1,14.41,20.44,30.4,35.24,42.45,29980.0,42520.0,63240.0,73310.0,88290.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",47-2221,Structural Iron and Steel Workers,NA,750.0,25.3,0.519,1.2,34.32,71390.0,5.1,22.46,29.77,37.08,41.35,43.91,46730.0,61930.0,77120.0,86000.0,91330.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",NA,260.0,35.8,0.176,0.96,24.86,51700.0,8.9,15.71,19.14,25.66,30.27,33.85,32670.0,39820.0,53380.0,62950.0,70420.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",47-3012,Helpers--Carpenters,NA,150.0,42.4,0.102,0.36,21.86,45470.0,9.0,14.98,17.12,21.65,26.27,31.27,31170.0,35610.0,45020.0,54650.0,65030.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",47-3013,Helpers--Electricians,NA,200.0,28.6,0.136,0.28,20.39,42420.0,10.8,11.26,13.32,19.3,27.11,32.51,23420.0,27710.0,40140.0,56390.0,67620.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",NA,**,**,**,**,16.15,33590.0,10.5,12.52,13.81,15.94,18.1,20.83,26040.0,28730.0,33150.0,37640.0,43320.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",NA,**,**,**,**,24.27,50470.0,10.9,13.56,23.03,25.3,27.59,29.85,28190.0,47900.0,52630.0,57390.0,62080.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",47-3016,Helpers--Roofers,NA,**,**,**,**,12.19,25360.0,2.2,9.3,10.16,11.72,13.93,16.16,19340.0,21130.0,24380.0,28970.0,33610.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",47-3019,"Helpers, Construction Trades, All Other",NA,140.0,45.5,0.094,0.65,16.38,34080.0,8.3,11.74,13.34,15.91,18.29,22.98,24420.0,27740.0,33090.0,38040.0,47800.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",47-4011,Construction and Building Inspectors,NA,1030.0,7.9,0.712,1.08,33.9,70520.0,1.9,24.35,29.84,33.66,39.09,43.94,50650.0,62070.0,70010.0,81300.0,91390.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",47-4041,Hazardous Materials Removal Workers,NA,500.0,29.8,0.343,1.13,29.97,62340.0,4.3,18.63,25.36,31.43,34.3,36.02,38760.0,52740.0,65380.0,71340.0,74930.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",47-4051,Highway Maintenance Workers,NA,610.0,6.4,0.423,0.4,24.08,50080.0,1.6,17.64,19.47,24.31,27.48,31.62,36690.0,40500.0,50570.0,57160.0,65760.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,NA,260.0,44.3,0.179,0.99,22.36,46510.0,8.6,14.85,18.96,22.75,26.48,28.73,30880.0,39430.0,47310.0,55070.0,59760.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",47-4099,"Construction and Related Workers, All Other",NA,220.0,46.5,0.149,0.64,16.94,35220.0,13.5,10.26,11.51,14.27,18.38,28.05,21340.0,23940.0,29680.0,38230.0,58340.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",47-5021,"Earth Drillers, Except Oil and Gas",NA,60.0,32.1,0.039,0.3,35.37,73570.0,6.8,29.77,31.86,35.34,39.96,43.13,61920.0,66270.0,73510.0,83110.0,89720.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",47-5041,Continuous Mining Machine Operators,NA,50.0,47.8,0.037,0.41,26.1,54280.0,4.6,23.16,24.36,26.23,28.11,29.43,48180.0,50660.0,54570.0,58470.0,61200.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",49-0000,"Installation, Maintenance, and Repair Occupations",NA,47390.0,3.4,32.687,0.84,25.58,53210.0,1.7,13.79,17.82,24.63,32.33,40.16,28680.0,37070.0,51220.0,67250.0,83520.0,NA,NA,2013,major,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",NA,3870.0,7.2,2.669,0.83,34.63,72020.0,1.9,21.94,27.23,33.24,41.09,50.11,45640.0,56640.0,69140.0,85470.0,104230.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",49-2011,"Computer, Automated Teller, and Office Machine Repairers",NA,1370.0,16.4,0.945,1.13,20.47,42580.0,5.3,11.95,15.35,19.09,23.98,32.52,24860.0,31930.0,39700.0,49880.0,67650.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",NA,470.0,27.8,0.323,3.04,32.12,66820.0,5.2,20.98,26.28,33.17,39.84,43.95,43640.0,54660.0,69000.0,82860.0,91410.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",NA,2080.0,6.5,1.436,0.91,30.23,62870.0,3.4,19.33,23.88,29.51,34.62,43.38,40210.0,49680.0,61380.0,72010.0,90240.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",49-2092,"Electric Motor, Power Tool, and Related Repairers",NA,150.0,13.8,0.104,0.74,32.59,67790.0,7.0,18.76,28.59,35.01,39.8,43.37,39020.0,59460.0,72820.0,82790.0,90210.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",NA,320.0,24.9,0.221,1.91,30.98,64440.0,2.3,19.82,25.55,31.9,35.82,42.34,41220.0,53130.0,66340.0,74520.0,88060.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",NA,570.0,12.9,0.395,0.78,35.32,73470.0,3.3,23.01,30.93,37.39,42.55,45.48,47850.0,64340.0,77780.0,88510.0,94600.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",NA,**,**,**,**,22.6,47000.0,12.2,15.88,18.43,22.63,26.34,28.9,33020.0,38330.0,47070.0,54790.0,60100.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",49-2097,Electronic Home Entertainment Equipment Installers and Repairers,NA,180.0,40.0,0.126,0.62,25.55,53140.0,11.4,14.49,20.56,26.07,30.96,35.24,30140.0,42760.0,54220.0,64390.0,73310.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",49-2098,Security and Fire Alarm Systems Installers,NA,590.0,31.3,0.404,0.97,25.43,52890.0,3.2,17.6,21.61,25.96,29.16,33.49,36600.0,44960.0,53990.0,60660.0,69670.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",49-3011,Aircraft Mechanics and Service Technicians,NA,2250.0,11.2,1.55,1.78,33.22,69100.0,2.5,20.36,26.96,34.45,40.89,44.82,42350.0,56080.0,71650.0,85060.0,93210.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",49-3021,Automotive Body and Related Repairers,NA,640.0,19.0,0.443,0.44,24.63,51240.0,5.6,15.76,17.74,23.06,28.58,36.6,32780.0,36910.0,47960.0,59440.0,76130.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",49-3022,Automotive Glass Installers and Repairers,NA,650.0,45.1,0.447,3.72,17.7,36810.0,9.0,10.76,13.06,16.39,21.19,27.94,22390.0,27170.0,34090.0,44070.0,58110.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",49-3023,Automotive Service Technicians and Mechanics,NA,4630.0,8.0,3.194,0.7,22.23,46230.0,2.9,12.66,16.7,21.67,27.29,33.18,26330.0,34740.0,45080.0,56770.0,69010.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,NA,2210.0,11.7,1.527,0.85,27.8,57830.0,2.7,19.27,23.57,27.65,32.72,36.81,40090.0,49030.0,57520.0,68060.0,76570.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",NA,1010.0,17.6,0.695,0.79,27.44,57080.0,2.7,17.95,21.03,26.74,33.55,40.17,37330.0,43750.0,55620.0,69780.0,83560.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",49-3043,Rail Car Repairers,NA,**,**,**,**,24.32,50590.0,2.4,16.46,18.88,23.87,29.56,34.13,34250.0,39270.0,49660.0,61480.0,71000.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",49-3051,Motorboat Mechanics and Service Technicians,NA,170.0,25.4,0.119,0.8,20.2,42020.0,4.9,15.28,16.99,19.83,23.27,26.85,31770.0,35330.0,41240.0,48390.0,55840.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",49-3052,Motorcycle Mechanics,NA,**,**,**,**,18.92,39350.0,7.8,10.93,14.1,19.45,23.63,26.88,22740.0,29330.0,40450.0,49150.0,55910.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,NA,110.0,34.6,0.077,0.36,17.19,35760.0,7.3,11.38,12.95,15.81,21.09,25.53,23680.0,26930.0,32880.0,43870.0,53100.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",49-3091,Bicycle Repairers,NA,90.0,46.3,0.06,0.76,13.05,27150.0,8.0,9.97,10.83,12.57,14.66,17.28,20730.0,22530.0,26140.0,30500.0,35930.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",49-3092,Recreational Vehicle Service Technicians,NA,**,**,**,**,21.88,45500.0,8.5,13.22,19.29,23.11,26.22,28.04,27500.0,40120.0,48070.0,54540.0,58330.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",49-3093,Tire Repairers and Changers,NA,1070.0,39.9,0.74,0.99,15.92,33110.0,5.6,10.5,12.34,15.27,19.57,22.22,21850.0,25670.0,31750.0,40700.0,46220.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",49-9011,Mechanical Door Repairers,NA,420.0,30.6,0.293,2.28,19.75,41070.0,4.7,13.11,15.79,20.03,22.96,27.01,27280.0,32850.0,41670.0,47760.0,56170.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA
