AREA,AREA_NAME,AREA_TYPE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,17-3025,Environmental Engineering Technologists and Technicians,detailed,290,12.4,0.146,1.19,NA,35.44,73710,4,18.2,23.01,41.29,46.6,49.83,37860,47860,85880,96930,103650,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,17-3027,Mechanical Engineering Technologists and Technicians,detailed,580,17,0.289,0.99,NA,33.59,69870,2.7,20.9,27.17,32.38,39.95,47.43,43480,56510,67350,83100,98650,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,17-3031,Surveying and Mapping Technicians,detailed,600,14.5,0.295,0.82,NA,25.6,53240,4.4,16.79,19.48,25.31,30.17,36.35,34930,40520,52640,62760,75600,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,17-3098,"Calibration Technologists and Technicians and Engineering Technologists and Technicians, Except Drafters, All Other",detailed,940,16,0.465,0.77,NA,33.56,69810,3.7,21.2,25.4,30.9,41.23,48.84,44100,52840,64270,85760,101580,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,19-0000,"Life, Physical, and Social Science Occupations",major,23610,5.2,11.681,1.33,NA,40.31,83850,2.7,21.56,27.51,36.66,48.71,61.89,44850,57220,76250,101310,128740,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,19-1012,Food Scientists and Technologists,detailed,50,33.2,0.023,0.25,NA,33.9,70520,4.4,25.25,30.69,33.73,36.81,39.07,52510,63840,70150,76560,81270,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,19-1013,Soil and Plant Scientists,detailed,90,35.9,0.045,0.47,NA,37.25,77480,4,31.67,33.69,37.31,41.16,46.25,65870,70070,77610,85610,96200,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,19-1021,Biochemists and Biophysicists,detailed,360,19.7,0.179,0.84,NA,42.17,87710,12.3,21.3,25.93,33.72,45.39,79.49,44300,53940,70140,94400,165330,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,19-1022,Microbiologists,detailed,260,11.2,0.127,1.02,NA,37.33,77640,4.8,22.07,26.82,36.07,45.19,57.46,45910,55780,75030,93990,119520,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,19-1023,Zoologists and Wildlife Biologists,detailed,1090,16.5,0.54,4.12,NA,40.25,83710,6.9,21.96,28.12,36.54,51.86,64.47,45670,58480,76010,107870,134110,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,19-1029,"Biological Scientists, All Other",detailed,830,14.4,0.411,1.5,NA,45.87,95410,6.8,25.21,29.47,39.52,50.53,69.88,52430,61310,82210,105110,145360,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,19-1031,Conservation Scientists,detailed,160,6.7,0.077,0.51,NA,38.7,80490,6.9,22.59,27.41,34.77,47.77,60.32,46980,57000,72320,99370,125460,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,19-1032,Foresters,detailed,150,37.1,0.075,1.15,NA,31.8,66150,2.7,25.79,28.1,31.17,35.59,38.11,53650,58450,64830,74020,79260,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,19-1041,Epidemiologists,detailed,300,12.3,0.146,2.9,NA,58.72,122150,7.3,28.9,35.55,48.55,70.73,#,60100,73930,100980,147120,#,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,19-1042,"Medical Scientists, Except Epidemiologists",detailed,5680,12.4,2.811,3.25,NA,44.79,93160,6.7,24.45,29.93,38.44,53.75,71.24,50860,62250,79950,111800,148180,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,19-1099,"Life Scientists, All Other",detailed,170,15,0.086,1.95,NA,42.19,87750,4.1,26.79,35.88,42.09,47.11,56.88,55730,74620,87540,97990,118320,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,19-2012,Physicists,detailed,310,28.5,0.155,1.36,NA,68.48,142440,15.7,29.2,50.06,62.7,86.64,#,60730,104120,130410,180210,#,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,19-2021,Atmospheric and Space Scientists,detailed,100,13.1,0.052,0.82,NA,41.7,86740,4,25.92,29.35,39.46,49.73,64.51,53920,61040,82070,103450,134180,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,19-2031,Chemists,detailed,790,18.4,0.391,0.69,NA,37.83,78700,5.6,19.76,26.93,36.26,49.95,58.97,41100,56010,75420,103890,122650,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,19-2041,"Environmental Scientists and Specialists, Including Health",detailed,1640,9,0.814,1.42,NA,44.54,92640,2.8,28.91,34.29,43.01,53.72,62.64,60140,71320,89460,111730,130290,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,19-2042,"Geoscientists, Except Hydrologists and Geographers",detailed,810,20.1,0.403,2.03,NA,44.68,92940,6.6,25.66,29.89,41.14,54.1,73.54,53380,62160,85570,112530,152970,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,19-2043,Hydrologists,detailed,150,14.4,0.076,1.73,NA,45.61,94870,5.5,32.39,37.91,42.91,52.77,64.21,67370,78850,89250,109760,133550,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,19-2099,"Physical Scientists, All Other",detailed,170,4.3,0.083,0.69,NA,55.08,114570,3.9,39.42,45.9,54.36,61.17,69.89,82000,95480,113070,127230,145370,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,19-3011,Economists,detailed,250,19.8,0.122,0.95,NA,54.03,112380,3.9,32.61,42.28,51.56,66.33,78.08,67840,87940,107240,137960,162410,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,19-3022,Survey Researchers,detailed,70,45,0.034,0.5,NA,31.25,65000,8.4,18.61,21.5,27.61,37.15,47.6,38710,44730,57430,77280,99010,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,19-3031,"Clinical, Counseling, and School Psychologists",detailed,1380,16.7,0.684,0.89,NA,38.65,80400,5.3,22.45,28.32,37.84,47.08,54.71,46700,58900,78700,97930,113790,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,19-3039,"Psychologists, All Other",detailed,400,4.5,0.197,2.03,NA,49.61,103200,5.9,24.03,39.53,48.65,56.1,59.14,49990,82210,101200,116690,123010,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,19-3041,Sociologists,detailed,50,17.5,0.026,1.46,NA,35.32,73460,2.6,24.66,27.34,32.98,43.28,52.04,51290,56870,68600,90010,108230,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,19-3051,Urban and Regional Planners,detailed,1200,8.7,0.594,2.26,NA,43.48,90430,1.5,31.97,36.66,42.96,49.07,57.63,66490,76260,89350,102060,119870,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,19-3091,Anthropologists and Archeologists,detailed,90,31.9,0.043,0.94,NA,37.46,77910,7.5,21.54,25.24,36.92,48.52,56.25,44800,52490,76800,100930,117000,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,19-3094,Political Scientists,detailed,90,14.1,0.046,1.13,NA,44.99,93590,5.3,25.69,31.48,43.39,56.83,69.87,53430,65480,90260,118200,145330,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,19-3099,"Social Scientists and Related Workers, All Other",detailed,670,12.2,0.333,1.45,NA,42.02,87400,3.7,27.14,32.19,38.31,47.98,61.88,56450,66960,79680,99800,128720,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,19-4010,Agricultural and Food Science Technicians,detailed,**,**,**,**,NA,21.79,45330,3.6,13.99,16.97,21.57,26.29,29.26,29090,35310,44870,54670,60850,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,19-4021,Biological Technicians,detailed,2200,10,1.089,2.01,NA,24.04,50000,3.4,16.64,19.08,22.89,28.33,34.33,34610,39690,47610,58930,71410,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,19-4031,Chemical Technicians,detailed,220,40.5,0.108,0.24,NA,21.87,45490,3.7,15.65,17.81,21.38,24.59,30.18,32560,37050,44480,51140,62770,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,19-4042,"Environmental Science and Protection Technicians, Including Health",detailed,360,32,0.176,0.79,NA,27.35,56890,6.6,19.96,21.47,23.98,32.18,40.29,41510,44650,49880,66940,83800,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,19-4045,Geological and Hydrologic Technicians,detailed,30,15.2,0.017,0.14,NA,30.37,63160,3.1,20.7,23.89,30.77,36.18,39.39,43050,49690,64010,75250,81940,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,19-4061,Social Science Research Assistants,detailed,280,15.9,0.14,0.58,NA,24.13,50190,6.3,16.44,18.65,22.24,27.69,37.43,34190,38790,46260,57590,77850,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,19-4071,Forest and Conservation Technicians,detailed,60,15.3,0.031,0.24,NA,26.22,54540,3.3,17.41,20.72,25.53,30.66,35.63,36220,43090,53110,63770,74110,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,19-4092,Forensic Science Technicians,detailed,240,19.1,0.118,1.05,NA,33.49,69670,3.2,22.59,27.88,33.29,38.12,44.94,46980,57980,69240,79290,93480,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,19-4099,"Life, Physical, and Social Science Technicians, All Other",detailed,670,22.9,0.333,0.76,NA,26.77,55690,5.5,17.97,21.61,26.64,30.79,36.5,37370,44940,55410,64030,75930,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,19-5011,Occupational Health and Safety Specialists,detailed,1710,23.5,0.846,1.34,NA,39.56,82280,3.6,27.95,32.68,37.92,45.93,55.13,58130,67980,78860,95520,114660,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,19-5012,Occupational Health and Safety Technicians,detailed,160,34,0.08,0.57,NA,29.38,61110,3.6,17.6,21.06,26.9,35.46,43.92,36610,43810,55960,73760,91360,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,21-0000,Community and Social Service Occupations,major,27710,4.4,13.712,0.9,NA,26.19,54470,1.7,16.11,18.89,24.73,31.87,38.98,33500,39300,51440,66300,81070,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,21-1012,"Educational, Guidance, and Career Counselors and Advisors",detailed,2880,13,1.426,0.71,NA,30.98,64440,1.4,21.3,25.67,29.73,36.4,43.52,44300,53400,61830,75700,90520,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,21-1013,Marriage and Family Therapists,detailed,80,20.1,0.042,0.1,NA,24.6,51170,3.7,17.42,20.72,24.55,28.72,31.48,36230,43090,51060,59740,65480,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,21-1015,Rehabilitation Counselors,detailed,1930,10,0.957,1.29,NA,23.16,48180,5.3,15.8,17.72,20.95,26.55,32.68,32860,36860,43580,55230,67980,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",detailed,4820,6,2.386,1.24,NA,24.79,51550,1.7,16.31,19.01,22.74,28.88,37.11,33920,39540,47300,60070,77190,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,21-1019,"Counselors, All Other",detailed,180,27.4,0.091,0.52,NA,28.17,58590,3.6,20.71,24.04,27.93,32.11,37.28,43080,50010,58090,66790,77550,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,21-1021,"Child, Family, and School Social Workers",detailed,3800,6.5,1.88,0.84,NA,27.25,56680,3.6,17.37,21.29,26.82,32.68,37,36130,44280,55780,67980,76950,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,21-1022,Healthcare Social Workers,detailed,2070,11.6,1.023,0.86,NA,33.12,68900,2.2,21.3,26.73,33.2,38.68,46.1,44310,55600,69050,80450,95900,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,21-1023,Mental Health and Substance Abuse Social Workers,detailed,1370,11,0.677,0.84,NA,28.03,58300,4.6,16.72,20.82,28.11,33.2,39.92,34780,43310,58470,69060,83030,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,21-1029,"Social Workers, All Other",detailed,550,15.1,0.271,0.68,NA,36.64,76220,2.8,22.72,29.47,39.37,43.36,47.34,47260,61300,81880,90190,98470,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,21-1091,Health Education Specialists,detailed,640,11.7,0.316,0.79,NA,30.79,64050,2,19.33,23.27,29.34,36.73,45.95,40200,48400,61020,76400,95580,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,21-1092,Probation Officers and Correctional Treatment Specialists,detailed,800,6.2,0.398,0.66,NA,32.76,68130,2.4,26.03,28.79,31.75,36.27,42.46,54150,59890,66040,75450,88310,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,21-1093,Social and Human Service Assistants,detailed,4500,13.5,2.228,0.81,NA,20.45,42530,2.6,14.24,16.37,18.99,24.24,29.2,29610,34050,39500,50420,60730,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,21-1094,Community Health Workers,detailed,1680,30.1,0.832,2.07,NA,19.82,41220,4,15.4,16.38,17.98,21.37,27.87,32030,34060,37410,44440,57970,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,21-1099,"Community and Social Service Specialists, All Other",detailed,1250,16.4,0.619,0.93,NA,25.08,52160,4.5,16.27,18.7,23.78,29.38,37.91,33850,38890,49470,61110,78860,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,21-2011,Clergy,detailed,400,20.9,0.198,0.55,NA,33.74,70180,1.7,22.24,27.89,32.75,38.74,47.4,46250,58010,68120,80580,98600,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,21-2021,"Directors, Religious Activities and Education",detailed,240,49.4,0.119,0.8,NA,31.98,66520,11.5,21.97,26.03,29.61,39.56,45.54,45700,54150,61590,82280,94710,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,21-2099,"Religious Workers, All Other",detailed,500,24.9,0.249,3.87,NA,20.83,43320,9.8,12.66,14.25,19.67,25.72,30.15,26330,29630,40910,53500,62720,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,23-0000,Legal Occupations,major,15590,3.6,7.713,0.98,NA,53.06,110360,4.4,24.48,30.54,42.7,66.2,95.47,50910,63530,88820,137690,198590,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,23-1011,Lawyers,detailed,8940,4.7,4.423,0.99,NA,66.58,138490,4.9,31.86,39.73,57.34,83.01,#,66270,82650,119260,172670,#,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,23-1012,Judicial Law Clerks,detailed,310,4.9,0.155,1.37,NA,31.89,66330,4.7,23.16,25.54,30.09,37.92,45.5,48170,53120,62580,78870,94640,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",detailed,160,1.1,0.08,0.82,NA,55.87,116200,3.9,36.54,46.19,53.07,63.61,83.9,76000,96080,110390,132300,174500,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,23-1023,"Judges, Magistrate Judges, and Magistrates",detailed,460,7.5,0.227,1.16,NA,59.15,123040,2.7,41.94,42.85,58.12,71.82,85.79,87240,89130,120880,149390,178430,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,23-2011,Paralegals and Legal Assistants,detailed,4550,5.9,2.252,1,NA,31.34,65180,2.4,20.46,24.55,29.98,37.18,45.12,42550,51070,62360,77330,93840,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,23-2093,"Title Examiners, Abstractors, and Searchers",detailed,380,30.7,0.19,0.53,NA,26.67,55470,5.7,16.71,20.25,25.82,30.93,38.66,34770,42130,53700,64340,80420,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,23-2099,"Legal Support Workers, All Other",detailed,640,9.9,0.317,1.03,NA,38.24,79530,4.8,19.58,25,33.14,48.07,64.76,40720,52000,68930,99990,134710,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,25-0000,Educational Instruction and Library Occupations,major,97670,5.4,48.327,0.8,NA,29.59,61540,4.7,15.29,19.11,26.4,35.92,46.66,31810,39740,54900,74720,97040,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,25-1011,"Business Teachers, Postsecondary",detailed,**,**,**,**,NA,*,109280,12.2,*,*,*,*,*,45560,58570,80410,135210,#,True,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,25-1021,"Computer Science Teachers, Postsecondary",detailed,350,45,0.175,0.81,NA,*,90680,6.3,*,*,*,*,*,50260,59290,76470,113320,157310,True,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,25-1022,"Mathematical Science Teachers, Postsecondary",detailed,440,42.5,0.217,0.62,NA,*,84930,12,*,*,*,*,*,46650,56300,70270,98150,152340,True,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,25-1032,"Engineering Teachers, Postsecondary",detailed,380,14.7,0.189,0.77,NA,*,125640,6.7,*,*,*,*,*,65920,84400,115180,154730,197910,True,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,25-1042,"Biological Science Teachers, Postsecondary",detailed,470,49.1,0.235,0.65,NA,*,99420,12.5,*,*,*,*,*,49850,59530,76520,125780,176730,True,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",detailed,**,**,**,**,NA,*,109220,7.4,*,*,*,*,*,51830,69970,105830,138240,164250,True,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,25-1052,"Chemistry Teachers, Postsecondary",detailed,**,**,**,**,NA,*,81160,9.3,*,*,*,*,*,47190,55600,67410,88410,140090,True,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,25-1053,"Environmental Science Teachers, Postsecondary",detailed,60,16.8,0.028,0.68,NA,*,128250,9.6,*,*,*,*,*,56590,73980,116960,167780,206720,True,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,25-1054,"Physics Teachers, Postsecondary",detailed,**,**,**,**,NA,*,92140,7.3,*,*,*,*,*,48260,57800,76700,113990,159010,True,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,25-1061,"Anthropology and Archeology Teachers, Postsecondary",detailed,**,**,**,**,NA,*,82620,6.6,*,*,*,*,*,52000,59640,74330,96760,125770,True,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",detailed,80,14.4,0.039,0.53,NA,*,82210,3.5,*,*,*,*,*,52400,62600,77160,97520,123970,True,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,25-1063,"Economics Teachers, Postsecondary",detailed,**,**,**,**,NA,*,100140,11.8,*,*,*,*,*,49570,58290,75800,115060,189880,True,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,25-1065,"Political Science Teachers, Postsecondary",detailed,200,8.2,0.101,0.94,NA,*,97220,5.1,*,*,*,*,*,50210,60640,84610,125290,165850,True,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,25-1066,"Psychology Teachers, Postsecondary",detailed,610,34.5,0.302,1.18,NA,*,71390,4.7,*,*,*,*,*,43930,53450,63890,80040,110400,True,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,25-1067,"Sociology Teachers, Postsecondary",detailed,**,**,**,**,NA,*,75570,7.1,*,*,*,*,*,45910,54950,65500,83270,123990,True,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,25-1069,"Social Sciences Teachers, Postsecondary, All Other",detailed,40,15.6,0.02,0.17,NA,*,*,*,*,*,*,*,*,*,*,*,*,*,True,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,25-1071,"Health Specialties Teachers, Postsecondary",detailed,2380,17.5,1.177,0.86,NA,*,161910,12.6,*,*,*,*,*,61110,99540,146260,204430,#,True,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,25-1072,"Nursing Instructors and Teachers, Postsecondary",detailed,690,47.8,0.341,0.84,NA,*,90280,8.8,*,*,*,*,*,49500,60440,78320,110220,142640,True,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,25-1081,"Education Teachers, Postsecondary",detailed,480,41.9,0.236,0.57,NA,*,71240,8,*,*,*,*,*,36120,52360,62750,87940,118070,True,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,25-1082,"Library Science Teachers, Postsecondary",detailed,60,4.7,0.028,0.93,NA,*,109820,3.9,*,*,*,*,*,64290,78590,103660,126140,173760,True,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",detailed,30,27.4,0.016,0.17,NA,*,61940,10.2,*,*,*,*,*,39870,46640,59340,73160,88740,True,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,25-1112,"Law Teachers, Postsecondary",detailed,80,18.5,0.041,0.37,NA,*,120320,5.6,*,*,*,*,*,49700,59590,99740,172640,203790,True,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,25-1113,"Social Work Teachers, Postsecondary",detailed,110,49,0.054,0.58,NA,*,89360,6.6,*,*,*,*,*,46960,57780,74370,102960,148230,True,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,25-1121,"Art, Drama, and Music Teachers, Postsecondary",detailed,**,**,**,**,NA,*,71340,3,*,*,*,*,*,45780,54390,64620,81200,100680,True,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,25-1122,"Communications Teachers, Postsecondary",detailed,**,**,**,**,NA,*,64280,5.2,*,*,*,*,*,43900,51430,60790,73160,86430,True,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,25-1123,"English Language and Literature Teachers, Postsecondary",detailed,570,36.9,0.28,0.61,NA,*,66050,4.3,*,*,*,*,*,45050,52210,61670,75860,95940,True,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,25-1124,"Foreign Language and Literature Teachers, Postsecondary",detailed,**,**,**,**,NA,*,73720,3.1,*,*,*,*,*,44870,53990,67360,83520,112240,True,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,25-1125,"History Teachers, Postsecondary",detailed,**,**,**,**,NA,*,80200,5.3,*,*,*,*,*,46800,56850,71700,94390,131390,True,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,25-1126,"Philosophy and Religion Teachers, Postsecondary",detailed,**,**,**,**,NA,*,76100,4.8,*,*,*,*,*,48590,57070,68940,82970,111350,True,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,25-1192,"Family and Consumer Sciences Teachers, Postsecondary",detailed,30,11.8,0.017,1.15,NA,*,*,*,*,*,*,*,*,*,*,*,*,*,True,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",detailed,**,**,**,**,NA,*,57250,3.1,*,*,*,*,*,38950,46130,55170,63270,78730,True,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,25-1194,"Career/Technical Education Teachers, Postsecondary",detailed,2710,8.3,1.342,1.76,NA,38.16,79370,11.5,20.11,24.27,30.3,45.62,61.37,41830,50490,63020,94900,127650,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,25-1199,"Postsecondary Teachers, All Other",detailed,**,**,**,**,NA,*,67230,6,*,*,*,*,*,45170,53350,63400,74280,80970,True,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,25-2011,"Preschool Teachers, Except Special Education",detailed,7210,7.5,3.57,1.22,NA,17.44,36270,2.2,13.21,14.91,16.98,18.97,22.82,27490,31020,35320,39450,47470,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,25-2012,"Kindergarten Teachers, Except Special Education",detailed,2460,3.3,1.215,1.44,NA,*,64710,1.6,*,*,*,*,*,44040,52830,63110,76320,88850,True,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,25-2021,"Elementary School Teachers, Except Special Education",detailed,15030,2.5,7.439,0.76,NA,*,70860,0.9,*,*,*,*,*,48830,57280,69600,82420,98460,True,
